mention_id,concept_expression,explain_text,expectation
7343_1_1_1_2_0_13,Quyết_định kỷ_luật,"quyết_định bằng văn_bản của người đứng đầu_cơ_quan , tổ_chức để áp_dụng một trong các hình_thức kỷ_luật là khiển_trách , cảnh_cáo , hạ bậc lương , hạ_ngạch , cách_chức , buộc thôi_việc đối_với cán_bộ , công_chức thuộc quyền quản_lý của mình theo quy_định của pháp_luật về cán_bộ , công_chức .",0.824
12804_1_1_1_3_0_24,Chất_thải phóng_xạ,chất_thải chứa_chất phóng_xạ hoặc vật_thể bị nhiễm bẩn phóng_xạ phải thải bỏ .,0.804
128081_1_1_1_3_0_4,Cáp thuê_bao,"đoạn cáp viễn_thông từ hộp cáp , tủ cáp , hố cáp , bộ chia tín_hiệu truyền_hình đến thiết_bị đầu_cuối đặt trong nhà thuê_bao .",0.841
19759_1_1_1_2_0_8,Kho đầu_mối,kho có khả_năng trực_tiếp tiếp_nhận xăng_dầu từ tầu thuỷ trở_xăng_dầu nhập_khẩu hoặc từ các nhà_máy lọc dầu .,0.801
17673_1_1_1_2_0_63,Thanh_sát lại,"cuộc thanh_sát sau cuộc thanh_sát ban_đầu đối_với một cơ_sở hoá_chất Bảng 3 hoặc cơ_sở DOC , DOC-PSF do Tổ_chức Công_ước tiến_hành để tái_kiểm_tra sự phù_hợp của khai_báo mà quốc_gia thành_viên đã nộp cho Tổ_chức Công_ước .",0.805
20671_1_1_1_4_0_46,Phân_bổ băng tần,việc quy_định một băng tần xác_định cho một hay nhiều tổ_chức hoặc doanh_nghiệp được quyền sử_dụng theo những điều_kiện cụ_thể trong một loại nghiệp_vụ vô_tuyến_điện hoặc hệ_thống thông_tin vô_tuyến_điện .,0.844
16182_1_1_1_2_0_13,Dịch_vụ an_toàn bức_xạ,"các hoạt_động phục_vụ các công_việc về an_toàn bức_xạ cho các cơ_sở bức_xạ , làm dịch_vụ đo liều xạ cá_nhân , thiết_kế xây_dựng cải_tạo , mở_rộng , nâng_cấp các cơ_sở bức_xạ như phòng X_quang , khoa y_học hạt_nhân , cơ_sở xạ_trị từ xa , kho chứa nguồn phóng_xạ , kho chứa_chất phóng_xạ và chất_thải phóng_xạ , đánh_giá an_toàn bức_xạ , đánh_giá tác_động bức_xạ đối_với môi_trường , kiểm_định chất_lượng của các thiết_bị bức_xạ , hiệu chuẩn thiết_bị đo_lường bức_xạ và thiết_bị bức_xạ .",0.837
61188_1_1_1_3_0_27,Tiêu_hủy vật_liệu_nổ_công_nghiệp,quá_trình phá_bỏ hoặc làm mất khả_năng tạo ra phản_ứng nổ của vật_liệu_nổ_công_nghiệp theo quy_trình công_nghệ đã được xác_định .,0.844
7712_1_1_1_3_0_9,Kiểm_tra y_tế ' ',"việc thực_hiện các biện_pháp nghiệp_vụ y_tế đối_với người , phương_tiện vận_tải , và các đối_tượng kiểm_dịch khác trước khi nhập_cảnh , xuất_cảnh , nhập_khẩu , xuất_khẩu .",0.818
37685_1_1_1_3_0_28,Dịch_vụ thu_gom hàng,"dịch_vụ hỗ_trợ vận_tải_đường_bộ , trong đó tổ_chức , cá_nhân sử_dụng phương_tiện giao_thông cơ_giới đường_bộ thực_hiện việc thu_gom hàng_hóa đến một địa_điểm nhất_định theo yêu_cầu của người kinh_doanh vận_tải hoặc chủ hàng .",0.803
27471_1_1_1_3_0_14,Trang thông_tin điện_tử,"trang thông_tin hoặc một tập_hợp trang thông_tin trên môi_trường mạng , phục_vụ cho việc cung_cấp , trao_đổi thông_tin .",0.824
66739_1_1_1_2_0_6,Hoạt_động y_tế trên môi_trường mạng,"việc thông_tin y_tế được cung_cấp , truyền đưa , thu_thập , xử_lý , lưu_trữ và trao_đổi thông_qua cơ_sở hạ_tầng thông_tin .",0.81
49552_1_1_1_3_0_6,Thực_phẩm nông_lâm_thủy_sản,"tất_cả các loài động_vật , thực_vật sống trên cạn , dưới nước và lưỡng cư , kể_cả trứng và những bộ_phận của chúng được sử_dụng làm thực_phẩm hoặc thực_phẩm phối_chế mà thành_phần của nó có chứa nông_lâm_thủy_sản .",0.842
54403_1_1_1_4_0_5,Kỳ_hạn trả nợ,các khoảng thời_gian trong thời_hạn cho vay đã được thỏa_thuận giữa Quỹ và chủ đầu_tư mà tại cuối mỗi khoảng thời_gian đó chủ đầu_tư phải trả một phần hoặc toàn_bộ tiền vay cho Quỹ .,0.822
63078_1_1_1_4_0_15,Viện_trợ phi dự_án,"các khoản viện_trợ không phải là chương_trình , dự_án được cung_cấp dưới dạng hiện_vật , tiền hoặc chuyên_gia ( kể_cả chuyên_gia tình_nguyện ) .",0.809
15353_1_1_1_3_0_27,Hạn bảo_quản,mốc thời_gian mà quá thời_gian đó hàng_hoá không còn đảm_bảo giữ nguyên_chất_lượng và giá_trị sử_dụng ban_đầu .,0.847
48917_1_1_1_2_0_18,Đánh_giá rủi_ro,"việc đánh_giá các rủi_ro tiềm_tàng trên cơ_sở các mức rủi_ro được chấp_nhận , đồng_thời thiết_lập các biện_pháp giảm_thiểu rủi_ro đến mức hợp_lý có_thể thực_hiện được .",0.818
46748_1_8_1_4_0_3,Hệ_thống hóa_văn_bản,"việc tập_hợp , sắp_xếp các văn_bản đã được rà_soát , xác_định còn hiệu_lực sắp_xếp theo lĩnh_vực quản_lý nhà_nước , thứ bậc hiệu_lực của văn_bản , trình_tự thời_gian ban_hành_văn_bản , các tiêu_chí khác phù_hợp với yêu_cầu quản_lý nhà_nước .",0.836
50159_1_1_1_2_0_4,Công_trình thuỷ_lợi,"công_trình thuộc kết_cấu_hạ_tầng nhằm khai_thác mặt lợi của nước ; phòng , chống tác_hại do nước gây ra , bảo_vệ môi_trường và cân_bằng sinh_thái , bao_gồm : Hồ_chứa_nước , đập , cống , trạm bơm , giếng , đường_ống dẫn nước , kênh , công_trình trên kênh và bờ bao các loại .",0.837
24803_1_3_1_2_0_16,Đe_dọa đánh bom,"việc cung_cấp thông_tin dưới bất_kỳ hình_thức nào nhằm đe_dọa cài , đặt bom hoặc bất_kỳ vật_liệu nổ nào trên tầu_bay hoặc tại cảng hàng_không hoặc bất_kỳ nơi nào diễn ra hoạt_động hàng_không_dân_dụng .",0.848
79569_1_1_1_2_0_6,Xếp_hạng,sự sắp_xếp các cơ_sở giáo_dục_đại_học theo thứ_tự từ cao xuống thấp về chất_lượng được tính bằng điểm theo khung xếp_hạng trong mỗi tầng của hệ_thống giáo_dục_đại_học .,0.829
18126_1_7_1_3_0_3,Kinh_doanh kết_cấu_hạ_tầng đường_sắt,"hoạt_động đầu_tư , quản_lý , bảo_trì kết_cấu_hạ_tầng đường_sắt để bán , khoán , cho thuê hoặc thu phí sử_dụng kết_cấu_hạ_tầng đường_sắt , cung_ứng dịch_vụ phục_vụ giao_thông vận_tải đường_sắt và các dịch_vụ khác trên cơ_sở khai_thác năng_lực kết_cấu_hạ_tầng đường_sắt do doanh_nghiệp quản_lý .",0.804
19424_1_1_1_3_0_20,Công_trình trên kênh,"công_trình xây_dựng ở trong phạm_vi kênh ( bờ kênh , lòng kênh hoặc dưới kênh ) để lấy nước , chuyển nước , tiêu nước qua kênh hoặc phục_vụ các yêu_cầu khác của dân_sinh v.v . . .",0.818
37831_1_1_1_3_0_20,Nhà_hàng nổi,"phương_tiện_thủy_nội_địa chở khách , có đăng_ký kinh_doanh nhà_hàng nổi phục_vụ ăn_uống trên phương_tiện mà không bố_trí các buồng ngủ lưu_trú trên phương_tiện .",0.801
7512_1_1_1_2_0_9,Khí_đốt,"khí thiên_nhiên quy_định tại khoản 3 , Điều 3 , Luật_Dầu_khí ;",0.843
19634_1_1_1_2_0_8,Nhà_thầu chính,nhà_thầu có quan_hệ hợp_đồng nhận_thầu trực_tiếp với chủ đầu_tư .,0.851
16181_1_1_1_2_0_28,Đấu_thầu cạnh_tranh lãi_suất,"việc các tổ_chức , cá_nhân tham_gia đấu_thầu đưa ra các mức lãi_suất dự_thầu của mình để tổ_chức phát_hành hoặc tổ_chức được uỷ_quyền lựa_chọn mức lãi_suất trúng_thầu .",0.812
16961_1_1_1_3_0_136,Phụ ước của ICAO,các phụ_lục của Công_ước về hàng_không_dân_dụng quốc_tế được ký tại Chicagô ngày 07 tháng 12 năm 1944 .,0.83
43503_1_1_1_2_0_8,Tài_liệu bảo_quản vĩnh_viễn,tài_liệu có ý_nghĩa và giá_trị sử_dụng không phụ_thuộc vào thời_gian .,0.814
92797_1_1_1_2_0_13,Dự_án khoa_học_và_công_nghệ,"nhiệm_vụ khoa_học_và_công_nghệ giải_quyết các vấn_đề khoa_học_và_công_nghệ chủ_yếu phục_vụ việc sản_xuất một sản_phẩm hoặc nhóm sản_phẩm trọng_điểm , chủ_lực có tác_động nâng cao_trình_độ công_nghệ của một ngành , một lĩnh_vực và có ảnh_hưởng lớn đến sự phát_triển kinh_tế - xã_hội của một tỉnh , được triển_khai dưới hình_thức đề_tài khoa_học_và_công_nghệ , dự_án sản_xuất thử_nghiệm và dự_án đầu_tư khoa_học_và_công_nghệ có mục_tiêu , nội_dung gắn_kết hữu_cơ , đồng_bộ và được tiến_hành trong một thời_gian nhất_định .",0.818
14789_1_1_1_3_0_14,Kỳ_hạn trả nợ,khoảng thời_gian quy_định cho từng lần trả nợ trong thời_hạn trả nợ .,0.806
27616_1_1_1_2_0_16,Nguồn nước liên quốc_gia,nguồn nước chảy từ lãnh_thổ Việt_Nam sang lãnh_thổ nước khác hoặc từ lãnh_thổ nước khác vào lãnh_thổ Việt_Nam hoặc nguồn nước nằm trên đường_biên_giới giữa Việt_Nam và quốc_gia láng_giềng .,0.803
7902_1_1_1_1_0_15,Dự_án,"Dự_án đầu_tư khôi_phục cơ_sở hạ_tầng nghề_cá , Dự_án gồm có 10 dự_án thành_phần đã được xác_định trong Hiệp_định vay .",0.812
20744_1_1_1_2_0_17,Cống qua đê,"cống xây_dựng tại đê dùng để phục_vụ_việc cấp , thoát nước qua đê .",0.802
27617_1_1_1_2_0_24,Diện_tích quảng_cáo,"phần thể_hiện các sản_phẩm quảng_cáo trên mặt báo in , báo_hình , báo điện_tử , trang thông_tin điện_tử , xuất_bản_phẩm , bảng quảng_cáo , phương_tiện giao_thông hoặc trên các phương_tiện quảng_cáo tương_tự .",0.809
7343_1_1_1_2_0_15,Giải_quyết tố_cáo,"việc xác_minh , kết_luận về nội_dung tố_cáo và việc quyết_định xử_lý của người giải_quyết tố_cáo .",0.836
17586_1_1_1_4_0_13,Phân phức_hợp,loại phân đa yếu_tố được sản_xuất trên cơ_sở hóa_hợp các nguyên_liệu ;,0.853
118309_1_1_1_2_0_17,Tỷ_lệ cược,tỷ_lệ giữa số tiền mà người chơi đặt_cược với số tiền mà người chơi sẽ được lĩnh thưởng khi thắng cược .,0.818
55550_1_1_1_3_0_11,Cấm đỗ_xe_ô_tô,"cấm các loại xe_ô_tô đỗ trên đoạn đường có lắp_đặt biển_báo “ Cấm đỗ xe ” , trừ các xe được ưu_tiên theo quy_định .",0.816
45756_1_1_1_3_0_27,Hóa_đơn điện_tử,"tập_hợp các thông_điệp dữ_liệu điện_tử về bán hàng_hóa , cung_ứng_dịch_vụ , được khởi tạo , lập , gửi , nhận , lưu_trữ và quản_lý theo quy_định tại Luật Giao_dịch điện_tử và các văn_bản hướng_dẫn thi_hành ;",0.813
7916_1_1_1_6_0_16,Giới_hạn trạng_thái ngoại_tệ,"mức trạng_thái ngoại_tệ dư_thừa , dư thiếu tối_đa mà tổ_chức tín_dụng được phép duy_trì .",0.822
30458_1_1_1_3_0_48,Viện_trợ phi dự_án,phương_thức cung_cấp vốn ODA không theo các dự_án cụ_thể .,0.836
25349_1_1_1_3_0_95,Sa_thải phụ_tải,quá_trình cắt phụ_tải ra khỏi lưới_điện do tác_động của hệ_thống sa_thải phụ_tải tự_động hoặc theo lệnh điều_độ của Đơn_vị vận_hành hệ_thống điện và thị_trường điện .,0.8
118130_1_1_1_3_0_7,Cấp_độ an_ninh hàng_hải,"mức_độ nguy_hiểm của một sự_cố an_ninh hàng_hải sẽ xảy ra đối_với tàu_biển , giàn di_động hoặc cơ_sở cảng .",0.825
56054_1_1_1_2_0_31,Thông_tin vô_tuyến_điện,"sự truyền_dẫn , phát hoặc thu ký_hiệu , tín_hiệu , tín_hiệu , số_liệu , chữ_viết , hình_ảnh , âm_thanh hoặc dạng thông_tin khác bằng sóng vô_tuyến_điện .",0.851
75566_1_1_1_3_0_16,Chủ cơ_sở,"chủ sở_hữu_cơ_sở chăn_nuôi , giết_mổ , sơ_chế , bảo_quản gia_súc , gia_cầm ;",0.838
47687_1_1_1_3_0_8,Khảo_nghiệm,quá_trình thực_nghiệm để chứng_minh các đặc_tính của bộ xét_nghiệm nhanh thực_phẩm trên thực_tế .,0.839
48917_1_1_1_2_0_22,Hoán_cải công_trình,"việc thay_đổi tính_năng , kết_cấu , công_dụng của công_trình .",0.807
17953_1_1_1_2_0_3,Xe cơ_giới,loại phương_tiện giao_thông cơ_giới hoạt_động trên đường_bộ được định_nghĩa tại phiên_bản mới nhất của tiêu_chuẩn Việt_Nam TCVN 6211 và TCVN 7271 ;,0.819
12562_1_1_1_3_0_9,Sản_xuất rượu công_nghiệp,"hoạt_động_sản_xuất rượu trên dây_chuyền máy_móc , thiết_bị công_nghiệp .",0.808
40609_1_1_1_2_0_37,Nuôi cá_tra ao thâm_canh,hình_thức nuôi cá_tra với mật_độ thả ≥ 15 con cá giống lớn / m2 hoặc ≥ 20 con cá giống nhỏ / m2 theo quy_trình công_nghệ phù_hợp để đạt năng_suất từ ≥ 150 tấn / ha / vụ .,0.805
65517_1_1_1_2_0_12,Công_trình trên kênh,"công_trình xây_dựng ở trong phạm_vi kênh ( bờ kênh , lòng kênh hoặc dưới kênh ) để lấy nước , chuyển nước , tiêu nước qua kênh hoặc phục_vụ các yêu_cầu khác của dân_sinh .",0.835
14345_1_1_1_3_0_14,Bảo_quản hoá_chất nguy_hiểm,"quá_trình cất_giữ hoá_chất nguy_hiểm tại kho chứa , các thùng , bồn chuyên_dụng chứa hoá_chất tại địa_điểm cất_giữ .",0.841
32635_1_1_1_3_0_6,Buôn_bán,"việc thực_hiện một , một_số hoặc tất_cả các hoạt_động chào_hàng , bày bán , lưu_giữ , bảo_quản , vận_chuyển , bán_buôn , bán_lẻ , xuất_khẩu , nhập_khẩu và hoạt_động khác đưa hàng_hóa vào lưu_thông .",0.824
75320_1_1_1_2_0_56,Bến_thủy nội_địa,"công_trình độc_lập có quy_mô nhỏ , gồm vùng_đất và vùng nước trước bến để phương_tiện neo đậu , xếp_dỡ hàng_hoá , đón trả hành_khách và thực_hiện dịch_vụ hỗ_trợ khác .",0.802
52992_1_1_1_3_0_3,Công_trình thủy_lợi,"công_trình thuộc kết_cấu_hạ_tầng nhằm khai_thác mặt lợi của nước ; phòng , chống tác_hại do nước gây ra , bảo_vệ môi_trường và cân_bằng sinh_thái , bao_gồm : hồ chứa_nước , đập , cống , trạm bơm , giếng , đường_ống dẫn nước , kênh , công_trình trên kênh , đê , kè và bờ bao các loại .",0.806
19419_1_1_1_4_0_22,Bản_đồ hành_chính,"bản_đồ thể_hiện ranh_giới các đơn_vị hành_chính kèm theo địa_danh và một_số yếu_tố chính về tự_nhiên , kinh_tế , xã_hội .",0.809
101561_1_1_1_3_0_11,Cổng thông_tin_điện_tử,"điểm truy_cập duy_nhất của cơ_quan trên môi_trường mạng , liên_kết , tích_hợp các kênh thông_tin , các dịch_vụ và các ứng_dụng mà qua đó người dùng có_thể khai_thác , sử_dụng và cá_nhân hóa_việc hiển_thị thông_tin .",0.816
127863_1_1_1_5_0_4,Phương_tiện quảng_cáo,"những vật_thể cố_định , vật_thể di_động dùng để thực_hiện quảng_cáo bằng chữ hoặc hình_ảnh , lô gô biểu_tượng .",0.851
27212_1_1_1_3_0_17,Chuyến bay nội_địa,chuyến bay có điểm cất_cánh và hạ_cánh trong lãnh_thổ Việt_Nam .,0.859
54258_1_1_1_3_0_39,QCVN 022008 / BCT,"tên viết tắt của Quy_chuẩn kỹ_thuật quốc_gia về an_toàn trong bảo_quản , vận_chuyển , sử_dụng và tiêu_hủy vật_liệu_nổ_công_nghiệp , ban_hành kèm theo Quyết_định số 51/2008 / QĐ-BCT ngày 30/12/2008 của Bộ Công_Thương .",0.84
105324_1_1_1_2_0_24,Trang_thông_tin_điện_tử,"hệ_thống thông_tin_dùng để thiết_lập một hoặc nhiều trang_thông_tin được trình_bày dưới dạng ký_hiệu , số , chữ_viết , hình_ảnh , âm_thanh và các dạng thông_tin phục_vụ cho việc cung_cấp và sử_dụng thông_tin trên Internet .",0.837
14291_1_1_1_1_0_32,Khoảng_cách an_toàn,"khoảng_cách theo mọi hướng tính từ tâm đặt thiết_bị sản_xuất , chứa_đựng hoá_chất nguy_hiểm đến một vị_trí , địa_điểm bất_kỳ quy_định tại khoản 1 , Điều 12 Nghị_định số 68/2005 / NĐ-CP của Chính_phủ về An_toàn hoá_chất , sao cho tại vị_trí đó nồng_độ hoá_chất nguy_hiểm do cháy , nổ lan_truyền từ các thiết_bị trong trường_hợp sự_cố đạt mức nhỏ hơn ngưỡng định_lượng quy_định tại khoản 1 , mục I , phần G_Thông_tư này .",0.802
71552_1_1_1_2_0_5,Dược_sĩ lâm_sàng,"những dược_sĩ làm_việc trong lĩnh_vực dược lâm_sàng tại các cơ_sở khám bệnh , chữa bệnh ; thực_hiện tư_vấn về thuốc cho thầy_thuốc trong chỉ_định , điều_trị và hướng_dẫn sử_dụng thuốc cho cán_bộ y_tế và cho người_bệnh .",0.824
117731_1_1_1_1_0_172,Bảo_dưỡng thường_xuyên công_trình đường_bộ,"các hoạt_động theo_dõi , chăm_sóc , sửa_chữa những hư_hỏng nhỏ , duy_tu thiết_bị lắp_đặt vào công_trình đường_bộ , được tiến_hành thường_xuyên , định_kỳ để duy_trì công_trình đường_bộ ở trạng_thái khai_thác , sử_dụng bình_thường và hạn_chế phát_sinh các hư_hỏng công_trình đường_bộ .",0.824
47230_1_1_1_3_0_3,Công_nghệ,"tập_hợp các phương_pháp , quy_trình , kỹ_năng , bí_quyết , công_cụ , phương_tiện dùng để biến_đổi các nguồn_lực thành sản_phẩm",0.824
4768_1_1_1_3_0_12,Bán_đấu_giá doanh_nghiệp Nhà_nước,"việc chuyển_đổi sở_hữu có thu tiền toàn_bộ doanh_nghiệp Nhà_nước sang sở_hữu tập_thể , cá_nhân hoặc pháp_nhân khác bằng phương_pháp bán cạnh_tranh , công_khai .",0.836
32447_1_1_1_2_0_10,Dẫn dụ chim yến,việc sử_dụng thiết_bị âm_thanh để hấp_dẫn chim yến trú_ngụ và làm tổ .,0.824
76135_1_1_1_3_0_8,"Tổ_chức lại các tổ_chức hành_chính , tổ_chức sự_nghiệp","việc sắp_xếp , kiện_toàn lại các tổ_chức dưới các hình_thức sáp_nhập , hợp_nhất , chuyển_đổi , chuyển_giao , chia tách để hình_thành tổ_chức mới cho phù_hợp với yêu_cầu của nhiệm_vụ quản_lý .",0.803
96020_1_1_1_3_0_30,Giám_sát biến_đổi khí_hậu,"quá_trình thu_thập thông_tin , dữ_liệu , phân_tích , đánh_giá , theo_dõi diễn_biến của khí_hậu trong khoảng thời_gian dài để xác_định các biểu_hiện của biến_đổi khí_hậu và tác_động của biến_đổi khí_hậu đến tài_nguyên , môi_trường , hệ sinh_thái , điều_kiện sống và các hoạt_động kinh_tế - xã_hội .",0.819
40788_1_1_1_2_0_18,Kiểm_định định_kỳ,kiểm_định theo chu_kỳ đối_với các phương_tiện đo đang sử_dụng .,0.802
21631_1_1_1_1_0_18,Dự_phòng giảm_giá hàng tồn_kho,"dự_phòng phần giá_trị bị tổn_thất do giảm_giá vật_tư , thành_phẩm , hàng hóa tồn_kho có_thể xảy ra trong năm kế_hoạch .",0.809
116448_1_1_1_2_0_3,Số_liệu,các số_liệu sản_lượng được xác_định theo các chỉ_tiêu và mốc thời_gian nêu trong các biểu_mẫu báo_cáo .,0.83
26722_1_1_1_3_0_14,Kỳ_hạn trả nợ,khoảng thời_gian quy_định cho từng lần trả nợ trong thời_hạn trả nợ .,0.84
27616_1_1_1_2_0_33,Suy_thoái nguồn nước,"sự suy_giảm về số_lượng , chất_lượng nguồn nước so với trạng_thái tự_nhiên hoặc so với trạng_thái của nguồn nước đã được quan_trắc trong các thời_kỳ trước đó .",0.8
94342_1_1_1_3_0_37,Môi_chất làm lạnh,chất môi_giới sử_dụng trong chu_trình nhiệt động ngược chiều để hấp_thụ nhiệt của môi_trường cần làm lạnh và tải nhiệt ra môi_trường có nhiệt_độ cao hơn .,0.823
71369_1_7_1_3_0_6,Sự_cố hóa_chất,"tình_trạng cháy , nổ , rò_rỉ , phát_tán hóa_chất gây hại hoặc có nguy_cơ gây hại cho người , tài_sản và môi_trường .",0.816
32212_1_1_1_2_0_18,Chất_thải nguy_hại,"chất_thải chứa yếu_tố độc_hại , phóng_xạ , dầu và hợp_chất có dầu , chất dễ cháy , dễ nổ , dễ ăn_mòn , dễ lây_nhiễm , gây ngộ_độc hoặc đặc_tính gây nguy_hại khác .",0.829
38263_1_1_1_3_0_78,Hệ_thống SCADA,"hệ_thống thu_thập số_liệu để phục_vụ_việc giám_sát , điều_khiển và vận_hành hệ_thống điện .",0.825
47907_1_1_1_4_0_8,Danh_mục tài_trợ chính_thức,"danh_mục các chương_trình , dự_án yêu_cầu tài_trợ ODA đã được Thủ_tướng Chính_phủ phê_duyệt và được nhà tài_trợ chấp_thuận về nguyên_tắc tài_trợ ODA .",0.843
16191_1_1_1_3_0_10,Người bán đấu_giá,"doanh_nghiệp bán đấu_giá tài_sản , trung_tâm dịch_vụ bán đấu_giá tài_sản hoặc hội_đồng bán đấu_giá tài_sản theo quy_định tại cỏc Điều 34 , 35 , 36 và 37 của Nghị_định số 05/2005 / NĐ-CP ngày 18 tháng 01 năm 2005 của Chính_phủ về bán đấu_giá tài_sản .",0.808
25572_1_1_1_3_0_34,Hệ_thống SCADA,"hệ_thống thu_thập số_liệu để phục_vụ_việc giám_sát , điều_khiển và vận_hành hệ_thống điện .",0.82
25349_1_1_1_3_0_48,Hệ_thống điều_khiển phân_tán DCS,hệ_thống các thiết_bị điều_khiển trong nhà_máy_điện hoặc trạm điện được kết_nối_mạng theo nguyên_tắc điều_khiển phân_tán để tăng độ tin_cậy và hạn_chế các ảnh_hưởng do sự_cố phần_tử điều_khiển trong nhà_máy_điện hoặc trạm điện .,0.818
112106_1_1_1_2_0_12,Công_trình cấp_nước sinh_hoạt nhỏ_lẻ,"các giếng_khoan , giếng đào , bể chứa nước mưa , . . .",0.838
121509_1_1_1_1_0_7,Người nộp phí,"các tổ_chức , hộ gia_đình , cá_nhân đăng_ký , nộp hồ sơ_cấp giấy_chứng_nhận_quyền_sử_dụng_đất có nhu_cầu hoặc cần phải thẩm_định_hồ_sơ theo quy_định .",0.807
26019_1_1_1_4_0_11,Tư_thục,trường do cá_nhân hay một nhóm cá_nhân xin phép thành_lập và tự_dầu tư .,0.803
36884_1_1_1_3_0_42,Quan_trắc môi_trường,"quá_trình theo_dõi có hệ_thống về thành_phần môi_trường , các yếu_tố tác_động lên môi_trường nhằm cung_cấp thông_tin đánh_giá hiện_trạng , diễn_biến chất_lượng môi_trường và các tác_động xấu đối_với môi_trường .",0.81
58611_1_1_1_2_0_6,Kinh_doanh thức_ăn đường_phố,"loại_hình kinh_doanh thực_phẩm , thức_ăn , đồ uống để ăn ngay , uống ngay được bán_rong trên đường_phố hay bày bán tại những địa_điểm công_cộng ( bến_xe , bến_tàu , nhà_ga , khu du_lịch , khu lễ_hội ) hoặc ở những nơi tương_tự .",0.812
100397_1_1_1_2_0_3,Tư_vấn,"hoạt_động cung_cấp tri_thức , kinh_nghiệm , thông_tin , tư_liệu cùng với sự phân_tích , đánh_giá , kiến_nghị cho cá_nhân hoặc tổ_chức có thẩm_quyền .",0.807
77568_1_1_1_3_0_22,Công_trình khai_thác nước dưới đất,"các giếng_khoan , giếng đào , hang động hay hành_lang khai_thác nước được xây_dựng hoặc được sử_dụng để khai_thác nước dưới đất .",0.81
