mention_id,concept_expression,explain_text,expectation
39649_1_2_3_1_0_4,"Hoàn_thành xuất_sắc nhiệm_vụ và nghĩa_vụ công_dân ,","những cá_nhân tiêu_biểu trong số những cá_nhân 2 năm liên_tục đạt danh_hiệu "" Chiến_sĩ thi_đua cơ_sở "" hoặc những cá_nhân lập được thành_tích xuất_sắc được bình_xét trong các phong_trào thi_đua theo đợt , theo chuyên_đề do tỉnh phát_động ;",0.868
14746_1_5_1_5_0_3,"Lao_động nông_nghiệp sau khi tái_định_cư chuyển sang nghề phi nông_nghiệp được hỗ_trợ chi_phí đào_tạo , chuyển_đổi nghề với điều_kiện",nhân_khẩu tái_định_cư hợp_pháp ; có đơn đề_nghị ( có xác_nhận của Ủy_ban nhân_dân cấp xã và Ban Quản_lý dự_án ) .,0.823
4985_1_1_1_1_0_5,"Thực_hiện tốt chính_sách thương_binh , liệt sỹ và cuộc vận_động   Toàn dân chăm_sóc , giúp_đỡ thương_binh , gia_đình liệt sỹ và người có công với cách_mạng","việc_làm mang ý_nghĩa sâu_sắc , thể_hiện trách_nhiệm truyền_thống và tình_cảm đạo_lý "" Uống nước nhớ nguồn "" , "" Ăn_quả nhớ kẻ trồng cây "" của nhân_dân ta .",0.821
4809_1_1_1_1_0_27,Vi_phạm hành_chính trong lĩnhvực quản_lý_nhà_nước về hải_quan,"hành_vi do cá_nhân , tổ_chức thực_hiện mộtcách cố_ý hoặc vô_ý xâm_phạm các quy_tắc quản_lý_nhà_nước về hải_quan quy_địnhtại khoản 1 Điều 1 Nghị_định xử_phạt_vi_phạm_hành_chính về hải_quan ( sauđây gọi tắt là Nghị_định ) mà chưa đến mức truy_cứu trách_nhiệm hình_sự , theoquy_định của pháp_luật phải bị xử_phạt_vi_phạm_hành_chính về hải_quan .",0.817
123787_1_1_1_3_0_14,Khách_hàng sử_dụng lưới điện_phân_phối có trạm điện riêng,"khách_hàng có trạm biến_áp , lưới_điện riêng đấu nối vào lưới điện_phân_phối ở cấp điện_áp trung áp và 110 kV .",0.814
44121_1_1_1_1_0_7,Nguyên_nhân của những tồn_tại trên,"do công_tác quản_lý Nhà_nước còn bị buông_lỏng , thiếu sự chủ_động ; sự phối_hợp của các ngành chức_năng và chính_quyền địa_phương trong việc quản_lý , xử_lý xe quá_khổ , quá_tải và quản_lý hành_lang giao_thông chưa tốt , ý_thức chấp_hành pháp_luật của một_số tổ_chức , cá_nhân còn yếu_kém .",0.807
19482_1_6_1_1_0_5,Nguyên_đơn trong vụ án dân_sự,"người khởi_kiện , người được cá_nhân , cơ_quan , tổ_chức khác do Bộ_luật này quy_định khởi_kiện để yêu_cầu Toà_án giải_quyết vụ án dân_sự khi cho rằng quyền và lợi_ích hợp_pháp của người đó bị xâm_phạm .",0.812
20845_1_1_1_3_0_45,Người điều_hành quỹ,người do công_ty quản_lý quỹ chỉ_định để trực_tiếp_quản_lý một Quỹ đầu_tư chứng_khoán .,0.81
12610_1_1_1_1_0_22,"Thu_nhập chịu thuế từ tiền_lương , tiền công",khoản thu_nhập mà đối_tượng_hưởng_lương nhận được từ đơn_vị_chi_trả thu_nhập dưới các hình_thức bằng tiền hoặc không bằng tiền bao_gồm :,0.847
40394_1_3_1_4_0_8,Thành_viên hội_đồng,"đại_diện các đơn_vị thuộc bộ , ngành , địa_phương liên_quan đến lĩnh_vực của dự_án ; các nhà khoa_học , chuyên_gia có kinh_nghiệm về lĩnh_vực của dự_án ( tối_thiểu 2/3 số thành_viên ) .",0.869
20141_1_1_1_1_0_36,Đường_Lạc_Long_Quân,"đường phân khu_vực , có bề rộng mặt_cắt ngang B = 25 m , gồm 4 làn xe , vỉa_hè mỗi bên rộng 5 m .",0.894
16270_1_1_1_5_0_5,Đường ngang nội_bộ,nơi đường_sắt chính hoặc đường_sắt chuyên_dùng của ngành Đường_sắt giao_cắt với đường_bộ chuyên_dùng .,0.854
9647_1_1_1_1_0_1,Văn_bằng đại_học của Học_viện Hải_quân,văn_bằng thuộc hệ_thống văn_bằng quốc_gia .,0.802
12924_1_1_1_1_0_2,Cục Nuôi_trồng thuỷ_sản,"cơ_quan trực_thuộc Bộ Nông_nghiệp và Phát_triển nông_thôn , thực_hiện chức_năng tham_mưu giúp Bộ_trưởng quản_lý nhà_nước chuyên_ngành và thực_thi nhiệm_vụ quản_lý nhà_nước trong lĩnh_vực nuôi_trồng thuỷ_sản thuộc phạm_vi quản_lý nhà_nước của Bộ .",0.868
18642_1_1_1_1_0_67,Doanh_thu để tính thu_nhập chịu thuế,"tổng_số tiền thanh_toán từ việc thực_hiện Dự_án , chưa bao_gồm thuế giá_trị gia_tăng do chủ đầu_tư thanh_toán theo tiến_độ hoàn_thành cho LILAMA ( đối_với phần việc do LILAMA trực_tiếp thực_hiện ) ; đối_với phần việc do các đơn_vị thành_viên hạch_toán kinh_tế độc_lập thực_hiện , doanh_thu là tổng_số tiền , chưa bao_gồm thuế giá_trị gia_tăng từ việc thực_hiện Dự_án do LILAMA thanh_toán cho các đơn_vị thành_viên .",0.81
113666_1_2_1_2_0_3,Nhiệm_vụ khoa_học_và_công_nghệ sử_dụng ngân_sách nhà_nước cấp Thành_phố,nhiệm_vụ khoa_học_và_công_nghệ đáp_ứng các tiêu_chí sau đây :,0.813
51137_1_1_1_1_0_12,Các hộ,"hộ gia_đình , cá_nhân sinh_sống và hoạt_động tại địa_bàn tỉnh Nghệ_An , bao_gồm tất_cả các nhân_khẩu của hộ thường_trú , nhân_khẩu hộ gia_đình tạm_trú , nhân_khẩu của hộ gia_đình sống trong khu tập_thể cơ_quan , đơn_vị , các hộ gia_đình ở chung_cư ( trừ các hộ gia_đình , cá_nhân không tham_gia kinh_doanh dịch_vụ sinh_sống tại các xã vùng_sâu , vùng_xa không có đường quốc_lộ , tỉnh_lộ đi qua ) ;",0.815
116451_1_7_1_4_0_5,Cơ_sở sản_xuất dầu thực_vật tại mục 5 Chương VI Nghị_định số 77/2016 / NĐ - CP,"cơ_sở thực_hiện một , một_số hoặc toàn_bộ các hoạt_động sơ_chế , chế_biến ( làm sạch , chưng sấy , ép , trích ly , tinh_luyện ) , bao_gói , bảo_quản để tạo ra dầu thực_vật thành_phẩm .",0.833
120624_1_1_1_1_0_23,c ) r,"tỷ_lệ chiết_khấu ( tính theo lãi_suất cho vay trung_hạn bình_quân loại tiền vay Việt_Nam đồng của 3 ngân_hàng thương_mại trên địa_bàn để thực_hiện dự_án bất_động_sản , tại thời_điểm có quyết_định giao đất của cơ_quan nhà_nước có thẩm_quyền ) .",0.867
27252_1_2_2_4_0_6,Nhãn hàng_hóa,"bản viết , bản in , bản_vẽ , bản chụp của chữ , hình_vẽ , hình_ảnh được dán , in , đính , đúc , chạm , khắc trực_tiếp trên hàng_hóa , bao_bì thương_phẩm của hàng_hoá hoặc trên các chất_liệu khác được gắn trên hàng_hoá , bao_bì thương_phẩm của hàng_hóa thể_hiện nội_dung cơ_bản , cần_thiết về hàng_hóa để người tiêu_dùng nhận_biết , làm căn_cứ lựa_chọn , tiêu_thụ và sử_dụng ; để nhà sản_xuất , kinh_doanh quảng_bá cho hàng_hoá của mình và để các cơ_quan_chức_năng thực_hiện việc kiểm_tra , kiểm_soát ;",0.882
49357_1_2_1_2_0_1,Cục_Tác_chiến Bộ Tổng_Tham_mưu,"cơ_quan trực_tiếp giúp Bộ Tổng_tham_mưu chỉ_đạo thực_hiện nhiệm_vụ quản_lý , bảo_vệ , bảo_quản và sử_dụng các CTQP – khu QS trên các mặt sau :",0.826
32358_1_1_1_1_0_5,Nguồn ngân_sách Trung_ương,"100.000 đồng / ha / năm bố_trí trong kế_hoạch đầu_tư hàng năm ( theo văn_bản số 114 / BNN-LN ngày 12 tháng 01 năm 2007 của Bộ Nông_nghiệp và Phát_triển nông_thôn về hướng_dẫn thực_hiện Quyết_định số 210/2006 / QĐ-TTg ngày 12 tháng 9 năm 2006 của Thủ_tướng Chính_phủ về việc ban_hành các nguyên_tắc , tiêu_chí và định_mức phân_bổ chi đầu_tư phát_triển bằng nguồn vốn ngân_sách Nhà_nước giai_đoạn 2007 - 2010 ) .",0.816
7752_1_1_1_3_0_33,Lưu_vực sông,"vùng địa_lý mà trong phạm_vi đó nước mặt , nước dưới đất chảy tự_nhiên vào sông .",0.899
73034_1_1_1_5_0_1,"Sở Kế_hoạch và Đầu_tư , Khu Kinh_tế cửa_khẩu","các cơ_quan đầu_mối tham_mưu cho UBND tỉnh thực_hiện chức_năng quản_lý nhà_nước đối_với các hoạt_động đầu_tư trên địa_bàn , có trách_nhiệm phối_hợp với các Sở , Ban , Ngành và các địa_phương giải_quyết nhanh_chóng các thủ_tục , các chính_sách ưu_đãi_và_hỗ_trợ đầu_tư tại văn_bản này .",0.835
53225_1_1_1_2_0_2,Đối_tượng áp_dụng của Quy_định này,"các tổ_chức , cá_nhân trong nước , người Việt_Nam định_cư ở nước_ngoài và tổ_chức , cá_nhân nước_ngoài có Dự_án đầu_tư_vào các Khu công_nghệ thông_tin tập_trung trên địa_bàn thành_phố Đà_Nẵng .",0.822
7557_1_8_1_1_0_2,Người tàn_tật,"người nước_ngoài sinh_sống tại Việt_Nam được áp_dụng một_số điều trong Pháp_lệnh này theo quy_định của Chính_phủ , trừ trường_hợp điều_ước quốc_tế mà Cộng_hoà xã_hội chủ_nghĩa Việt_Nam ký_kết hoặc tham_gia có quy_định khác .",0.839
107233_1_1_1_1_0_6,Đối_tượng tiếp_nhận viện_trợ PCPNN,"các cơ_quan , tổ_chức quy_định tại khoản 4 , Điều 1 của Quy_chế quản_lý và sử_dụng viện_trợ PCPNN ban_hành kèm theo Nghị_định số 93/2009 / NĐ-CP ngày 22/10/2009 của Chính_phủ và các đơn_vị , tổ_chức trực_thuộc và cấp dưới của các cơ_quan , tổ_chức đó ( sau đây được gọi là Bên tiếp_nhận ) .",0.871
23516_1_2_1_3_0_2,Dịch_vụ môi_giới hàng_hải,dịch_vụ thực_hiện các công_việc sau :,0.853
2310_1_1_1_4_0_1,Ký_kết_hợp_đồng kinh_tế,quyền của các đơn_vị kinh_tế .,0.832
60199_1_1_1_3_0_19,Đất ở,"đất để xây_dựng nhà ở , xây_dựng các công_trình phục_vụ cho đời_sống , vườn , ao trong cùng một thửa đất thuộc khu dân_cư được công_nhận là đất ở ; bao_gồm đất ở tại nông_thôn , đất ở tại đô_thị .",0.862
52679_1_7_1_21_0_1,Xác_nhận miễn_giảm học_phí cho học_sinh,"người tàn_tật , mồ_côi , học_sinh là người dân_tộc_thiểu_số , thuộc diện hộ nghèo được hưởng chính_sách hỗ_trợ thực_hiện phổ_cập giáo_dục trung_học cơ_sở , học_sinh là con các hộ nông_dân trong diện thu_hồi đất sản_xuất :",0.802
18131_1_7_2_5_0_6,"Trong hoạt_động khai_thác tàu , thuyền_trưởng",người đại_diện của người thuê tàu và phải thực_hiện các chỉ_thị của người thuê tàu phù_hợp với hợp_đồng thuê tàu định hạn .,0.853
5543_1_1_1_3_0_651,C ASP,hàm_lượng của độc_tố ASP có trong mẫu thử ( m g / g thịt ) ;,0.894
102276_1_1_1_2_0_9,Doanh_nghiệp cung_cấp dịch_vụ phát_triển hạ_tầng cụm CN-TTCN,"doanh_nghiệp cấp_nước , doanh_nghiệp điện và doanh_nghiệp bưu_chính viễn_thông của tỉnh Bà_Rịa - Vũng_Tàu bỏ vốn đầu_tư và thu_hồi vốn thông_qua hợp_đồng địch vụ mua_bán điện , nước , thông_tin liên_lạc cho các doanh_nghiệp trong cụm CN-TTCN .",0.834
101134_1_1_1_3_0_16,Họp ( hội_nghị ) tổng_kết hàng năm,"cuộc họp để kiểm_điểm , đánh_giá tình_hình và kết_quả thực_hiện nhiệm_vụ công_tác hàng năm và bàn phương_hướng nhiệm_vụ công_tác cho năm tới của cơ_quan , đơn_vị hành_chính Nhà_nước .",0.8
68279_1_1_1_1_0_102,"Quân_sự ấp , khu_phố có chức_danh",": Ấp đội , Khu_đội .",0.805
3789_1_1_1_1_0_32,Chia xã Ngọc_Tố thành ba xã lấy tên,"xã Ngọc_Tố , xã Ngọc_Đông và xã Ngọc_Anh .",0.811
37436_1_3_1_4_0_3,"Hội_đồng Thi_đua , khen_thưởng Công_an tỉnh , thành_phố trực_thuộc Trung_ương","cơ_quan tham_mưu cho Giám_đốc Công_an tỉnh , thành_phố trực_thuộc Trung_ương về công_tác_thi_đua , khen_thưởng .",0.837
38080_1_2_1_2_0_38,Số_hiệu điểm đặc_trưng trên đường ĐGHC cấp tỉnh,chữ_viết tắt của tên các đơn_vị hành_chính cấp huyện hoặc cấp tỉnh có liên_quan .,0.846
54471_1_4_1_1_0_12,Trang_trại nuôi_trồng thủy_sản,: 2 ha trở lên ( riêng đối_với nuôi tôm thịt theo kiểu công_nghiệp từ 1 ha trở lên ) .,0.809
1838_1_1_1_1_0_164,"Theo quy_định tại Điều 28 Pháp_lệnh HĐKT , Điều 20 Nghị_định 17 - HĐBT , việc thanh_lý HĐKT",quyền và nghĩa_vụ của các bên ký_kết HĐKT đối_với nhau .,0.811
54727_1_2_1_3_0_15,"Khoảng_cách ATVSMT nhỏ nhất từ nghĩa_trang hung táng tới đường giao_thông vành_đai đô_thị , đường_sắt",300 m và phải có cây_xanh bao quanh nghĩa_trang .,0.801
42155_1_1_1_2_0_11,Bao_bì ngoài,bao_bì dùng để bao_gói một hoặc một_số đơn_vị thuốc có bao_bì trực_tiếp .,0.853
26722_1_1_1_3_0_12,Thời_hạn trả nợ,khoảng thời_gian từ khi trả nợ khoản vay lần đầu_tiên cho đến khi trả hết nợ vay theo hợp_đồng tín_dụng .,0.891
77866_1_1_2_1_0_49,Tổng kinh_phí cho vay,kinh_phí lắp_đặt đồng_hồ dược_tính theo bảng chiết tính thực_tế cho từng hộ .,0.841
27504_1_4_1_1_0_4,Tổng_cục Địa_chất và Khoáng_sản,cơ_quan tiếp_nhận hồ_sơ cấp phép hoạt_động khoáng_sản ; hồ_sơ đóng cửa mỏ khoáng_sản thuộc thẩm_quyền cấp phép của Bộ Tài_nguyên và Môi_trường .,0.826
85098_1_2_1_2_0_1,Hội_đồng đền_bù giải_phóng_mặt_bằng,đầu_mối để giải_quyết mọi thắc_mắc của các đối_tượng có liên_quan đến việc đền_bù giải_phóng_mặt_bằng .,0.809
37142_1_1_1_3_0_8,"Cụm tác_phẩm văn_học , nghệ_thuật","tập_hợp các tác_phẩm thuộc một chuyên_ngành văn_học , nghệ_thuật của một tác_giả hoặc đồng tác_giả .",0.89
38492_1_2_1_15_0_19,Ký_hiệu tượng_hình có chân,"vòng_tròn ở chân : trường_học , trạm biến_thế . . .",0.855
37977_1_1_1_3_0_6,Cửa_khẩu biên_giới đất_liền,"nơi thực_hiện việc xuất_cảnh , nhập_cảnh , quá_cảnh , xuất_khẩu , nhập_khẩu và qua_lại biên_giới quốc_gia trên đất_liền , bao_gồm cửa_khẩu đường_bộ , cửa_khẩu đường_sắt và cửa_khẩu biên_giới đường thủy nội_địa .",0.827
25408_1_1_1_2_0_4,Đăng_ký giao_dịch_bảo_đảm,việc cơ_quan đăng_ký_giao_dịch_bảo_đảm ghi vào Sổ đăng_ký_giao_dịch_bảo_đảm hoặc nhập vào Cơ_sở dữ_liệu về giao_dịch_bảo_đảm việc bên bảo_đảm dùng tài_sản để bảo_đảm thực_hiện nghĩa_vụ dân_sự đối_với bên nhận bảo_đảm .,0.84
47693_1_1_1_1_0_55,Chủ_tịch UBND các xã dự_án thành_phần,thành_viên của Ban Quản_lý dự_án huyện .,0.835
37142_1_1_1_3_0_10,"Cụm công_trình văn_học , nghệ_thuật","tập_hợp các công_trình thuộc một chuyên_ngành văn_học , nghệ_thuật của một tác_giả hoặc đồng tác_giả .",0.893
17423_1_1_1_7_0_3,Thông_tin đưa lên Website Chính_phủ,"thông_tin chính_thức , có thẩm_quyền và công_khai .",0.81
71173_1_3_1_1_0_64,Số đến,"số thứ_tự đăng_ký của đơn , thư mà cơ_quan , tổ_chức nhận được ( nếu đơn , thư được ghi số đến và đăng_ký riêng ) hoặc số thứ_tự đăng_ký của văn_bản đến nói_chung ( nếu đơn , thư được lấy số đến và đăng_ký chung với các loại văn_bản đến khác ) .",0.839
128325_1_1_1_3_0_1299,Phòng học tạm,các phòng học không thuộc các nhóm trên .,0.888
11614_1_1_1_1_0_3,Thông_tấn_xã Việt_Nam,"cơ_quan sự_nghiệp thuộc Chính_phủ , thực_hiện chức_năng thông_tấn nhà_nước trong việc phát tin , văn_kiện chính_thức của Đảng và Nhà_nước ; cung_cấp thông_tin phục_vụ yêu_cầu lãnh_đạo của Đảng và quản_lý của Nhà_nước ; thu_thập , phổ_biến thông_tin bằng các loại_hình báo_chí phục_vụ các đối_tượng có nhu_cầu ở trong nước và ở nước_ngoài .",0.847
95133_1_1_1_1_0_12,Sở Tư_pháp,"cơ_quan đầu_mối phối_hợp với các Sở , Ban , ngành , các cơ_quan , tổ_chức hữu_quan thực_hiện tốt chức_năng quản_lý Nhà_nước về công_tác trợ_giúp_pháp_lý ; tập_trung chỉ_đạo Ban Tư_pháp thành_phố Cần_Thơ , phòng Tư_pháp thị_xã Vị_Thanh và các huyện trong việc thực_hiện trợ_giúp_pháp_lý ; quan_tâm , chỉ_đạo đến việc thành_lập các tổ trợ_giúp_pháp_lý ở cơ_sở .",0.842
17905_1_1_1_1_0_9,Công_chức dự_bị,"công_dân Việt_Nam , trong biên_chế , hưởng lương từ ngân_sách nhà_nước , là những người có đủ tiêu_chuẩn , đủ điều_kiện , được tuyển_dụng để bổ_sung cho đội_ngũ cán_bộ , công_chức quy_định tại điểm b , điểm c , khoản 1 Điều 1 của Pháp_lệnh sửa_đổi , bổ_sung một_số điều của Pháp_lệnh cán_bộ , công_chức ngày 29 tháng 04 năm 2003 .",0.817
98591_1_2_1_4_0_9,Khoảng trống phía trái mã_số ISBN tối_thiểu,"3,63 mm , phía phải tối_thiểu là 2,31 mm .",0.802
25402_1_1_1_7_0_13,Khu bảo_vệ cảnh_quan cấp tỉnh,khu bảo_tồn đáp_ứng các tiêu_chí chủ_yếu sau đây :,0.819
115562_1_1_1_6_0_6,Phó_Giám_đốc Sở,người giúp Giám_đốc Sở chỉ_đạo một_số mặt công_tác và chịu trách_nhiệm trước Giám_đốc Sở và trước pháp_luật về các nhiệm_vụ được phân_công .,0.826
41518_1_2_2_5_0_11,"Sơ_đồ nhà , đất","bản_vẽ mặt_bằng hoàn_công hoặc bản_vẽ thiết_kế mặt_bằng phù_hợp với hiện_trạng nhà ở , công_trình xây_dựng mà không đo vẽ lại ; trường_hợp nhà_chung_cư thì có bản_vẽ mặt_bằng xây_dựng ngôi nhà_chung_cư , bản_vẽ mặt_bằng của tầng nhà có căn_hộ , trường_hợp bản_vẽ mặt_bằng của tầng nhà không_thể_hiện rõ kích_thước của căn_hộ thì phải có bản_vẽ mặt_bằng của căn_hộ đó ;",0.857
28026_1_1_1_1_0_177,"Hồ_sơ thuộc diện hoàn thuế trước , kiểm_tra sau","hồ_sơ của người nộp thuế có quá_trình , chấp_hành tốt pháp_luật về thuế và các giao_dịch được thanh_toán qua ngân_hàng theo quy_định của pháp_luật ;",0.833
70376_1_1_1_3_0_28,Cây mẹ,"cây lâm_nghiệp tốt nhất được tuyển_chọn từ rừng tự_nhiên , rừng trồng , rừng giống hoặc vườn giống để nhân_giống .",0.881
93272_1_2_1_5_0_3,Phó_Trưởng ban,"người giúp Trưởng ban chỉ_đạo một_số mặt công_tác , chịu trách_nhiệm trước Trưởng_ban và trước pháp_luật về các nhiệm_vụ được phân_công .",0.849
56189_1_1_1_3_0_5,"Kinh_doanh cát , sỏi_lòng_sông","hoạt_động mua hoặc bán cát , sỏi_lòng_sông .",0.855
84391_1_1_1_6_0_7,Phó_Giám_đốc Sở Nội_vụ,"người giúp Giám_đốc Sở Nội_vụ phụ_trách , chỉ_đạo một_số mặt công_tác của các cơ_quan , đơn_vị thuộc và trực_thuộc Sở Nội_vụ ; chịu trách_nhiệm trước Giám_đốc Sở Nội_vụ và trước pháp_luật về nhiệm_vụ được phân_công .",0.828
8203_1_2_2_1_0_0,Điều 10 . - Dịch_vụ bưu_chính,"dịch_vụ nhận gửi , chuyển , phát thư , báo_chí , ấn_phẩm , tiền , vật_phẩm , hàng_hoá và các sản_phẩm vật_chất khác thông_qua mạng_lưới bưu_chính công_cộng do doanh_nghiệp cung_cấp dịch_vụ bưu_chính cung_cấp .",0.849
119733_1_2_1_1_0_14,Tiêu_chí dân số_chia theo bốn ( 4 ) vùng,tiêu_chí chính ; kết_hợp các tiêu_chí bổ_sung phù_hợp với thực_tế và đặc_thù từng địa_phương .,0.813
114369_1_1_1_3_0_6,Giấy chứng_nhận sử_dụng nhãn_hiệu chứng_nhận “ Gạo_nếp Quýt Đạ_Tẻh,"giấy chứng_nhận do cơ_quan quản_lý nhãn_hiệu chứng_nhận cấp cho tổ_chức , cá_nhân sản_xuất , kinh_doanh sản_phẩm Gạo_nếp Quýt trên địa_bàn huyện Đạ_Tẻh , tỉnh Lâm_Đồng đáp_ứng các điều_kiện theo quy_định tại Quy_chế này ;",0.842
86695_1_2_1_5_0_4,Phí tham_gia đấu_giá_tài_sản,"tài_sản nhà_nước ( trừ tài_sản đấu_giá là tang_vật , phương_tiện vi_phạm hành_chính bị xử_lý tịch_thu , là quyền_sử_dụng_đất_để_giao_đất có thu_tiền sử_dụng_đất_hoặc_cho_thuê_đất ) :",0.831
40321_1_1_1_1_0_44,"Ở miền_xuôi , tối_đa","600.000.000 đồng ( sáu trăm triệu đồng ) , ở miền núi tối_đa là 700.000.000 đồng ( bảy trăm triệu đồng ) cho một khu trang_trại hoặc một trang_trại đảm_bảo tiêu_chí trên .",0.802
87611_1_1_1_1_0_34,"Hợp_tác với các nước trong khu_vực , đặc_biệt","các nước ASEAN , Trung_Quốc trong thực_thi_công_ước về buôn_bán quốc_tế các loài động , thực_vật hoang_dã nguy_cấp ( Công_ước CITES ) .",0.803
56892_1_3_1_2_0_0,Điều 11  Các Phó_Giám_đốc Trung_tâm Thể_thao,"người giúp_việc cho Giám_đốc , được Giám_đốc phân_công phụ_trách một_số công_việc , chịu trách_nhiệm trước Giám_đốc về phần việc được phân_công phụ_trách .",0.828
15237_1_1_1_1_0_12,Vốn điều_lệ của Tổng_công_ty Hàng_hải Việt_Nam,vốn chủ sở_hữu tại thời_điểm 30 tháng 06 năm 2006 sau khi đã kiểm_toán .,0.829
78890_1_4_1_2_0_1,Giao_Sở Công_thương,"cơ_quan thường_trực tiếp_nhận hồ_sơ , trình Hội_đồng xét_duyệt cấp tỉnh để xét công_nhận danh_hiệu nghệ_nhân , thợ giỏi , người có công đưa nghề về địa_phương trên địa_bàn tỉnh Bà_Rịa - Vũng_Tàu .",0.808
43396_1_2_1_4_0_5,Giá đất để tính bồi_thường,"giá đất theo mục_đích đang sử_dụng của đất bị thu_hồi được công_nhận theo quy_định của pháp_luật tại thời_điểm có quyết_định thu_hồi_đất , đã được Ủy_ban nhân_dân thành_phố công_bố ngày 01 thàng 01 hàng năm theo quy_định của Chính_phủ .",0.845
