mention_id,concept_expression,explain_text,expectation
56556_1_1_1_3_0_11,Đất rừng sản_xuất,"đất sử_dụng vào mục_đích sản_xuất lâm_nghiệp theo quy_định của pháp_luật về bảo_vệ và phát_triển rừng ; bao_gồm đất có rừng tự_nhiên sản_xuất , đất có rừng trồng sản_xuất , đất khoanh nuôi phục_hồi rừng sản_xuất , đất trồng rừng sản_xuất .",0.86
32446_1_1_1_2_0_4,Nhà_chung_cư do nhà_nước đầu_tư_xây_dựng,nhà_chung_cư do nhà_nước đầu_tư vốn xây_dựng hoặc hỗ_trợ bằng quyền sử_dụng đất .,0.882
25891_1_1_1_3_0_6,Vùng nước bến thủy_nội_địa,"vùng nước trước bến và vùng neo đậu phương_tiện , luồng vào bến ( nếu có ) , được quy_định tại giấy_phép hoạt_động của bến thủy_nội_địa .",0.873
92762_1_1_1_3_0_27,Kiểm_tra hồ_sơ,"hình_thức kiểm_tra tính phù_hợp của hồ_sơ với lô hàng , cấp thông_báo kết_quả kiểm_tra nhà_nước .",0.864
122558_1_1_1_3_0_23,Người_làm thủ_tục,"chủ tàu hoặc người quản_lý tàu , người thuê tàu , người khai_thác tàu , thuyền_trưởng hoặc người được ủy_quyền thực_hiện việc khai_báo và làm thủ_tục theo quy_định tại Nghị_định này với các cơ_quan quản_lý nhà_nước tại cảng biển .",0.854
92909_1_1_1_2_0_12,Áp_dụng sáng_kiến lần đầu,"việc áp_dụng sáng_kiến lần đầu_tiên , kể_cả áp_dụng thử .",0.878
25630_1_1_1_3_0_11,"Cán_bộ bảo_vệ , chăm_sóc trẻ_em","công_chức thuộc các cơ_quan quản_lý nhà_nước , viên_chức thuộc các đơn_vị sự_nghiệp , cán_bộ hợp_đồng , người được giao trách_nhiệm , cộng_tác_viên , tình_nguyện_viên về lĩnh_vực bảo_vệ , chăm_sóc trẻ_em các cấp .",0.814
24876_1_1_1_3_0_6,Chứng_chỉ huấn_luyện an_toàn cơ_bản,"giấy chứng_nhận khả_năng của thuyền_viên , người lái phương_tiện xử_lý các vấn_đề về an_toàn lao_động , an_toàn phương_tiện , phòng_chống cháy nổ , sơ_cứu người bị nạn , bảo_vệ môi_trường ;",0.819
69270_1_1_1_2_0_12,Dịch_vụ Internet,"một loại_hình dịch_vụ viễn_thông , bao_gồm dịch_vụ truy_nhập Internet , dịch_vụ kết_nối Internet và dịch_vụ ứng_dụng Internet trong viễn_thông :",0.852
26893_1_1_1_4_0_6,Muối công_nghiệp,"muối thô sản_xuất ra trên đồng muối hoặc khai_thác từ mỏ muối được sơ_chế để loại bớt tạp_chất , có hàm_lượng Natri Clorua cao được sử_dụng trong ngành công_nghiệp , hóa_chất và làm nguyên_liệu để chế_biến muối_ăn , muối tinh_khiết , có mã HS 2501.00.90.90 .",0.857
69094_1_1_1_2_0_4,Hệ_thống QLVBĐH,"một thành_phần trong hệ_thống công_nghệ thông_tin tỉnh Gia_Lai , phục_vụ công_tác quản_lý , điều_hành tác_nghiệp , trao_đổi thông_tin , chia_sẻ dữ_liệu trong nội_bộ và giữa các cơ_quan hành_chính Nhà_nước trên địa_bàn tỉnh với những chức_năng cơ_bản sau : Quản_lý văn_bản đi , đến , chuyển nhận văn_bản qua mạng máy_tính ; xử_lý văn_bản , giải_quyết công_việc thông_qua hồ_sơ công_việc trên phần_mềm ; quản_lý_lịch công_tác ; quản_lý_tài_nguyên ; chia_sẻ tài_liệu và báo_cáo thống_kê , hội_thoại .",0.834
115561_1_1_1_3_0_5,Thù_lao,"khoản tiền do bên sử_dụng tác_phẩm trả cho người thực_hiện các công_việc có liên_quan đến tác_phẩm , sản_phẩm thông_tin theo quy_định tại Quy_định này .",0.502
46721_1_1_1_3_0_10,Giai_đoạn quy_hoạch,khoảng thời_gian giữa hai chu_kỳ quy_hoạch thuộc phạm_vi đề_án quy_hoạch được lập .,0.386
46708_1_1_1_3_0_13,Đơn_vị phân_phối và bán_lẻ điện,đơn_vị điện_lực được cấp giấy_phép hoạt_động điện_lực trong lĩnh_vực phân_phối và bán_lẻ điện để bán điện cho khách_hàng sử_dụng điện .,0.47
25040_1_1_1_3_0_8,Hoạt_chất mới,"hoạt_chất chưa từng được cấp phép lưu_hành tại Việt_Nam và chưa được cấp phép lưu_hành tại bất_cứ nơi nào trên thế_giới quá 12 tháng , tính đến ngày đơn đăng_ký thuốc chứa hoạt_chất đó được nộp tại Việt_Nam .",0.838
61608_1_1_1_3_0_6,Chất_thải rắn nguy_hại,"chất_thải_rắn chứa các chất hoặc hợp_chất có một trong những đặc_tính : phóng_xạ , dễ cháy , dễ nổ , dễ ăn_mòn , dễ lây_nhiễm , gây ngộ_độc hoặc các đặc_tính nguy_hại khác …",0.862
61612_1_1_1_2_0_14,Trạm bơm tưới,công_trình làm nhiệm_vụ bơm cấp_nước tưới cho một diện_tích canh_tác nhất_định .,0.885
120213_1_1_1_4_0_3,Hiệp_định thuế,"thuật_ngữ rút_gọn của Hiệp_định tránh đánh thuế hai lần và ngăn_ngừa việc trốn lậu thuế_đối_với các loại thuế đánh vào thu_nhập ký_kết giữa Việt_Nam và các quốc_gia , vùng lãnh_thổ và Hiệp_định sửa_đổi , bổ_sung các Hiệp_định hiện có hiệu_lực thi_hành tại Việt_Nam .",0.894
73579_1_1_1_2_0_3,Nước sinh_hoạt,"nước_dùng cho ăn_uống , vệ_sinh con_người .",0.878
60929_1_1_1_4_0_20,Thu_thập tài_liệu,"quá_trình xác_định nguồn tài_liệu , lựa_chọn , giao_nhận tài_liệu có giá_trị để chuyển vào Lưu_trữ cơ_quan , Lưu_trữ lịch_sử .",0.862
27723_1_1_1_3_0_10,Các bên liên_quan,tổ_chức hoặc cá_nhân có lợi_ích hợp_pháp liên_quan đến kết_quả điều_tra tai_nạn hàng_hải .,0.813
46708_1_1_1_3_0_21,Sự_kiện bất_khả_kháng,"sự_kiện xảy ra một_cách khách_quan mà bên bán điện không_thể kiểm_soát được , không_thể lường trước được và không_thể khắc_phục được mặc_dù đã áp_dụng mọi biện_pháp cần_thiết và khả_năng cho phép .",0.877
117339_1_1_1_3_0_16,Thanh_tra lại,"việc xem_xét , đánh_giá , xử_lý kết_luận thanh_tra khi phát_hiện có dấu_hiệu vi_phạm pháp_luật trong quá_trình thanh_tra , ra kết_luận thanh_tra .",0.812
12356_1_1_1_3_0_56,Sinh_vật biến_đổi gen,sinh_vật có cấu_trúc di_truyền bị thay_đổi bằng công_nghệ chuyển gen .,0.862
96161_1_1_1_3_0_10,Thu_thập tài_liệu vào Lưu_trữ lịch_sử tỉnh,"thu_thập , tiếp_nhận tài_liệu lưu_trữ hình_thành trong quá_trình hoạt_động của các cơ_quan tổ_chức cấp tỉnh , cấp huyện và đơn_vị hành_chính - kinh_tế đặc_biệt .",0.822
104949_1_1_1_2_0_5,Tiền_sử_dụng nư ­ ớc,"giá tiền trong hợp_đồng dịch_vụ về n ­ ước thu từ tổ_chức , hộ gia_đình , cá_nhân sử_dụng n ­ ước hoặc làm dịch_vụ từ công_trình thủy_lợi ngoài mục_đích sản_xuất nông_nghiệp .",0.869
117531_1_1_1_2_0_6,Bản tin thông_tin cơ_sở,"sản_phẩm thông_tin có tính_chất báo_chí xuất_bản định_kỳ , sử_dụng thể_loại tin_tức để cung_cấp thông_tin thiết_yếu nêu tại Điều 3 Quy_chế này đến người dân ở xã , phường , thị_trấn thông_qua các ấn_phẩm in hoặc qua Internet .",0.865
125359_1_1_1_2_0_7,Hệ_thống điểm đo_đạc cơ_sở chuyên_dụng,hệ_thống điểm đo_đạc cơ_sở được thành_lập phục_vụ nhu_cầu riêng của từng ngành hoặc từng địa_phương .,0.847
67760_1_1_1_3_0_6,Doanh_nghiệp kinh_doanh bảo_hiểm,"doanh_nghiệp bảo_hiểm nhân_thọ , doanh_nghiệp bảo_hiểm phi nhân_thọ , doanh_nghiệp chuyên kinh_doanh bảo_hiểm sức_khỏe .",0.84
18589_1_1_1_6_0_30,Nhóm chuyên_gia đánh_giá,hai hay nhiều chuyên_gia đánh_giá cùng tiến_hành một cuộc đánh_giá .,0.452
45990_1_1_1_3_0_20,Người bị khiếu_nại về dạy nghề,"tổ_chức , cá_nhân tham_gia hoạt_động dạy nghề có quyết_định , hành_vi về dạy nghề bị khiếu_nại .",0.821
46750_1_1_1_3_0_8,Dự_án đầu_tư mở_rộng,"dự_án đầu_tư phát_triển dự_án đang hoạt_động đầu_tư kinh_doanh bằng cách mở_rộng quy_mô , nâng cao công_suất , đổi_mới công_nghệ , giảm ô_nhiễm hoặc cải_thiện môi_trường .",0.818
46749_1_1_1_3_0_16,"Thuê_mua nhà , công_trình xây_dựng","thỏa_thuận giữa các bên , theo đó bên thuê_mua thanh_toán trước cho bên cho thuê_mua một khoản tiền và được sử_dụng nhà , công_trình xây_dựng đó ; số tiền còn lại được tính thành tiền thuê ; sau khi đã thanh_toán đủ số tiền thuê_mua thì bên thuê_mua trở_thành chủ sở_hữu đối_với nhà , công_trình xây_dựng đó .",0.842
41134_1_1_1_2_0_14,Hợp_đồng tín_dụng ODA,Hợp_đồng kinh_tế được ký giữa Người vay lại và NHPT về việc cho vay lại và thu_hồi nợ vốn vay ODA .,0.504
41500_1_1_1_3_0_22,Đánh_giá nguy_cơ định_lượng,đánh_giá nguy_cơ đưa ra những thông_tin bằng con_số về nguy_cơ và biểu_thị về các mức_độ không chắc_chắn đi kèm .,0.869
76231_1_1_1_2_0_11,"Đơn_vị chủ_trì thực_hiện đề_tài , dự_án","đơn_vị quản_lý trực_tiếp ít_nhất 01 chủ_nhiệm đề_tài , dự_án .",0.816
89958_1_1_1_3_0_16,Chỉ_giới đường đỏ,đường ranh_giới được xác_định trên bản_đồ quy_hoạch và thực_địa để phân_định ranh_giới giữa phần đất được xây_dựng công_trình và phần đất dành cho đường giao_thông hoặc các công_trình hạ_tầng kỹ_thuật không_gian công_cộng khác .,0.596
127046_1_1_1_3_0_9,Cuộc thi khu_vực quốc_gia,cuộc thi được tổ_chức trên phạm_vi khu_vực hoặc liên khu_vực trong nước .,0.411
18567_1_1_1_2_0_4,Nhân_viên kinh_doanh chứng_khoán,"những người làm_việc tại các bộ_phận ( phòng , ban ) chuyên_môn thực_hiện các loại_hình kinh_doanh chứng_khoán .",0.842
46708_1_1_1_3_0_19,Khách_hàng sử_dụng điện quan_trọng,"khách_hàng thuộc diện ưu_tiên cấp điện khi bên bán điện thực_hiện ngừng , giảm mức cung_cấp điện , được Ủy_ban nhân_dân tỉnh , thành_phố trực_thuộc Trung_ương xác_định căn_cứ vào tầm quan_trọng về chính_trị , xã_hội , an_ninh , quốc_phòng .",0.813
45945_1_1_1_3_0_13,Vàng tinh_khiết,kim_loại vàng có độ tinh_khiết lớn hơn 999 phần nghìn ( ‰ ) tính theo khối_lượng .,0.859
26239_1_1_1_2_0_10,Nhà_máy chế_biến và lọc hóa_dầu,"cơ_sở thực_hiện các quá_trình công_nghệ chế_biến dầu_thô và các nguyên_liệu khác để tạo ra các sản_phẩm lọc dầu và hóa_dầu , bao_gồm : nhà_máy , công_trình phụ_trợ , hệ_thống kho , bể chứa nguyên_liệu và sản_phẩm , hệ_thống đường_ống vận_chuyển , xuất , nhập , đê chắn sóng và các hạng_mục công_trình biển có liên_quan của nhà_máy .",0.861
104451_1_1_1_3_0_11,Trung_tu,"việc kiểm_tra toàn_bộ tình_trạng kỹ_thuật của tàu , thay mới hoặc sửa_chữa các cụm chi_tiết , các chi_tiết bị mòn và sửa_chữa các kết_cấu vỏ tàu nhằm đảm_bảo cho tàu_cá có khả_năng thỏa_mãn hoạt_động được đến chu_kỳ đại_tu .",0.873
120613_1_1_1_3_0_18,Đơn_vị điện_lực,"tổ_chức , cá_nhân thực_hiện hoạt_động phát_điện , truyền tải_điện , phân_phối điện , điều_độ hệ_thống điện , điều_hành giao_dịch thị_trường điện_lực , bán_buôn điện , bán_lẻ điện , tư_vấn chuyên_ngành điện_lực và những hoạt_động khác có liên_quan .",0.862
38080_1_1_1_3_0_7,Mốc ĐGHC,dấu_hiệu bằng vật_thể dùng để đánh_dấu đường ĐGHC giữa các đơn_vị hành_chính với nhau .,0.896
37781_1_1_1_3_0_10,Tài_sản,"bất_động_sản mà chủ sở_hữu đã từ_bỏ quyền sở_hữu đối_với tài_sản , sau 5 ( năm ) năm kể từ ngày các cơ_quan_chức_năng thông_báo công_khai vẫn chưa xác_định được ai là chủ sở_hữu ;",0.848
73229_1_1_1_2_0_16,Mạn khô,chiều cao của phần thân phương_tiện từ mép trên vạch dấu mớn_nước an_toàn đến mép boong .,0.548
25903_1_1_1_3_0_22,XML ( eXtensible Markup_Language ),ngôn_ngữ định_dạng mở_rộng có khả_năng mô_tả nhiều loại dữ_liệu khác nhau bằng một ngôn_ngữ thống_nhất và được sử_dụng để chia_sẻ dữ_liệu giữa các hệ_thống thông_tin .,0.571
14984_1_1_1_4_0_12,Danh_mục tài_trợ chính_thức,"Danh_mục yêu_cầu tài_trợ ODA đã được nhà tài_trợ chấp_thuận về nguyên_tắc tài_trợ ODA cho chương_trình , dự_án thuộc danh_mục .",0.88
112209_1_1_1_3_0_9,Kinh_doanh hàng_không chung,"hoạt_động hàng_không chung nhằm mục_đích sinh_lợi bằng tàu_bay trừ tàu_bay không người lái , phương_tiện bay siêu nhẹ theo quy_định tại Điều 21 Luật hàng_không_dân_dụng Việt_Nam .",0.413
87528_1_1_1_3_0_8,Bán phá_giá,"hành_vi bán hàng_hóa , dịch_vụ quá thấp so với giá thông_thường trên thị_trường Việt_Nam để chiếm_lĩnh thị_trường , hạn_chế cạnh_tranh đúng pháp_luật , gây thiệt_hại đến lợi_ích hợp_pháp của tổ_chức , cá_nhân sản_xuất , kinh_doanh khác và lợi_ích của Nhà_nước .",0.847
48873_1_1_1_2_0_8,Chủ khai_thác bến,"tổ_chức , cá_nhân sử_dụng bến để kinh_doanh .",0.411
122823_1_1_1_3_0_5,Hệ_quy chiếu,hệ_thống tọa_độ toán_học trong không_gian và trên mặt_phẳng để biểu_thị lên đó các kết_quả đo_đạc và bản_đồ .,0.877
86363_1_1_1_2_0_19,Giao trực_tiếp,"việc giao cho các tổ_chức , cá_nhân có năng_lực và điều_kiện cần_thiết chủ_trì thực_hiện các đề_tài , dự_án theo đặt_hàng của tỉnh .",0.879
124164_1_1_1_2_0_41,Tài_liệu,"vật_mang tin được hình_thành trong quá_trình hoạt_động của cơ_quan , tổ_chức , cá_nhân .",0.127
45968_1_1_1_2_0_7,Sưu_tầm hiện_vật,"việc bảo_tàng thông_qua các phương_thức khác nhau để đưa hiện_vật về bảo_tàng , phục_vụ hoạt_động của bảo_tàng .",0.849
44361_1_1_1_3_0_14,Dịch_vụ Ví điện_tử,"dịch_vụ cung_cấp cho khách_hàng một tài_khoản điện_tử định_danh do các tổ_chức cung_ứng dịch_vụ tạo_lập trên vật_mang tin ( như chip điện_tử , sim điện_thoại_di_động , máy_tính . . . ) , cho phép lưu_giữ một giá_trị tiền_tệ được đảm_bảo bằng giá_trị tiền gửi tương_đương với số tiền được chuyển từ tài_khoản thanh_toán của khách_hàng tại ngân_hàng vào tài_khoản đảm_bảo thanh_toán của tổ_chức cung_ứng dịch_vụ Ví điện_tử theo tỷ_lệ 1:1 và được sử_dụng làm phương_tiện thanh_toán không dùng tiền_mặt .",0.837
32842_1_1_1_4_0_18,Cơ_quan nhà_nước có thẩm_quyền,cơ_quan ký_kết_hợp_đồng với nhà đầu_tư .,0.807
71572_1_1_1_2_0_15,Cờ hiệu,"các loại cờ có hình_dáng , màu_sắc , kích_thước theo quy_định .",0.886
40362_1_1_1_2_0_31,Phương_án sản_xuất kinh_doanh,"một tập_hợp những đề_xuất về nhu_cầu vốn , cách_thức sử_dụng vốn , kết_quả tương_ứng thu được trong một khoảng thời_gian xác_định đối_với hoạt_động_sản_xuất kinh_doanh của Khách_hàng .",0.806
120014_1_1_1_3_0_6,Hỗ_trợ lãi vay_vốn,hình_thức hỗ_trợ một phần hoặc toàn_bộ số lãi tiền vay ngân_hàng đã được ngân_hàng cho vay_vốn để thực_hiện dự_án được Hội_đồng Quản_lý Quỹ phê_duyệt hỗ_trợ .,0.875
14645_1_1_1_3_0_37,Thuê_bao,"tổ_chức , cá_nhân được cấp chứng_thư số , chấp_nhận chứng_thư số và giữ khoá bí_mật tương_ứng với khoá công_khai ghi trên chứng_thư số được cấp đó .",0.541
106144_1_1_1_3_0_23,Hộp_cáp,"kết_cấu dạng hộp , nhỏ bằng kim_loại hoặc polyme kín , chống được nước mưa , trong đó có các phiến nối dây với tổng dung_lượng từ 10 đôi đến 50 đôi , dùng để nối cáp phối với cáp thuê_bao .",0.892
26042_1_1_1_3_0_12,Quá_trình kiểm_định,quá_trình đơn_vị kiểm_định thực_hiện các bước kiểm_định kỹ_thuật_an_toàn theo quy_chuẩn kỹ_thuật quốc_gia ( quy_trình kiểm_định kỹ_thuật_an_toàn ) ;,0.812
37986_1_1_1_2_0_10,Chủ_nợ,"tổ_chức , cá_nhân có nợ phải thu .",0.888
27705_1_1_1_4_0_48,Danh_sách cảnh_báo,"danh_sách tổ_chức , cá_nhân do Ngân_hàng Nhà_nước Việt_Nam_lập nhằm cảnh_báo tổ_chức , cá_nhân có rủi_ro cao về rửa_tiền .",0.875
68522_1_1_1_3_0_38,Đề_án KHCN,hình_thức tổ_chức nghiên_cứu có quy_mô hẹp về một chủ_đề về KHCN xác_định nhằm phục_vụ xây_dựng chính_sách hoặc giải_pháp thuộc chức_năng quản_lý của các cơ_quan tham_mưu .,0.878
116623_1_1_1_3_0_16,Tài_khoản,"Tên ( user name ) và Mật_khẩu ( password ) dùng để đăng_nhập vào hệ_thống ; mỗi cơ_quan , đơn_vị và cá_nhân được cấp một tài_khoản để đăng_nhập vào hệ_thống .",0.868
47244_1_1_1_3_0_6,Cơ_sở sản_xuất dầu thực_vật thô,cơ_sở sản_xuất dầu thực_vật nhưng không thực_hiện quá_trình tinh_luyện và chưa tạo ra dầu thực_vật thành_phẩm .,0.833
122754_1_1_1_2_0_20,Thông_tin riêng,"thông_tin trên mạng của một tổ_chức , cá_nhân mà tổ_chức , cá_nhân đó không công_khai hoặc chỉ công_khai cho một hoặc một nhóm đối_tượng đã được xác_định_danh_tính , địa_chỉ cụ_thể .",0.823
123117_1_1_1_2_0_7,"Phiên gặp_mặt , đối_thoại","phiên họp chính_thức để trẻ_em gặp_mặt , trao_đổi , bày_tỏ ý_kiến , nguyện_vọng của mình và nghe ý_kiến phản_hồi từ đại_diện cơ_quan , tổ_chức có liên_quan đến trẻ_em .",0.848
25041_1_1_1_2_0_14,Thuyết_trình qua web,"hình_thức phát quảng_bá thông_tin một_chiều tới nhiều người tham_dự qua việc truy_cập một trang_web nhất_định ; thông_tin bao_gồm các sự_kiện như bài giảng , bài báo_cáo , bài thuyết_trình và có_thể kèm hình và tiếng của một báo_cáo_viên .",0.864
25495_1_1_1_2_0_59,Truy_xuất nguồn_gốc thực_phẩm,việc truy_tìm quá_trình hình_thành và lưu_thông thực_phẩm .,0.869
15310_1_1_1_2_0_39,Lệnh thanh_toán Nợ,Lệnh thanh_toán của người phát lệnh nhằm ghi Nợ tài_khoản của người nhận mở tại đơn_vị nhận một khoản tiền xác_định và ghi Có cho tài_khoản của người phát lệnh mở tại đơn_vị khởi tạo về khoản tiền đó .,0.834
21129_1_1_1_2_0_8,Ban kiểm_soát,"cơ_quan kiểm_tra hoạt_động tài_chính của Tổ_chức tín_dụng phi_ngân_hàng ; giám_sát việc chấp_hành chế_độ hạch_toán , hoạt_động của hệ_thống kiểm_tra và kiểm_toán nội_bộ của Tổ_chức tín_dụng phi ngân_hàng .",0.889
67367_1_1_1_3_0_6,Bơm nước thí_nghiệm,"bơm nước có kiểm_soát lỗ khoan , giếng đào , hố đào nhằm nghiên_cứu tính_chất đặc_trưng của môi_trường chứa nước , tính_chất vật_lý , hóa_học của nguồn nước , hiệu_suất của công_trình khai_thác nước dưới đất .",0.858
114326_1_1_1_3_0_4,Mạng thông_tin vô_tuyến_điện dùng riêng,"mạng thông_tin vô_tuyến_điện do chủ mạng viễn_thông dùng riêng thiết_lập để bảo_đảm thông_tin cho các thành_viên của mạng , bao_gồm hai hay nhiều máy bộ_đàm được lắp_đặt tại các địa_điểm có địa_chỉ và phạm_vi xác_định khác nhau mà các thành_viên của mạng được sử_dụng theo quy_định của pháp_luật và được kết_nối với nhau thông_qua sóng vô_tuyến_điện .",0.89
11757_1_1_1_3_0_12,Nhiệm_vụ quy_hoạch,các yêu_cầu về nội_dung nghiên_cứu và tổ_chức thực_hiện được cơ_quan có thẩm_quyền phê_duyệt làm cơ_sở để lập đồ_án quy_hoạch đô_thị .,0.833
37528_1_1_1_2_0_39,Phòng điều_khiển,"nơi lắp_đặt hệ_thống điều_khiển , thiết_bị hiển_thị , đo_đạc và lưu_giữ các thông_số của nhà_máy_điện hạt_nhân và lò phản_ứng nghiên_cứu .",0.847
40587_1_1_1_2_0_6,Chi_nhánh Ngân_hàng Phát_triển ( Chi_nhánh NHPT ),"từ dùng chung cho Sở giao_dịch , Chi_nhánh Ngân_hàng Phát_triển tại các khu_vực và các tỉnh , thành_phố trực_thuộc Trung_ương .",0.851
43330_1_1_1_2_0_20,Sản_phẩm bản_đồ,"các loại sơ_đồ , bình_đồ , bản_đồ , bản_đồ ảnh , tập bản_đồ , át-lát , sa ban , bản_đồ nổi , quả địa_cầu được thành_lập trên các loại vật_liệu truyền_thống hoặc trên các phương_tiện kỹ_thuật_số .",0.874
71656_1_1_1_2_0_8,Doanh_nghiệp chế_biến tinh_chế gỗ,"doanh_nghiệp thuộc các thành_phần kinh_tế có đầu_tư tối_thiểu từ công_nghệ sản_xuất ván ghép , chi_tiết sản_phẩm mộc hoàn_chỉnh , hàng mộc ; chi_tiết hàng thủ_công mỹ_nghệ và sản_phẩm thủ_công mỹ_nghệ .",0.838
