mention_id,concept_expression,explain_text,expectation
87843_1_2_1_4_0_3,Trưởng_phòng,"người trực_tiếp lãnh_đạo , chỉ_đạo , quản_lý , điều_hành hoạt_động của Phòng và chịu trách_nhiệm trước Cục_trưởng , trước pháp_luật về toàn_bộ hoạt_động của Phòng và việc thực_hiện nhiệm_vụ được giao .",0.848
48019_1_1_1_1_0_180,Các hồ điều_hoà đầu_mối ( cụm hồ Thanh_Liệt ) có diện_tích,32 ha ; Đồng_thời có_thể tiêu ra sông Tô_Lịch ở phía Đông .,0.812
5614_1_1_1_2_0_10,Hàng quá_cảnh nêu trong Quy_chếnày,hàng_hoá của chủ hàng Campuchia quá_cảnh lãnh_thổ Việt_Nam để sang nướcthứ ba hoặc từ nước thứ ba về Campuchia hoặc được vận_chuyển quá_cảnh lãnh_thổViệt Nam từ địa_phương này sang địa_phương khác của Campuchia .,0.808
50953_1_1_1_2_0_10,Định_mức kinh_phí trên,định_mức kinh_phí đào_tạo tính cho 01 người trong 01 tháng ( tương_đương thời_gian đào_tạo 22 ngày và thời_lượng đào_tạo tối_thiểu 120 giờ ) .,0.812
24036_1_1_1_1_0_66,Ví_dụ  Cơ_sở kinh_doanh A,đối_tượng nộp thuế giá_trị gia_tăng theo phương_pháp khấu_trừ thuế .,0.815
37012_1_1_1_3_0_39,Thương_nhân nhận quyền bán_lẻ xăng_dầu,thương_nhân kinh_doanh bán_lẻ xăng_dầu theo phương_thức nhượng quyền thương_mại từ thương_nhân đầu_mối hoặc thương_nhân phân_phối xăng_dầu .,0.849
36772_1_1_1_1_0_76,"Tăng_cường giám_sát dịch_tễ , chủ_động phòng_chống dịch_bệnh , nhất","các dịch_bệnh mùa hè , mở_rộng và nâng cao chất_lượng cung_cấp dịch_vụ đến các khu_vực vùng còn nhiều khó_khăn .",0.811
51554_1_1_1_1_0_11,Phát_triển Khoa_học & amp ; Công_nghệ,"động_lực phát_triển kinh_tế - xã_hội , là nền_tảng và động_lực xây_dựng Quảng_Nam thành tỉnh công_nghiệp .",0.825
12196_1_1_1_2_0_17,Một khách_hàng cá_nhân,"thành_viên của hộ gia_đình theo quy_định tại Bộ_Luật dân_sự mà hộ gia_đình đó đang là khách_hàng của tổ_chức tài_chính quy_mô nhỏ hoặc trong hộ gia_đình đó có các cá_nhân khác ( bao_gồm cả các cá_nhân là chủ_thể độc_lập , tự chịu trách_nhiệm bằng tài_sản riêng ) cũng đang là khách_hàng của tổ_chức tài_chính quy_mô nhỏ .",0.834
25159_1_1_1_5_0_3,"Điểm b , khoản 3 , Điều 12 Nghị_định 41/2009 / NĐ-CP  “ Chuyển_nhượng cổ_phần , phần vốn góp chiếm 10 % số vốn điều_lệ trở lên","giao_dịch làm thay_đổi từ 10 % vốn điều_lệ thực góp trở lên của doanh_nghiệp bảo_hiểm , doanh_nghiệp môi_giới bảo_hiểm .",0.817
8652_1_1_1_4_0_3,Chủ đầu_tư dự_án hoặc người được Chủ đầu_tư uỷ_nhiệm,người đứng_tên trong đơn xin giao_đất hoặc thuê_đất .,0.813
77453_1_1_1_1_0_71,Năm 1966,"năm đầu thi_hành Điều_lệ thuế công_thương_nghiệp mới , tình_hình kinh_tế năm 1966 lại có nhiều biến_chuyển do hoàn_cảnh chiến_tranh .",0.821
53115_1_1_1_4_0_6,Bảo_vệ tài_nguyên nước,"biện_pháp phòng , chống ô_nhiễm , suy_thoái , cạn_kiệt nguồn nước , bảo_đảm an_toàn nguồn nước và bảo_vệ khả_năng phát_triển tài_nguyên_nước .",0.889
2323_1_1_1_4_0_2,Sáng_chế,"giải_pháp kỹ_thuật mới so với trình_độ kỹ_thuật trên thế_giới , có tính sáng_tạo , có khả_năng áp_dụng trong các lĩnh_vực kinh_tế - xã_hội .",0.829
27751_1_2_1_1_0_8,Tài_sản công,"tài_sản thuộc hình_thức sở_hữu nhà_nước tại các cơ_quan nhà_nước , đơn_vị vũ_trang nhân_dân , đơn_vị sự_nghiệp công_lập , tổ_chức chính_trị , tổ_chức chính_trị - xã_hội , tổ_chức chính_trị xã_hội - nghề_nghiệp , tổ_chức xã_hội , tổ_chức xã_hội - nghề_nghiệp , được hình_thành từ nguồn do ngân_sách nhà_nước cấp hoặc có nguồn_gốc từ ngân_sách nhà_nước .",0.82
5881_1_1_1_1_0_1,"CácVụ , Thanh_tra và Văn_phòng Bộ","các cơquan giúp Bộ_trưởng thực_hiện chức_năng , nhiệm_vụ quản_lý Nhà_nước ngành côngnghiệp : cơ_khí , luyện_kim , điện tử-tin học , hoá_chất , địa_chất , tài nguyênkhoáng sản , mỏ ( bao_gồm than , dầu_mỏ , khí_đốt , đá_quý ) , điện , vật_liệu nổ côngnghiệp , công_nghiệp tiêu_dùng trong phạm_vi cả nước theo Nghị_định số 15 / CPngày 02 tháng 3 năm 1993 của Chính_phủ về nhiệm_vụ , quyền_hạn và trách nhiệmquản lý Nhà_nước của Bộ , cơ_quan ngang Bộ và Nghị_định số 74 / CP ngày 01 tháng11 năm 1995 của Chính_phủ về chức_năng , nhiệm_vụ , quyền_hạn và tổ_chức bộ máyBộ Công_nghiệp .",0.832
17700_1_1_1_1_0_12,Tiền gửi của người gửi tiền,"thành_viên Hội_đồng quản_trị , Ban Kiểm_soát , Tổng_giám_đốc ( Giám_đốc ) , Phó_Tổng_giám_đốc ( Phó_Giám_đốc ) của tổ_chức tham_gia bảo_hiểm tiền_gửi đó ;",0.81
113551_1_1_1_1_0_71,"Gọi điểm của tiêu_chí trình_độ phát_triển của huyện , thành_phố",TĐ : bằng điểm của tiêu_chí tỷ_lệ hộ nghèo cộng điểm của tiêu_chí thu nội_địa .,0.851
64352_1_2_1_6_0_9,"Số_lượng thành_viên Hội_đồng từ 7 đến 9 người ; thành_phần Hội_đồng chuyên_gia gồm  Chủ_tịch , Phó_chủ_tịch và Uỷ_viên thư_ký","các thành_viên trong thường_trực Hội_đồng khoa_học và công_nghệ tỉnh ; 01 lãnh_đạo đại_diện cho ngành chuyên_môn ; các chuyên_gia có trình_độ chuyên_môn cao , có uy_tín , có trình_độ chuyên_môn từ đại_học trở lên , am_hiểu sâu về lĩnh_vực cần nghiên_cứu .",0.831
128070_1_3_2_1_0_5,Nhiệm_kỳ của Tổng_Giám_đốc,năm ( 05 ) năm và có_thể được bổ_nhiệm lại với số nhiệm_kỳ không hạn_chế .,0.812
86022_1_1_1_2_0_40,Các hộ xả nước gián_tiếp,các hộ xả nước mưa và nước_thải vào hệ_thống thoát_nước công_cộng .,0.884
60416_1_1_1_3_0_11,Đất rừng sản_xuất,"đất sử_dụng vào mục_đích sản_xuất lâm_nghiệp theo quy_định của pháp_luật về bảo_vệ và phát_triển rừng ; bao_gồm đất có rừng tự_nhiên sản_xuất , đất có rừng trồng sản_xuất , đất khoanh nuôi phục_hồi rừng sản_xuất , đất trồng rừng sản_xuất .",0.876
6549_1_2_1_5_0_5,Thời_hạn có hiệu_lực của hồ_sơ dự_thầu,thời_hạn kể từ khi hết hạn nộp thầuđến khi công_bố kết_quả trúng_thầu .,0.84
27098_1_1_1_11_0_8,Vùng_đệm nằm trong ranh_giới khu rừng_đặc_dụng,"khu_vực diện_tích đất bên trong khu rừng_đặc_dụng đang có các hộ dân_sinh_sống hợp_pháp được xác_định để thực_hiện cơ_chế quản_lý đặc_thù nhằm mục_đích ổn_định và cải_thiện cuộc_sống của người dân ; giảm_thiểu , ngăn_ngừa các tác_động xâm_hại rừng_đặc_dụng ; thu_hút người dân tham_gia các hoạt_động của khu rừng_đặc_dụng .",0.86
124739_1_1_1_3_0_56,"Tại Điều này , các đơn_vị quy_định từ khoản 1 đến khoản 21",các tổ_chức giúp Bộ_trưởng thực_hiện chức_năng quản_lý nhà_nước ; các đơn_vị quy_định từ khoản 22 đến khoản 27 là các tổ_chức sự_nghiệp công_lập phục_vụ chức_năng quản_lý nhà_nước của bộ .,0.821
56878_1_1_1_2_0_28,Gọi V,"tổng_số vốn sẽ phân_bổ cho các huyện , thành_phố trong một năm .",0.832
24621_1_1_1_3_0_7,Cồn rượu,"cồn để sản_xuất , pha_chế rượu , có tên khoa_học là Etanol , công_thức_hóa học là C2 , H5OH .",0.886
88302_1_1_1_3_0_7,Làng_nghề truyền_thống,làng_nghề có nghề truyền_thống được hình_thành từ lâu_đời .,0.848
35594_1_1_1_5_0_5,Cấp_phó của người đứng đầu_cơ_quan chuyên_môn thuộc Ủy_ban nhân_dân cấp huyện,người giúp Trưởng_phòng chỉ_đạo một_số mặt công_tác và chịu trách_nhiệm trước Trưởng_phòng về nhiệm_vụ được phân_công .,0.81
28085_1_4_1_8_0_3,Giám_đốc,"người điều_hành công_việc kinh_doanh hàng ngày của công_ty chứng_khoán , chịu sự giám_sát của Hội_đồng quản_trị , Hội_đồng thành_viên và chịu trách_nhiệm trước Hội_đồng quản_trị , Hội_đồng thành_viên và trước pháp_luật về việc thực_hiện các quyền và nhiệm_vụ được giao .",0.839
88231_1_2_1_1_0_3,Ban Quản_lý Đường_sắt đô_thị,"đầu_mối tiếp_nhận các dự_án đầu_tư và tham_mưu cho Ủy_ban nhân_dân thành_phố về kế_hoạch tổng_thể cho việc quản_lý , xây_dựng , vận_hành , khai_thác các tuyến đường_sắt đô_thị của thành_phố , phát_triển mạng_lưới vận_tải hành_khách khối_lượng lớn theo quy_hoạch giao_thông vận_tải đến năm 2020 .",0.827
84740_1_1_1_1_0_5,Nước,"tài_nguyên đặc_biệt quan_trọng , là thành_phần thiết_yếu của sự sống , quyết_định sự tồn_tại và phát_triển bền_vững của đất_nước .",0.852
115260_1_2_1_2_0_3,Chủ_tịch UBND tỉnh,"người lãnh_đạo và điều_hành công_việc của UBND tỉnh , chịu trách_nhiệm cá_nhân về việc thực_hiện nhiệm_vụ , quyền_hạn của mình quy_định tại Điều 22 , Điều 121 Luật Tổ_chức chính_quyền địa_phương năm 2015 và những vấn_đề khác mà pháp_luật quy_định thuộc thẩm_quyền giải_quyết của Chủ_tịch UBND tỉnh ; cùng với các thành_viên UBND tỉnh chịu trách_nhiệm tập_thể về hoạt_động của UBND tỉnh trước Thủ_tướng Chính_phủ , Tỉnh_ủy , HĐND tỉnh và nhân_dân .",0.831
54753_1_1_1_3_0_48,Phông lưu_trữ,"toàn_bộ tài_liệu lưu_trữ được hình_thành trong quá_trình hoạt_động của cơ_quan , đơn_vị , tổ_chức hoặc cá_nhân .",0.863
100743_1_1_1_2_0_25,Sử_dụng vật_liệu_nổ_công_nghiệp,quá_trình làm nổ vật_liệu_nổ_công_nghiệp theo quy_trình công_nghệ đã được xác_định .,0.886
123140_1_1_1_3_0_130,Số Ủy_ban nhân_dân có cán_bộ lãnh_đạo chủ_chốt,nữ là tổng_số Ủy_ban nhân_dân ở từng cấp có cán_bộ chủ_chốt là nữ .,0.804
19479_1_3_1_1_0_7,Hội_viên liên_kết  Đại_diện,"người nước_ngoài trong các doanh_nghiệp_có_vốn_đầu_tư nước_ngoài , các Bên hợp_doanh ; các tổ_chức , cá_nhân khác không đủ điều_kiện để trở_thành_hội_viên chính_thức . . .",0.832
49067_1_4_1_3_0_21,Riêng các đối_tượng,"nữ từ 56 tuổi trở lên , nam từ 61 tuổi trở lên , do phải di_chuyển chỗ ở đến các địa_phương khác ( trong hoặc ngoài tỉnh ) không còn điều_kiện để làm các nghề phụ , được hỗ_trợ 01 lần là 5.000.000 đ / người để ổn_định đời_sống tại nơi ở mới .",0.803
104577_1_1_1_1_0_17,Các ngành,"thành_viên ban thanh_toán công_nợ các cấp , đặc_biệt là các ngành nội_chính phải thường_xuyên thông_báo cho ban thanh_toán công_nợ tỉnh những vấn_đề có liên_quan đến thanh_toán nợ giai_đoạn II như các bản_án , quyết_định … có hiệu_lực thi_hành về các món nợ và phải tích_cực , khẩn_trương xem_xét , xử_lý đúng pháp_luật và chủ_trương tổng thanh_toán nợ giai_đoạn II những món nợ do ban thanh_toán nợ cấp đề_xuất sang .",0.822
26979_1_1_1_3_0_4,Quy_định hành_chính về giao_thông vận_tải,"những quy_định về cơ_chế , chính_sách , thủ_tục hành_chính liên_quan đến hoạt_động kinh_doanh và đời_sống nhân_dân , thuộc phạm_vi quản_lý của Bộ Giao_thông vận_tải , do cơ_quan nhà_nước , người có thẩm_quyền ban_hành theo quy_định của pháp_luật .",0.877
18524_1_1_1_1_0_53,Bệnh truyền_nhiễm,"bệnh do tác_nhân gây nhiễm_khuẩn hoặc độc_tố của chúng gây nên có_thể lan_truyền cho người trực_tiếp hoặc gián_tiếp qua vật_chủ trung_gian , qua véc tơ hoặc môi_trường .",0.872
27661_1_1_1_3_0_12,Đơn_vị phát_điện,đơn_vị sở_hữu một hoặc nhiều nhà_máy_điện tham_gia thị_trường điện và ký hợp_đồng mua_bán điện giữa các nhà_máy_điện này với Đơn_vị mua_buôn duy_nhất .,0.85
88302_1_1_1_3_0_9,Thương_hiệu làng_nghề,một dấu_hiệu ( hữu_hình và vô_hình ) đặc_biệt để nhận_biết một sản_phẩm hàng_hóa hay một dịch_vụ nào đó được sản_xuất hay được cung_cấp bởi làng_nghề này hay làng_nghề khác .,0.85
56273_1_1_1_1_0_3,Sở Lao_động - Thương_binh và Xã_hội,"cơ_quan chuyên_môn giúp Ủy_ban nhân_dân tỉnh thực_hiện chức_năng quản_lý Nhà_nước về lĩnh_vực Lao_động - Thương_binh và Xã_hội ở địa_phương và tổ_chức thực_hiện một_số công_tác sự_nghiệp lĩnh_vực lao_động , xã_hội trên địa_bàn tỉnh theo quy_định pháp_luật .",0.808
40714_1_1_1_1_0_28,Lãi_suất vay_vốn,"lãi_suất theo hợp_đồng tín_dụng ký giữa bên được bảo_lãnh và bên nhận bảo_lãnh , không vượt quá 150 % lãi_suất cơ_bản của Ngân_hàng Nhà_nước công_bố từng thời_kỳ .",0.842
87730_1_1_1_5_0_23,"Tranh , ảnh loại C","những tác_phẩm dùng để minh_họa cho bài viết nhưng cần phải biên_tập , chỉnh_sửa nhiều về bố_cục , màu_sắc , ánh_sáng trước khi sử_dụng .",0.873
4852_1_2_1_4_0_2,Đối_tượng điều_động,"Bác_sỹ , dược_sỹ ( hoặc cán_bộ chuyên_môn , kỹ_thuật và miền_núi còn thiếu ) là công_chức đang làm_việc tại các bệnh_viện tuyến tỉnh các trung_tâm , các trạm chuyên_khoa trực_thuộc Sở Y_tế , các trung_tâm y_tế huyện , thành , thị_xã ở đồng_bằng có trách_nhiệm đi tăng_cường công_tác cho các huyện miền_núi trong thời_gian là 3 năm đối_với nam và hai năm đối_với nữ .",0.813
98224_1_1_1_2_0_8,Đài tưởng_niệm liệt_sĩ,"công_trình ghi công liệt_sĩ được đặt ở trung_tâm chính_trị - văn_hoá của huyện , thành_phố và các xã phường , thị_trấn nơi không có_nghĩa_trang liệt_sĩ hoặc nơi được gắn liền với chiến_tích lịch_sử tiêu_biểu đặc_biệt của địa_phương .",0.841
102570_1_2_1_5_0_8,"UBND huyện , thành_phố , Ban quản_lý Quần_thể danh_thắng Tràng_An","đơn_vị chịu trách_nhiệm kiểm_tra , giám_sát thường_xuyên , toàn_diện việc thực_hiện các nội_dung về quản_lý đất_đai , bảo_vệ_môi_trường của các chủ đầu_tư .",0.809
63435_1_1_1_1_0_248,Thị_trấn Vân_Tùng,"đô_thị hạt_nhân vùng IV , có vai_trò thúc đấy phát_triển kinh_tế xã_hội vùng IV và huyện Ngân_Sơn .",0.815
18581_1_1_1_2_0_16,Ngày thanh_toán,ngày mà thành_viên lưu ký bên mua hoặc thành_viên lưu ký bên bán chứng_khoán được nhận chứng_khoán hoặc tiền theo quy_định của Uỷ_ban Chứng_khoán Nhà_nước .,0.805
12126_1_2_1_1_0_3,Phòng Tư_pháp,"cơ_quan chuyên_môn thuộc Ủy_ban nhân_dân cấp huyện ; tham_mưu , giúp Ủy_ban nhân_dân cấp huyện thực_hiện chức_năng quản_lý nhà_nước về : công_tác xây_dựng và thi_hành_văn_bản quy_phạm pháp_luật ; kiểm_tra , xử_lý văn_bản quy_phạm pháp_luật ; phổ_biến , giáo_dục pháp_luật ; thi_hành án dân_sự ; chứng_thực ; hộ_tịch ; trợ_giúp pháp_lý ; hoà_giải ở cơ_sở và công_tác tư_pháp khác theo quy_định của pháp_luật .",0.853
32588_1_1_1_3_0_15,Thả trôi,phương_pháp lợi_dụng thế_năng của đường dồn tàu để thả cho toa_xe hoặc cụm toa_xe tự chạy vào các đường trong bãi dồn ;,0.847
91988_1_1_1_3_0_5,Giám_đốc Sở,"người đứng đầu Sở , chịu trách_nhiệm trước Ủy_ban nhân_dân , Chủ_tịch Ủy_ban nhân_dân tỉnh và trước pháp_luật về toàn_bộ hoạt_động của Sở ; chịu trách_nhiệm báo_cáo công_tác trước Hội_đồng nhân_dân tỉnh , Ủy_ban nhân_dân tỉnh và Bộ Kế_hoạch và Đầu_tư theo quy_định ;",0.825
19186_1_1_1_2_0_6,Đơn_vị quỹ,vốn điều_lệ quỹ được chia thành nhiều phần bằng nhau .,0.815
51947_1_1_1_5_0_3,Tài_liệu lưu_trữ hiện_hành,"toàn_bộ hồ_sơ , tài_liệu hình_thành trong quá_trình hoạt_động của Ủy_ban Nhân_dân tỉnh , Văn_phòng Ủy_ban Nhân_dân tỉnh được giao_nộp vào Lưu_trữ hiện_hành theo quy_định của Văn_phòng Ủy_ban Nhân_dân tỉnh .",0.871
40362_1_2_4_9_0_7,Đồng_tiền nhận nợ,đồng_tiền thực_hiện nghĩa_vụ bảo_lãnh ;,0.83
2464_1_1_1_9_0_3,"Ban thanh_tra của công_nhân , viên_chức tại xí_nghiệp","tổ_chức để thực_hiện quyền kiểm_tra của tập_thể lao_động , do Đại_hội công_nhân_viên_chức bầu ra .",0.805
67959_1_1_1_1_0_48,Điểm đánh_giá qua điều_tra xã_hội_học,điểm do Bộ Nội_vụ thực_hiện .,0.839
75353_1_1_1_1_0_11,"Tổ_chức , cá_nhân","thành_viên hợp_tác_xã , tổ_hợp_tác tham_gia_sản_xuất lúa giống chất_lượng_cao cấp xác_nhận ( xác_nhận 1 và xác_nhận 2 ) theo chương_trình , kế_hoạch của tỉnh được hỗ_trợ một lần bằng 30 % chi_phí sản_xuất giống theo định_mức chuyên_ngành .",0.822
3175_1_1_1_1_0_47,Cơ_sở để tính lương hưu hàng tháng,"lương chính và phụ_cấp thâm_niên ( nếu có ) , ở tháng cuối_cùng trước khi về hưu .",0.804
96481_1_1_1_1_0_14,Tổng_số điểm phân_loại_đơn_vị_hành_chính tỉnh Kiên_Giang,"314 điểm , đơn_vị hành_chính tỉnh đạt loại II .",0.839
114807_1_1_1_11_0_3,Vụ Pháp_chế,"cơ_quan giúp Bộ thống_nhất quản_lý về công_tác xây_dựng , thẩm_định , kiểm_tra_và_xử_lý_văn_bản_quy_phạm_pháp_luật trong Công_an nhân_dân , có trách_nhiệm :",0.82
13930_1_1_5_1_0_15,"Diện_tích khu rừng giao , cho thuê , thu_hồi","diện_tích mà tại đó chủ rừng thực_hiện các hoạt_động quản_lý , bảo_vệ , phát_triển và sử_dụng rừng , bao_gồm diện_tích có rừng và các khoảng trống trong rừng theo các khái_niệm hiện_hành về rừng .",0.808
80831_1_1_1_2_0_27,Báo_cáo khoa_học,"bản báo_cáo đánh_giá toàn_bộ hoặc một phần nội_dung nghiên_cứu đã kết_thúc đối_với các đề_tài , dự_án , căn_cứ theo thời_gian tiến_hành đã đăng_ký hoặc được giao .",0.849
85325_1_1_1_3_0_113,Cán_bộ chuyên_trách của  Bộ_phận tiếp_nhận và trả hồ_sơ,"công_chức thuộc biên_chế của Sở Tài_nguyên và Môi_trường phải là những người có tinh_thần trách_nhiệm , làm_việc khoa_học , có đủ năng_lực chuyên_môn và đạo_đức , phẩm_chất , am_hiểu công_việc , nắm vững pháp_luật , thông_thạo kỹ_năng hành_chính để giải_quyết công_việc thuộc thẩm_quyền của cơ_quan với tổ_chức , công_dân một_cách nhanh gọn , thận_trọng và hiệu_quả .",0.825
62614_1_1_1_3_0_53,Giấy đi đường,"chứng_từ dùng để quản_lý và thanh_toán công_tác_phí , khi Thủ_trưởng cơ_quan đơn_vị cử cán_bộ đi_công_tác thì đồng_thời ký giấy đi đường cho cán_bộ đó .",0.838
60378_1_3_1_1_0_3,Sở Lao_động - Thương_binh và Xã_hội,"cơ_quan thường_trực chịu trách_nhiệm chung về các hoạt_động của Quỹ ; chủ_trì , phối_hợp với các thành_viên Ban điều_hành Quỹ : quản_lý các nguồn hình_thành Quỹ , hướng_dẫn các huyện , thành_phố lập danh_sách thống_kê các đối_tượng hỗ_trợ , xét_duyệt và quyết_định hỗ_trợ cho các đối_tượng và tổ_chức thanh quyết_toán ; đôn_đốc , kiểm_tra việc thực_hiện hỗ_trợ ; tổng_hợp báo_cáo với HĐND và UBND tỉnh .",0.846
25598_1_3_2_3_0_17,Số 12,số tháng tính trong 01 năm .,0.883
22507_1_1_1_1_0_16,Hợp_đồng laođộng xác_định thời_hạn,"hợp_đồng mà trong đó hai bên xác_định thời_hạn , thờiđiểm chấm_dứt hiệu_lực của hợp_đồng trong khoảng thời_gian từ đủ 12 tháng đến36 tháng ;",0.804
30398_1_1_1_3_0_55,Nhà_máy thủy_điện chiến_lược đa mục_tiêu,"các nhà_máy thuỷ_điện lớn có vai_trò quan_trọng về kinh_tế - xã_hội , quốc_phòng , an_ninh do nhà_nước độc_quyền xây_dựng và vận_hành .",0.868
15310_1_1_1_2_0_53,Quyết_toán tổng_tức_thời,việc thực_hiện các nghĩa_vụ thanh_toán giữa các thành_viên hoặc đơn_vị thành_viên trên cơ_sở xử_lý quyết_toán tức_thời từng khoản thanh_toán .,0.845
64452_1_1_1_2_0_2,Dự_án đầu_tư,dự_án của các nhà đầu_tư trong nước và nước_ngoài đầu_tư_vào các KCN thuộc nhiệm_vụ quản_lý của Ban_Quanrl ý các KCN Hưng_Yên ( sau đây gọi tắt là Ban QL các KCN ) trong phạm_vi ủy_quyền của Bộ Kế_hoạch và Đầu_tư và UBND tỉnh Hưng_Yên .,0.822
6524_1_1_1_1_0_11,Lãi_suất lề,một bộ_phận cấu_thành lãi_suất vay và là mức chênh_lệch giữa lãi_suất vay và lãi_suất thả_nổi tại một thị_trường liên ngân_hàng quốc_tế .,0.849
