mention_id,concept_expression,explain_text,expectation
114027_1_1_1_3_0_4,"Vũ_khí , trang_bị kỹ_thuật quân_sự","các phương_tiện chuyên_dùng phục_vụ cho chỉ_huy , chiến_đấu , sẵn_sàng chiến_đấu , huấn_luyện của các lực_lượng vũ_trang .",0.849
17995_1_1_1_1_0_2,Vụ Pháp_chế,"tổ_chức của Bộ Tài_nguyên và Môi_trường có chức_năng giúp Bộ_trưởng thực_hiện việc quản_lý nhà_nước bằng pháp_luật ; tổ_chức thực_hiện công_tác xây_dựng pháp_luật ; thẩm_định , rà_soát , hệ_thống hóa_văn_bản quy_phạm pháp_luật ; phổ_biến , giáo_dục pháp luận kiểm_tra việc thực_hiện các văn_bản quy_phạm pháp_luật thuộc phạm_vi quản_lý nhà_nước của Bộ .",0.849
37902_1_1_1_3_0_20,Bản_đồ phân_hạng đất nông_nghiệp,bản_đồ thể_hiện sự phân_bố các khoanh đất theo các hạng đất .,0.866
96305_1_1_1_1_0_5,"Vải , lụa","loại hàng thuộc nhu_cầu cơ_bản của nhân_dân , việc phân_phối và tiêu_dùng vải , lụa phải thật chặt_chẽ .",0.873
92309_1_1_1_4_0_3,Một ( 01 ) lượt xe,"01 lần xe vào và ra ở điểm trông_giữ_xe ; mức thu_phí đã bao_gồm cả thuế GTGT ( VAT ) và nón bảo_hiểm ( đối_với xe_đạp điện , xe điện 02 bánh , xe môtô , xe_gắn_máy 02 bánh ) .",0.872
111603_1_1_1_2_0_25,Thăm_dò khoáng_sản,"hoạt_động nhằm xác_định trữ_lượng , chất_lượng khoáng_sản và các thông_tin khác phục_vụ khai_thác khoáng_sản .",0.844
52388_1_1_1_1_0_6,Phí chợ,"khoản thu về sử_dụng diện_tích bán hàng đối_với những người buôn_bán trong chợ nhằm bù_đắp chi_phí đầu_tư , quản_lý chợ của Ban quản_lý , tổ quản_lý hoặc doanh_nghiệp quản_lý chợ .",0.849
22039_1_1_1_1_0_8,Ngày thành_lập cónghĩa,ngày mà Ngân_hàng được Ngân_hàng Nhà_nước Việt_Nam ký quyết_định cấpGiấy phép thành_lập và hoạt_động .,0.854
99702_1_1_1_3_0_10,Nhà_đầu_tư,"tổ_chức , cá_nhân thực_hiện hoạt_động đầu_tư kinh_doanh gồm nhà đầu_tư trong nước , nhà đầu_tư nước_ngoài và tổ_chức kinh_tế có vốn đầu_tư nước_ngoài theo Khoản 13 Điều 3 Luật đầu_tư .",0.882
91400_1_1_1_2_0_18,Quyết_định kỷ_luật,"quyết_định bằng văn_bản của người đứng đầu_cơ_quan , tổ_chức để áp_dụng một trong các hình_thức kỷ_luật là khiển_trách , cảnh_cáo , hạ bậc lương , hạ_ngạch , cách_chức , buộc thôi_việc đối_với cán_bộ , công_chức thuộc quyền quản_lý của mình theo quy_định của pháp_luật về cán_bộ , công_chức .",0.835
56783_1_1_1_1_0_3,Thanh_tra tỉnh,"cơ_quan ngang sở_thuộc ủy_ban nhân_dân tỉnh , có chức_năng tham_mưu , giúp Uỷ_ban nhân_dân tỉnh thực_hiện chức_năng quản_lý nhà_nước về công_tác thanh_tra , giải_quyết khiếu_nại , tố_cáo ; thực_hiện nhiệm_vụ , quyền_hạn thanh_tra , giải_quyết khiếu_nại , tố_cáo và phòng , chống tham_nhũng trong phạm_vi quản_lý nhà_nước của ủy_ban nhân_dân tỉnh .",0.878
87100_1_1_1_2_0_8,Dịch_vụ kết_nối Internet,"dịch_vụ cung_cấp cho các tổ_chức , doanh_nghiệp cung_cấp dịch_vụ Internet khả_năng kết_nối với nhau để chuyển_tải lưu_lượng Internet trong nước giữa các tổ_chức , doanh_nghiệp đó .",0.859
22836_1_1_1_2_0_13,"Xuất_khẩu , nhập_khẩu , tái_xuất_khẩu và nhập_nội từ biển các loài động_vật , thực_vật hoang_dã vì mục_đích thương_mại","việc đưa mẫu_vật của các loài động_vật , thực_vật hoang_dã qua biên_giới hoặc lãnh_hải nước Cộng_hoà xã_hội chủ_nghĩa Việt_Nam vì mục_đích thu lợi dưới dạng tiền_mặt , hàng_hoá , trao_đổi , cung_cấp dịch_vụ , các dạng sử_dụng khác hoặc lợi_ích kinh_tế khác .",0.873
17466_1_1_1_1_0_30,Ban Quản_lý chương_trình / dự_án,"cơ_quan đại_diện cho Chủ dự_án , được toàn_quyền thay_mặt Chủ dự_án thực_hiện các quyền_hạn và nhiệm_vụ được giao từ khi bắt_đầu thực_hiện cho đến khi kết_thúc dự_án , kỳ cả việc quyết_toán , nghiệm_thu , bàn_giao đưa dự_án vào khai_thác , sử_dụng , và thực_hiện các giao_dịch rút vốn , thanh_toán từ các nguồn vốn của chương_trình , dự_án .",0.859
7590_1_1_1_1_0_39,Chi_phí cổ_phần hoá,các khoản chi_phí thực_tế cần_thiết để chuyển doanh_nghiệp nhà_nước thành_công_ty_cổ_phần .,0.908
83262_1_1_1_3_0_4,Đường đô_thị ( đường_phố ),"đường trong phạm_vi địa_giới hành_chính nội_thành , nội_thị , gồm lòng_đường và hè phố .",0.872
70811_1_1_1_3_0_8,Vệ_sinh lao_động,"giải_pháp phòng , chống tác_động của yếu_tố có hại gây bệnh_tật , làm suy_giảm sức_khỏe cho con_người trong quá_trình lao_động .",0.822
26794_1_1_1_3_0_8,Đầu biến_âm,bộ_phận của máy đo sâu hồi_âm thực_hiện việc phát và thu sóng_âm_thanh để đo_đạc .,0.861
53298_1_1_1_4_0_15,Mục_đích cuối_cùng của các đề_tài / dự_án,"phục_vụ cuộc_sống : hoạt_động nghiên_cứu và triển_khai phải phục_vụ nhiệm_vụ phát_triển kinh_tế - xã_hội , cải_thiện đời_sống nhân_dân , góp_phần đảm_bảo_an_ninh , quốc_phòng của địa_phương và đất_nước .",0.821
21599_1_1_1_3_0_12,Vốn có quyền biểu_quyết,"phần vốn góp , theo đó người sở_hữu có quyền biểu_quyết về những vấn_đề được Đại_hội_đồng cổ_đông quyết_định .",0.9
11449_1_1_1_1_0_73,Chủ_tịch Hội_đồng Bộ_trưởng,"người đứng đầu Hội_đồng Bộ_trưởng , chịu trách_nhiệm về mọi hoạt_động của Hội_đồng Bộ_trưởng .",0.892
15310_1_1_1_2_0_4,Thanh_toán điện_tử liên ngân_hàng,"quá_trình xử_lý các giao_dịch thanh_toán liên ngân_hàng kể từ khi khởi tạo Lệnh thanh_toán cho tới khi hoàn_tất việc thanh_toán cho người thụ_hưởng , được thực_hiện qua mạng máy_tính .",0.894
2325_1_1_1_5_0_1,Hội_đồng thẩm_phán Toà_án nhân_dân tối_cao,"tổ_chức hướng_dẫn công_tác xét_xử của Toà_án nhân_dân các cấp , đồng_thời là tổ_chức xét_xử cao nhất theo thủ_tục giám_đốc_thẩm và tái_thẩm "" .",0.827
98955_1_1_1_3_0_105,"Đường_đất , đường cấp_phối tính",đường đặc_biệt xấu ( Loại 6 ) .,0.835
53236_1_1_1_4_0_3,Đơn_vị tham_gia Chương_trình,"các doanh_nghiệp thuộc mọi thành_phần kinh_tế , các hợp_tác_xã , cơ_sở sản_xuất ( sau đây gọi tắt là doanh_nghiệp ) , được thành_lập theo quy_định của pháp_luật hiện_hành , có trụ_sở đóng tại thành_phố Đà_Nẵng ; là đối_tượng trực_tiếp thực_hiện nội_dung Chương_trình và được hỗ_trợ kinh_phí theo quy_định tại Quy_chế này .",0.847
128308_1_1_1_6_0_46,Đại_biểu Hội_đồng nhân_dân,"người đại_diện cho ý_chí , nguyện_vọng của Nhân_dân địa_phương ; liên_hệ chặt_chẽ với cử_tri , chịu sự giám_sát của cử_tri , thực_hiện chế_độ tiếp_xúc , báo_cáo với cử_tri về hoạt_động của mình và của Hội_đồng nhân_dân , trả_lời những yêu_cầu , kiến_nghị của cử_tri ; xem_xét , đôn_đốc việc giải_quyết khiếu_nại , tố_cáo .",0.853
7422_1_1_1_1_0_25,Dự_án,dự_án Bảo_vệ rừng và Phát_triển nông_thôn theo quyết_định số 693 / TTg ngày 27/8/1997 của Thủ_tướng Chính_phủ .,0.881
126723_1_1_1_2_0_26,Tổ_chức thủy_lợi cơ_sở,"tổ_chức của những người sử_dụng sản_phẩm , dịch_vụ thủy_lợi cùng hợp_tác đầu_tư xây_dựng hoặc quản_lý , khai_thác công_trình thủy_lợi nhỏ , thủy_lợi nội_đồng .",0.855
12318_1_4_6_9_0_3,Việc kê_biên nhà ở,"nơi ở duy_nhất của người phải thi_hành án và gia_đình_chỉ được thực_hiện sau khi xác_định người đó không có các tài_sản khác hoặc có nhưng không đủ để thi_hành án , trừ trường_hợp người phải thi_hành án đồng_ý kê_biên nhà ở để thi_hành án .",0.802
65507_1_1_1_3_0_118,Mức vay tối_đa,"08 triệu đồng / hộ , lãi_suất vay 3 % / năm .",0.802
83546_1_1_1_3_0_12,Đường đô_thị,"đường_bộ nằm trong phạm_vi nội_thành , nội_thị , được giới_hạn bởi chỉ_giới đường đỏ theo quy_hoạch được cấp có thẩm_quyền phê_duyệt .",0.878
17406_1_1_1_2_0_2,Hiệp_hội doanh_nghiệp nhỏ và vừa Việt_Nam,"tổ_chức xã_hội - nghề_nghiệp của các doanh_nghiệp nhỏ và vừa thuộc mọi thành_phần kinh_tế của Việt_Nam , tự_nguyện thành_lập nhằm mục_đích hợp_tác , liên_kết , hỗ_trợ và giúp_đỡ lẫn nhau trong việc phát_triển nghề_nghiệp , nâng cao hiệu_quả sản_xuất - kinh_doanh và bảo_vệ quyền_lợi hợp_pháp của các Hội_viên trong các hoạt_động thuộc lĩnh_vực doanh_nghiệp nhỏ và vừa ; giữ vai_trò cầu_nối giữa các doanh_nghiệp nhỏ và vừa với các cơ_quan_chức_năng trong đóng_góp ý_kiến với các cơ_quan Nhà_nước trong việc hoàn_thiện hệ_thống thể_chế , chính_sách ; thực_hiện hội_nhập kinh_tế quốc_tế với các tổ_chức hoạt_động trong lĩnh_vực doanh_nghiệp nhỏ và vừa trên thế_giới trên nguyên_tắc tôn_trọng , bình_đẳng và cùng có lợi tuân_thủ theo đúng các quy_định của pháp_luật Việt_Nam .",0.848
67431_1_2_1_2_0_43,Chữ_ký thứ nhất,chữ_ký của cá_nhân làm Chủ tài_khoản ( không đăng_ký chữ_ký người được ủy_quyền ký thay ) .,0.866
73579_1_1_1_2_0_7,Công_trình cấp_nước sinh_hoạt_nông_thôn,"công_trình kết_cấu_hạ_tầng nông_thôn được xây_dựng để cung_cấp_nước sinh_hoạt cho nhân_dân vùng nông_thôn , gồm :",0.896
98777_1_1_1_2_0_3,Tư_vấn,"hoạt_động cung_cấp tri_thức , kinh_nghiệm , thông_tin , tư_liệu cùng với sự phân_tích , đánh_giá , kiến_nghị cho cá_nhân hoặc tổ_chức có thẩm_quyền .",0.874
64540_1_1_1_1_0_3,Văn_phòng Ủy_ban nhân_dân tỉnh,"cơ_quan chuyên_môn , ngang sở , là bộ_máy giúp_việc của Ủy_ban nhân_dân ( UBND ) tỉnh , Chủ_tịch và các Phó_Chủ_tịch UBND tỉnh .",0.813
20998_1_1_1_2_0_26,Lãi_suất cơ_bản,lãi_suất do Ngân_hàng Nhà_nước công_bố làm cơ_sở cho các tổ_chức tín_dụng ấn_định lãi_suất kinh_doanh .,0.858
99347_1_1_1_1_0_22,Việc giải_quyết tồn_đọng về chính_sách sau các cuộc chiến_tranh,"vấn_đề rất khó_khăn , phức_tạp đòi_hỏi phải hết_sức công_phu , kiên_trì , thận_trọng , chính_xác .",0.839
47633_1_2_1_7_0_6,Tiết_kiệm định_kỳ,số tiền tiết_kiệm mà mỗi tổ_viên gửi vào Tổ theo định_kỳ hàng tháng hoặc hàng quý .,0.907
15414_1_1_1_1_0_21,Phát_triển bền_vững về môi_trường,"việc sử_dụng tài_nguyên thiên_nhiên tái_tạo trong phạm_vi chịu_tải của chúng nhằm khôi_phục được cả về số_lượng và chất_lượng , các dạng tài_nguyên không tái_tạo phải được sử_dụng tiết_kiệm và hợp_lý nhất .",0.836
7694_1_1_1_1_0_92,Bưu_cục ngoại dịch,"bưu_cục có trao_đổi chuyến thư với bưu_chính nước_ngoài , đồng_thời cũng là nơi làm thủ_tục hải_quan đối_với vật_phẩm hàng_hoá xuất_khẩu , nhập_khẩu gửi qua mạng_lưới bưu_chính công_cộng .",0.838
54473_1_2_1_2_0_2,Biên_chế của Ban Tôn_giáo,biên_chế hành_chính nằm trong tổng_số biên_chế hành_chính của Sở Nội_vụ được Ủy_ban nhân_dân tỉnh giao .,0.843
18565_1_1_1_3_0_6,Đơn_vị điện_lực,"tổ_chức , cá_nhân thực_hiện hoạt_động phát_điện , truyền tải_điện , phân_phối điện , điều_độ hệ_thống điện , điều_hành giao_dịch thị_trường điện_lực , bán_buôn điện , bán_lẻ điện , tư_vấn chuyên_ngành điện_lực và những hoạt_động khác có liên_quan .",0.828
126660_1_1_1_4_0_10,Đoàn Ngoại_giao,tập_thể các vị đứng đầu các Cơ_quan đại_diện ngoại_giao nước_ngoài tại Việt_Nam .,0.887
123277_1_1_1_3_0_21,Khám giám_định phúc quyết,khám giám_định do Hội_đồng Giám_định y_khoa cấp trung_ương thực_hiện khi có kiến_nghị về kết_quả giám_định của Hội_đồng Giám_định y_khoa cấp tỉnh .,0.836
13903_1_1_1_1_0_23,Bộ Lao_động - Thương_binh và Xã_hội,"cơ_quan chủ_trì , điều_phối thực_hiện Chương_trình Bảo_hộ lao_động , chịu trách_nhiệm tổng_hợp đánh_giá tình_hình thực_hiện mục_tiêu , nội_dung và hiệu_quả sử_dụng_kinh_phí của Chương_trình Bảo_hộ lao_động .",0.803
20166_1_2_1_1_0_9,Thành_viên của Hội đông thẩm_định,"đại_diện lãnh_đạo một_số Sở , Ngành có liên_quan của Thành_phố .",0.843
112848_1_3_1_2_0_3,Ủy_ban nhân_dân cấp xã,"cấp hòa giải tranh_chấp_đất_đai có trách_nhiệm phối_hợp với các tổ_chức , đoàn_thể ( Ủy_ban Mặt_trận tổ_quốc , Hội Nông_dân , Hội Phụ_nữ , Hội Cựu_chiến_binh , Đoàn_Thanh_niên Cộng_sản Hồ_Chí_Minh ) và mời cấp ủy_xã cùng dự để tiến_hành hòa giải các vụ tranh_chấp_đất_đai theo nguyên_tắc công_khai , đối_thoại dân_chủ , kết_hợp với thuyết_phục , phân_tích có_lý , có_tình để giải_quyết một_cách thỏa_đáng , đúng quy_định pháp_luật và công_bằng .",0.809
23778_1_2_1_3_0_3,Giá tính thuế tài_nguyên,"giá bán đơn_vị sản_phẩm tài_nguyên của tổ_chức , cá_nhân khai_thác chưa bao_gồm thuế giá_trị gia_tăng .",0.814
8946_1_1_1_1_0_66,Giá vật_tư tồn_kho,giá thực_tế của vật_tư tồn_kho đầu kỳ .,0.889
10018_1_1_1_1_0_10,Một phần viện_phí,"một phần trong tổng_chi_phí cho việc khám , chữa bệnh .",0.828
49067_1_3_1_9_0_2,"Trong quá_trình thực_hiện công_tác kiểm_kê , đo_đếm các loại tài_sản","nhà ở , vật kiến_trúc , công_trình , cây_trồng , con vật_nuôi ( thuỷ_sản ) , tài_sản khác . . .",0.8
77227_1_1_1_1_0_56,Doanh_số của cấp I nội_thương,"số tiền bán hàng cho cấp II , bán hàng cho các cơ_quan , xí_nghiệp , công_trường và bán hàng cho xuất_khẩu v.v . . .",0.827
15213_1_1_1_3_0_21,"Đại_diện hợp_pháp  của tổ_chức , cá_nhân nước_ngoài đăng_ký bảo_hộ giống cây_trồng tại Việt_Nam","tổ_chức , cá_nhân bao_gồm công_dân Việt_Nam , tổ_chức , cá_nhân nước_ngoài có cơ_sở sản_xuất , kinh_doanh hoặc có địa_chỉ thường_trú tại Việt_Nam phù_hợp với pháp_luật Cộng_hoà xã_hội chủ_nghĩa Việt_Nam , được tổ_chức , cá_nhân sở_hữu giống cây_trồng đăng_ký bảo_hộ uỷ_quyền bằng văn_bản để thực_hiện việc đăng_ký bảo_hộ quyền đối_với giống cây_trồng ;",0.805
2558_1_2_1_2_0_2,Trẻ_em có cha_mẹ,"công_dân Việt_Nam thì có quốc_tịch Việt_Nam , không kể trẻ_em đó sinh trong hay ngoài lãnh_thổ Việt_Nam .",0.813
49599_1_1_1_2_0_2,"Các dự_án , đề_án bảo_vệ_môi_trường","các dự_án , đề_án nhằm giữ cho môi_trường trong_lành , sạch đẹp ; phòng_ngừa , hạn_chế tác_động xấu đối_với môi_trường , ứng_phó sự_cố môi_trường ; khắc_phục ô_nhiễm , suy_thoái , phục_hồi và cải_thiện môi_trường ; khai_thác , sử_dụng hợp_lý và tiết_kiệm tài_nguyên thiên_nhiên , bảo_tồn đa_dạng sinh_học và an_toàn sinh_học .",0.876
76388_1_1_1_1_0_2,Ban quản_lý rừng_phòng_hộ Đăk_Hà,"đơn_vị sự_nghiệp có thu , chịu sự quản_lý trực_tiếp của Ủy_ban nhân_dân tỉnh , đồng_thời chịu sự chỉ_đạo về chuyên_môn nghiệp_vụ của Sở Nông_nghiệp và Phát_triển nông_thôn tỉnh Kon_Tum .",0.854
25612_1_2_1_1_0_16,Chủ_tịch Hội_đồng,"Chủ_tịch hoặc Phó_Chủ_tịch Ủy_ban nhân_dân xã , phường ;",0.822
95796_1_3_1_4_0_20,Cấp_hiệu lãnh_đạo tại các đơn_vị kiểm_dịch_thực_vật trực_thuộc Cục Bảo_vệ thực_vật và tương_đương,cấp_hiệu theo quy_định tại khoản 1 Điều này .,0.833
68722_1_1_1_1_0_114,Tỷ_lệ tăng dân số bình_quân hàng năm,"2,38 % ; trong đó tỷ_lệ tăng tự_nhiên là 1,88 % / năm , giảm 0,49 % so với năm 2000 .",0.803
77399_1_1_1_1_0_69,Thời_gian giải_quyết hồ_sơ,05 ngày làm_việc kể từ ngày nhận hồ_sơ của UBND phường / xã .,0.836
77581_1_1_1_3_0_3,Biên_chế của Đội,biên_chế quản_lý hành_chính nhà_nước nằm trong tổng_số biên_chế của Chi_cục Kiểm_lâm .,0.839
77751_1_1_1_2_0_3,"Bộ_trưởng , Chủ_nhiệm Uỷ_ban Dân_tộc",người đứng đầu_cơ_quan quản_lý nhà_nước về khoa_học và công_nghệ cấp_bộ của Uỷ_ban Dân_tộc .,0.825
12247_1_1_1_1_0_43,"Chuyển Tài_khoản 431 – “ Quỹ khen_thưởng phúc_lợi  ở loại 4 - “ Vốn chủ sở_hữu  , thành Tài_khoản loại 3 – “ Nợ phải trả  ký_hiệu","TK 353 - “ Quỹ khen_thưởng phúc_lợi ” để phản_ánh đúng bản_chất của tài_khoản là những khoản khen_thưởng , phúc_lợi phải trả cho người lao_động .",0.859
8203_1_2_2_1_0_0,Điều 10 . - Dịch_vụ bưu_chính,"dịch_vụ nhận gửi , chuyển , phát thư , báo_chí , ấn_phẩm , tiền , vật_phẩm , hàng_hoá và các sản_phẩm vật_chất khác thông_qua mạng_lưới bưu_chính công_cộng do doanh_nghiệp cung_cấp dịch_vụ bưu_chính cung_cấp .",0.865
9683_2_2_1_3_0_2,Vật_chính,"vật độc_lập , có_thể khai_thác công_dụng theo tính_năng .",0.834
62512_1_2_2_1_0_13,Công_trình có tiêu_chuẩn kỹ_thuật tương_đương,"công_trình có quy_mô , kết_cấu và tính_năng kỹ_thuật giống như hiện_trạng công_trình cần di_dời ;",0.865
24230_1_1_1_1_0_230,Kết_quả phân_loại doanh_nghiệp,kết_quả do chủ sở_hữu thẩm_định và công_bố .,0.872
13071_1_1_1_2_0_12,Nhà tài_trợ hoặc Người cho vay,"Bên nước_ngoài cung_cấp tài_chính cho chương_trình , dự_án .",0.861
17443_1_2_1_5_0_3,Phạt tiền đến 5 % tổng doanh_thu trong năm tài_chính trước năm thực_hiện_hành_vi vi_phạm của từng doanh_nghiệp,các bên tham_gia thỏa_thuận có thị_phần kết_hợp trên thị_trường liên_quan từ 30 % trở lên đối_với một trong các hành_vi sau đây :,0.804
27325_1_1_1_2_0_6,Người khiếu_nại,"công_dân , cơ_quan , tổ_chức hoặc cán_bộ , công_chức thực_hiện quyền khiếu_nại .",0.823
77316_1_2_1_2_0_43,Do kho số di_động,"hữu_hạn , để bảo_đảm sử_dụng tiết_kiệm , hiệu_quả và công_bằng tài_nguyên viễn_thông , mỗi một cá_nhân chỉ được sử_dụng số chứng_minh_thư , hộ_chiếu của mình để đăng_ký tối_đa ba ( 03 ) số thuê_bao di_động trả trước của mỗi mạng thông_tin di_động ( trừ trường_hợp cá_nhân là người đứng_tên đại_diện cho cơ_quan tổ_chức ) .",0.844
