mention_id,concept_expression,explain_text,expectation
95261_1_1_1_1_0_175,"ở đây , động_lực phát_triển sẽ","các loại_hình công_nghiệp , thủ_công_nghiệp , gia_công chế_biến lương_thực - thực_phẩm và thương_mại cùng các hoạt_động dịch_vụ khác .",0.703
83390_1_2_1_2_0_51,Thời_hạn giải_quyết,"30 ngày làm_việc kể từ ngày Đơn_vị quản_lý vận_hành nhà ở thực_hiện xong việc tiếp_nhận nhà ở , ký biên_bản bàn_giao , tiếp_nhận nhà tự_quản theo quy_định tại khoản 4 , Điều 13 Quyết_định số 35/2014 / QĐ-UBND .",0.703
87934_1_1_1_1_0_11,Xe ba_gác,"loại xe có 3 bánh , thùng_xe phía trước người lái ngồi phía sau dùng để chở hàng_hóa .",0.781
101107_1_1_1_3_0_18,Đơn_vị trực_thuộc doanh_nghiệp,"chi_nhánh , văn_phòng đại_diện , địa_điểm kinh_doanh do doanh_nghiệp thành_lập .",0.736
95356_1_1_1_5_0_4,Trung_tâm CN-TTCN,"khu tập_trung các doanh_nghiệp cơ_sở chuyên sản_xuất hàng CN-TTCN và thực_hiện các dịch_vụ cho sản_xuất công_nghiệp , có ranh_giới địa_lý xác_định có_thể có dân_cư hoặc không có dân_cư sinh_sống tùy_vào tính_chất môi_trường hoạt_động của từng Trung_tâm do UBND tỉnh Quyết_định thành_lập .",0.779
95942_2_3_3_5_0_10,Khi một người sáp_nhập tài_sản,"động_sản của người khác vào tài_sản là bất_động_sản của mình , mặc_dù đã biết hoặc phải biết tài_sản đó không phải là của mình và cũng không được sự đồng_ý của chủ sở_hữu tài_sản bị sáp_nhập thì chủ sở_hữu tài_sản bị sáp_nhập có một trong các quyền sau đây :",0.704
58942_1_1_1_3_0_6,Đại_lý Internet,"tổ_chức , cá_nhân cung_cấp_dịch_vụ truy_nhập Internet cho người sử_dụng Internet thông_qua hợp_đồng_đại_lý ký với doanh_nghiệp cung_cấp_dịch_vụ truy_nhập Internet để hưởng hoa_hồng hoặc bán lại dịch_vụ truy_nhập Internet để hưởng chênh_lệch giá .",0.745
27495_1_1_1_2_0_12,"Trạng_thái ngoại_tệ của tổ_chức_tín_dụng , chi_nhánh_ngân_hàng_nước_ngoài",trạng_thái nguyên tệ của ngoại_tệ đó được quy_đổi sang đồng Việt_Nam_theo tỷ_giá quy_đổi trạng_thái .,0.728
92036_1_1_1_3_0_6,Mức tiền cấp bù chênh_lệch ( đồng ) = giá_đất cấp bù,chênh_lệch tại Điểm_a ( đồng / m2 ) x diện_tích ( m2 ) lô đất tái_định_cư cấp cho hộ đó .,0.718
42476_1_4_1_4_0_1,"UBND xã , phường , thị_trấn trực_tiếp hướng_dẫn tổ_chức , cá_nhân","chủ sở_hữu hoặc được giao quản_lý di_tích lập hồ_sơ theo quy_định tại điều 7 , báo_cáo Chủ_tịch UBND huyện , thị_xã lập văn_bản đề_nghị sở Văn_hoá thông_tin .",0.702
11956_1_2_1_1_0_3,Nội_dung kiểm_định,"các yêu_cầu về an_toàn chuyên_ngành kỹ_thuật viễn_thông được quy_định tại các quy_chuẩn kỹ_thuật , tiêu_chuẩn do Bộ Thông_tin và Truyền_thông ban_hành hoặc quy_định bắt_buộc áp_dụng , bao_gồm các tiêu_chí về an_toàn trong trường bức_xạ tần_số vô_tuyến điện và các tiêu_chí an_toàn khác theo quy_định .",0.77
39860_1_1_1_3_0_12,Ngày đề_nghị kháng_nghị,ngày theo dấu bưu_điện nơi gửi .,0.706
61865_1_1_1_4_0_97,Ngừơi_giám_hộ,"cá_nhân chết hoặc bị Toà_án tuyên_bố mất tịch , Tổ_chức làm giám_hộ chấm_dứt hoạt_động .",0.757
86695_1_2_2_1_0_3,Chi_phí dịch_vụ đấu_giá quyền_sử_dụng_đất_để_giao_đất có thu_tiền sử_dụng_đất_hoặc_cho_thuê_đất,khoản chi_phí thanh_toán cho tổ_chức bán đấu_giá chuyên_nghiệp .,0.708
101106_1_1_1_2_0_25,Thị_trường khoa_học_và_công_nghệ,"môi_trường pháp_lý , đầu_tư và thương_mại thúc_đẩy quan_hệ giao_dịch , trao_đổi , mua_bán các sản_phẩm , dịch_vụ khoa_học_và_công_nghệ được vận_hành có sự định_hướng , điều_tiết và hỗ_trợ của Nhà_nước .",0.83
35012_1_1_1_3_0_4,Đường_cao_tốc,"đường dành cho xe cơ_giới , có dải_phân_cách chia đường cho xe chạy hai chiều riêng_biệt ; không giao nhau cùng mức với một hoặc các đường khác ; được bố_trí đầy_đủ trang_thiết_bị phục_vụ , bảo_đảm giao_thông liên_tục , an_toàn , rút ngắn thời_gian hành_trình và chỉ cho xe ra , vào ở những điểm nhất_định .",0.812
27303_1_1_1_2_0_4,Nước tham_chiếu,"một trong các nước Anh , Pháp , Đức , Mỹ , Nhật_Bản , Úc , Canada hoặc Cơ_quan quản_lý các sản_phẩm y_tế của Châu_Âu ( European Medicines_Agency - EMA ) .",0.721
70713_1_2_1_2_0_3,"Trại nuôi sinh_sản , trại nuôi sinh_trưởng động_vật_hoang_dã","các loài thú_dữ ; ngoài các điều_kiện quy_định tại Điều 4 của Quy_định này , phải có chuồng nuôi và hàng_rào kiên_cố , bảo_đảm an_toàn tuyệt_đối không để động_vật thoát ra ngoài .",0.764
24829_1_1_1_5_0_4,Bộ Y_tế khuyến_khích các cơ_sở đặt tên thuốc,tên gốc hoặc tên chung thông_dụng trong nước và quốc_tế .,0.704
32842_1_1_1_4_0_63,"Hồ_sơ quan_tâm , hồ_sơ dự sơ_tuyển","toàn_bộ tài_liệu do nhà_thầu , nhà đầu_tư lập và nộp cho bên mời_thầu theo yêu_cầu của hồ_sơ mời quan_tâm , hồ_sơ mời sơ_tuyển .",0.735
68065_1_1_1_1_0_282,Nhà_đầu_tư nước_ngoài,tổ_chức đáp_ứng điều_kiện quy_định tại Khoản 10 Điều này thì được mua để sở_hữu đến 100 % vốn điều_lệ của tổ_chức kinh_doanh chứng_khoán ; được thành_lập tổ_chức kinh_doanh chứng_khoán 100 % vốn nước_ngoài .,0.775
38079_1_2_3_8_0_69,Theo 8 vùng địa_lý tự_nhiên,"Tây_Bắc , Đông_Bắc , Đồng_bằng Sông_Hồng , Bắc_Trung_Bộ , Nam_Trung_Bộ , Tây_Nguyên , Đông_Nam_Bộ , Đồng_bằng Sông Cửu_Long ; Trong mỗi vùng địa_lý tự_nhiên , tên các đơn_vị hành_chính được sắp_xếp theo thứ_tự : Tên thủ_đô , thành_phố trực_thuộc Trung_ương , tỉnh ; theo thứ_tự của bảng chữ_cái tiếng Việt .",0.734
27621_1_1_1_2_0_6,Xử_phạt vi_phạm_hành_chính,"việc người có thẩm_quyền xử_phạt áp_dụng hình_thức xử_phạt , biện_pháp khắc_phục hậu_quả đối_với cá_nhân , tổ_chức thực_hiện_hành_vi vi_phạm_hành_chính theo quy_định của pháp_luật về xử_phạt vi_phạm_hành_chính .",0.735
37922_1_1_1_1_0_37,Giấy_tờ chứng_minh mối quan_hệ gia_đình,"vợ ; chồng ; con_nuôi hợp_pháp với người Việt_Nam ở nước_ngoài khi về nước , gồm một trong các giấy_tờ hợp_lệ ( kể_cả những giấy_tờ cấp trước năm 1975 ) sau :",0.702
106144_1_1_1_3_0_14,Cáp đồng trục,"cáp viễn_thông sử_dụng trong các hệ_thống truyền dữ_liệu băng rộng , có cấu_trúc gồm một dây_dẫn trong , lớp điện_môi bao quanh và một lớp vỏ bảo_vệ bên ngoài .",0.851
110836_1_7_1_7_0_13,Ranh_giới ngoài của hành_lang bảo_vệ bờ biển,"đường mực nước triều cao trung_bình nhiều năm ; ranh_giới trong của hành_lang bảo_vệ bờ biển nằm về phía đất_liền hoặc về phía trong đảo , là đường nối các điểm có khoảng_cách được xác_định để bảo_đảm chiều rộng hành_lang bảo_vệ bờ biển theo quy_định tại khoản 1 và khoản 2 Điều này .",0.725
113449_1_2_1_1_0_4,Đường_thuỷ nội_địa quốc_gia,"đường_thuỷ nội_địa nối_liền các trung_tâm kinh_tế , văn_hoá xã_hội , các đầu_mối giao_thông vận_tải quan_trọng phục_vụ kinh_tế , quốc_phòng , an_ninh quốc_gia hoặc đường_thuỷ nội_địa có hoạt_động vận_tải thuỷ qua biên_giới .",0.725
74680_1_1_1_2_0_5,Văn_bản đi,"tất_cả các loại văn_bản , bao_gồm văn_bản quy_phạm pháp_luật , văn_bản hành_chính và văn_bản chuyên_ngành ( kể_cả bản_sao văn_bản , văn_bản nội_bộ và văn_bản mật ) do cơ_quan , tổ_chức phát_hành .",0.823
96115_1_6_2_11_0_9,Tổ_chức đại_diện tập_thể lao_động,"người đại_diện theo pháp_luật cho tập_thể người lao_động khởi_kiện vụ án lao_động , tham_gia_tố_tụng tại Tòa_án khi quyền , lợi_ích hợp_pháp của tập_thể người lao_động bị xâm_phạm ; tổ_chức đại_diện tập_thể lao_động đại_diện cho người lao_động khởi_kiện vụ án lao_động , tham_gia_tố_tụng khi được người lao_động ủy_quyền .",0.71
15709_1_1_1_3_0_23,Các giải_pháp kỹ_thuật,"các biện_pháp xử_lý được sử_dụng trong quá_trình sản_xuất nước_khoáng thiên_nhiên đóng_chai quy_định tại Khoản 1 , Điều 14 của Quy_định này .",0.74
128325_1_1_1_3_0_427,Học_sinh dân_tộc,học_sinh thuộc các dân_tộc không phải là dân_tộc Kinh .,0.762
64455_1_1_1_2_0_41,Hàng_hóa xuất_khẩu tương_tự,"những hàng_hóa mặc_dù không giống nhau về mọi phương_diện nhưng có các đặc_trưng cơ_bản giống nhau , bao_gồm :",0.745
46744_1_1_1_3_0_6,Bảo_hiểm_xã_hội bắt_buộc,loại_hình bảo_hiểm_xã_hội do Nhà_nước tổ_chức mà người lao_động và người sử_dụng lao_động phải tham_gia .,0.741
22022_1_3_1_4_0_1,Quyết_toán,"việc chi_trả bằng tiền của thành_viên tham hệ_thống thanh_toán , nhằm hoàn_thành nghĩa_vụ trả tiền phát_sinh khi thực_hiện lệnh thanh_toán quahệ thống thanh_toán với các thành_viên khác của hệ_thống thanh_toán .",0.783
53170_1_1_1_2_0_16,Dụng_cụ cứu_sinh,các vật_dụng nổi dùng để làm phao cứu người .,0.803
67632_1_1_1_4_0_17,Hồ_sơ dự_thầu,toàn_bộ tài_liệu do nhà_thầu lập theo yêu_cầu của hồ_sơ mời_thầu và được nộp cho bên mời_thầu theo quy_định nêu trong hồ_sơ mời_thầu .,0.773
34224_1_2_1_1_0_1,Căn_cứ tính thuế tài_nguyên,"sản_lượng tài_nguyên thương_phẩm thực_tế khai_thác , giá tính thuế và thuế_suất .",0.711
85002_1_1_1_1_0_12,Xe_buýt chở khách,xe_buýt có sức chứa từ 12 hành_khách trở lên .,0.777
25699_1_1_1_3_0_10,Nuôi con_nuôi trong nước,việc nuôi con_nuôi giữa công_dân Việt_Nam với nhau thường_trú ở Việt_Nam .,0.724
32605_1_2_1_6_0_3,Thẩm_định Hồ_sơ đề_nghị thành_lập công_ty_trách_nhiệm_hữu_hạn_một_thành_viên,"việc kiểm_tra , đánh_giá về sự phù_hợp của việc thành_lập công_ty_trách_nhiệm_hữu_hạn_một_thành_viên với các quy_định pháp_lý , quy_hoạch , chiến_lược phát_triển ngành , lĩnh_vực và vùng kinh_tế để làm cơ_sở cho người có thẩm_quyền xem_xét , quyết_định .",0.748
30413_1_1_1_4_0_20,Ngày EVN nhận nợ với Ngân_sách nhà_nước,ngày Liên_bang Nga ghi nợ cho Việt_Nam theo quy_định tại Thoả_thuận về quy_trình thanh_toán và hạch_toán khoản tín_dụng được ký giữa Vietcombank và Ngân_hàng Phát_triển và Kinh_tế đối_ngoại Nga ( Vnesheconombank ) ký ngày 23/5/2012 ( Thoả_thuận ngân_hàng ) .,0.707
59214_1_1_1_1_0_1,Nhà CVGV,"lài sản của Nhà_nước ( công_sản ) , được đăng_ký , quản_lý , sử_dụng theo những quy_định hiện_hành về quản_lý công sản .",0.714
25693_1_3_4_1_0_3,Chủ_sở_hữu của tổ_chức_tín_dụng,công_ty trách_nhiệm hữu_hạn một thành_viên có các quyền_hạn sau đây :,0.714
117498_1_1_1_3_0_12,Cho vay trả_góp,"hình_thức cho vay tiêu_dùng của công_ty tài_chính đối_với khách_hàng , theo đó công_ty tài_chính và khách_hàng thỏa_thuận trả nợ gốc và lãi tiền vay theo nhiều kỳ_hạn .",0.736
52084_1_1_1_2_0_24,Chất_lượng di_truyền,chất_lượng di_truyền của giống lâm_nghiệp nói đến thành_tố di_truyền của vật_liệu mà từ đó sẽ tạo ra biểu_hiện ở hậu_thế những tiềm_năng sẵn có .,0.781
94495_1_2_1_3_0_14,Tiêu_chí cấp đô_thị  Cấp đô_thị,"trung_tâm hành_chính huyện , thành_phố ( thời_điểm xác_định cấp đô_thị được xác_định theo ngày ban_hành Nghị_quyết hoặc Quyết_định của cấp có thẩm_quyền tính đến trước ngày 31/12/2014 .",0.715
105823_1_1_1_3_0_7,Đơn_vị phục_hồi chức_năng lao_động,"cơ_sở y_tế có đủ Điều_kiện hoạt_động phục_hồi chức_năng lao_động theo quy_định của pháp_luật về khám bệnh , chữa bệnh .",0.705
106686_1_1_1_4_0_3,Làng_nghề,"một hoặc nhiều cụm dân_cư xóm , thôn , bản , làng hoặc các điểm dân_cư tương_tự trên địa_bàn một xã , phường , thị_trấn , có các hoạt_động ngành_nghề sản_xuất ra một hoặc nhiều loại sản_phẩm khác nhau .",0.764
11895_1_1_1_2_0_10,Thủy_sản nghi nhiễm_bệnh,thủy_sản dễ nhiễm_bệnh và đã tiếp_xúc hoặc ở gần thủy_sản mắc bệnh hoặc nghi mắc bệnh .,0.739
15779_1_1_1_1_0_629,Số thuế khoán,"số thuế lẽ_ra đối_tượng cư_trú của Việt_Nam phải nộp tại Nước ký_kết Hiệp_định với Việt_Nam trên khoản thu_nhập phát_sinh tại Nước ký_kết đó , nhưng theo quy_định tại luật của Nước ký_kết đó được miễn hoặc giảm như một biện_pháp ưu_đãi đặc_biệt .",0.704
5215_1_1_1_2_0_2,Phần còn lại nằm cùng khuôn_viên đất_ở,đất vườn .,0.713
120702_1_1_1_2_0_25,"Số điểm về tiêu_chí diện_tích của mỗi huyện , thành_phố",tổng_cộng số điểm về tiêu_chí diện_tích tự_nhiên và số điểm về tiêu_chí tỷ_lệ diện_tích đất lâm_nghiệp trên tổng diện_tích tự_nhiên .,0.713
74466_1_3_1_4_0_4,Người trúng_tuyển,người có điểm mỗi phần thi từ 50 ( năm_mươi ) điểm trở lên và được lấy từ người có tổng_số điểm_cao hơn theo thứ_tự từ cao xuống thấp cho đến hết chỉ_tiêu tuyển_dụng .,0.724
10932_1_1_1_3_0_46,Ký_hiệu của mẫu thử,ký_hiệu do nhà sản_xuất ghi khắc trên mẫu thử hoặc do chính phòng thử_nghiệm quy_định và ghi trên mẫu thử .,0.747
16679_1_1_1_3_0_11,Nguồn giống,"tên gọi chung để chỉ nguồn_gốc của bất_cứ loại giống và vật_liệu giống nào được dùng trong nghiên_cứu và sản_xuất , kinh_doanh .",0.79
6556_1_1_1_1_0_19,Sóng vô_tuyến_điện,các sóng điện_từ có tần_số thấp hơn 3000 GHz truyền lan trong không_gian không có dẫn sóng nhân_tạo .,0.731
26714_1_2_1_2_0_20,Giá nhà tính lệ_phí_trước_bạ,giá do Uỷ_ban nhân_dân cấp tỉnh quy_định .,0.802
114650_1_2_1_2_0_14,Ủy_ban nhân_dân xã,"chủ đầu_tư các hạng_mục công_trình thuộc dự_án phát_triển cơ_sở hạ_tầng thiết_yếu ở các xã thuộc Chương_trình 135 giai_đoạn II có quy_mô , kỹ_thuật đơn_giản ( như : đường giao_thông đến thôn , ấp thi_công_bằng phương_pháp thủ_công , công_trình thuỷ_lợi : chủ_yếu là đào đắp kênh mương ; lớp mẫu_giáo , mầm_non thôn , ấp ; nhà sinh_hoạt cộng_đồng ) khi được phân_cấp và do Ủy_ban nhân_dân huyện giao , với các điều_kiện sau :",0.722
93637_1_2_1_4_0_2,"Văn_bản liên_tịch giữa cơ_quan hành_chính Nhà_nước với cơ_quan hành_chính Nhà_nước hoặc với Tòa_án nhân_dân , Viện_Kiểm_sát nhân_dân , Hội_đồng nhân_dân , Ủy_ban Mặt_trận Tổ_quốc và các đoàn_thể cùng cấp","những văn_bản hành_chính , nhằm hợp_tác , phối_hợp giải_quyết các công_việc liên_quan đến chức_năng , nhiệm_vụ , quyền_hạn của mình , bao_gồm các loại sau đây : Công_văn_liên_tịch , Kế_hoạch liên_tịch , Quyết_định liên_tịch ban_hành Quy_chế phối_hợp .",0.703
60954_1_1_1_2_0_41,"Mỗi Ban có 5 hoặc 7 thành_viên ,",đại_biểu Hội_đồng nhân_dân cùng cấp và không_thể đồng_thời là thành_viên Ủy_ban nhân_dân cùng cấp ;,0.76
104991_1_1_1_1_0_62,Nguyên_tắc chung,"hộ thoát_nước tự lựa_chọn nhà_thầu có đủ năng_lực , tự chịu chi_phí để tổ_chức thi_công cải_tạo và đấu nối hệ_thống_thoát_nước thải ( kể_cả nước_thải từ nhà vệ_sinh , nước_thải từ tắm_giặt , nhà_bếp ) đến điểm_đấu nối , hoàn_trả nguyên_trạng mặt_bằng công_cộng đã sử_dụng khi thi_công . ”",0.742
20137_1_2_1_10_0_5,Dọc theo các trục đường lớn,"các cây có tán rộng , nhiều bóng_mát , kết_hợp trồng thảm cỏ , cây_cảnh , cây_bụi để tạo ra cảnh_quan đẹp cho trục đường cũng như cải_tạo vi khí_hậu toàn khu_vực .",0.751
