mention_id,concept_expression,explain_text,expectation
107139_1_1_1_2_0_8,Chủ_quản_lý sử_dụng đường GTNT,"tên gọi chung của tổ_chức được cơ_quan nhà_nước có thẩm_quyền giao quản_lý , vận_hành_khai_thác và sử_dụng đường GTNT do nhà_nước đầu_tư ; Chủ đầu_tư đối_với đường GTNT không do Nhà_nước góp vốn đầu_tư ; cộng_đồng dân_cư đối_với đường GTNT do cộng_đồng đóng_góp hoặc các tổ_chức , cá_nhân đóng_góp vốn đầu_tư xây_dựng , quản_lý , vận_hành_khai_thác và bảo_trì .",0.793
25104_1_1_1_2_0_9,Báo_cáo hiện_trạng môi_trường cấp tỉnh,"báo_cáo cung_cấp các thông_tin về hiện_trạng và diễn_biến môi_trường của địa_phương , nguyên_nhân gây ô_nhiễm và tác_động của chúng tới sức_khỏe con_người , kinh_tế xã_hội , hệ sinh_thái và môi_trường tự_nhiên của địa_phương , từ đó phân_tích nhu_cầu xây_dựng các chính_sách môi_trường và đánh_giá hiệu_quả của các chính_sách đó trong công_tác quản_lý và bảo_vệ môi_trường của địa_phương .",0.752
40097_1_1_1_3_0_12,Thăm_dò kết_hợp khai_thác nước dưới đất,"thăm_dò nước dưới đất mà trong quá_trình thi_công thăm_dò , một hoặc một_số lỗ khoan được kết_cấu_thành giếng khai_thác và được sử_dụng làm giếng khai_thác .",0.748
60269_1_1_1_3_0_4,Phân_vùng_đất tại nông_thôn,"việc phân_định quỹ đất gồm các loại đất trong vùng có điều_kiện đất_đai , thổ_nhưỡng , khí_hậu tương_đồng .",0.831
96953_1_1_1_3_0_5,Hộ phụ,"hộ thuộc diện giải_toả không được bồi_thường , hỗ_trợ về đất , nhưng có nhà ở và công_trình_phụ riêng trong khuôn_viên đất của hộ chính , có nhà ở trên đất bị thu_hồi nhưng không được bồi_thường đất ở ( kể_cả các trường_hợp cất nhà ở nhờ , ở_đậu trên đất người khác ) .",0.728
14294_1_1_1_3_0_8,Mật_mã dân_sự,mật_mã dùng đề bảo_vệ thông_tin không thuộc phạm_vi bí_mật_nhà_nước .,0.835
99742_1_1_1_3_0_16,Mồi thuốc dẫn dụ,"mồi nhữ được chế_biến có tác_dụng kích_thích vào giác_quan của các loài thủy_sản nhằm thu_hút tập_trung chúng lại để khai_thác , đánh_bắt .",0.47
73565_1_1_1_3_0_4,Công_trình công_cộng chuyên_ngành,"công_trình phục_vụ cho các hoạt_động về lĩnh_vực y_tế , giáo_dục đào_tạo , văn_hóa thể_thao du_lịch , thông_tin truyền_thông , thương_mại dịch_vụ và các công_trình phục_vụ hoạt_động liên_quan , cụ_thể theo bảng Phụ_lục phân_loại công_trình xây_dựng ban_hành kèm theo Nghị_định số 15/2013 / NĐ-CP ngày 06/02/2013 của Chính_phủ .",0.754
33349_1_1_1_3_0_10,Người mắc bệnh hiểm_nghèo,"người đang bị mắc một trong những bệnh nguy_hiểm đến tính_mạng như ung_thư , bại_liệt , xơ_gan cổ chướng , phong hủi , lao nặng , nhiễm HIV đã chuyển sang giai_đoạn AIDS hoặc bệnh hiểm_nghèo khác theo quy_định của Bộ Y_tế .",0.691
115225_1_1_1_3_0_10,Hộp thư_điện_tử công_vụ cá_nhân,"hộp thư_điện_tử được cấp cho cán_bộ , công_chức , viên_chức để trao_đổi thông_tin trong hoạt_động công_vụ .",0.383
38285_1_1_1_3_0_5,Vỉa_hè,bộ_phận của đường đô_thị tính từ mép ngoài của bó vỉa tới chỉ_giới đường đỏ .,0.804
128764_1_1_1_3_0_5,Bảo_trì công_trình đường_sắt,"tập_hợp các công_việc nhằm bảo_đảm và duy_trì sự làm_việc bình_thường , an_toàn của công_trình theo quy_định của thiết_kế trong quá_trình khai_thác sử_dụng .",0.839
14984_1_1_1_4_0_22,Dự_án hỗ_trợ kỹ_thuật,"dự_án có mục_tiêu hỗ_trợ_phát_triển năng_lực và thể_chế hoặc cung_cấp các yếu_tố đầu_vào kỹ_thuật để chuẩn_bị , thực_hiện các chương_trình , dự_án thông_qua các hoạt_động cung_cấp chuyên_gia , đào_tạo , hỗ_trợ trang_thiết_bị , tư_liệu và tài_liệu , tham_quan khảo_sát , hội_thảo .",0.804
25231_1_1_1_3_0_127,Sản_lượng kế_hoạch tháng,sản_lượng điện_năng của nhà_máy_điện dự_kiến được huy_động các tháng trong năm .,0.798
126189_1_1_1_2_0_14,Nhiệm_vụ khuyến_nông thường_xuyên,"các nhiệm_vụ khuyến_nông được thực_hiện thường_xuyên hàng năm để phục_vụ hoạt_động chung của hệ_thống khuyến_nông cả nước và các nhiệm_vụ chung của Bộ , ngành ( không trùng với các nội_dung thuộc các chương_trình , dự_án khuyến_nông đã phê_duyệt ) , gồm các nhóm nhiệm_vụ sau :",0.742
121471_1_1_1_2_0_10,Nhiệm_vụ khoa_học_và_công_nghệ cấp cơ_sở,các nhiệm_vụ khoa_học_và_công_nghệ nhằm giải_quyết các vấn_đề khoa_học_và_công_nghệ của cơ_sở được tổ_chức triển_khai bằng hình_thức đề_tài hoặc dự_án ; nhiệm_vụ khoa_học_và_công_nghệ cấp cơ_sở bao_gồm một_số hoạt_động như sau :,0.747
55141_1_1_1_3_0_3,Doanh_nghiệp,"tổ_chức kinh_tế có tên_riêng , có tài_sản , có trụ_sở giao_dịch ổn_định , được đăng_ký kinh_doanh theo quy_định của pháp_luật nhằm mục_đích thực_hiện các hoạt_động kinh_doanh .",0.767
71301_1_1_1_2_0_3,Công_ty cùng loại,"công_ty có cùng loại_hình doanh_nghiệp như : công_ty cổ_phần , công_ty trách_nhiệm hữu_hạn .",0.749
125892_1_1_1_3_0_4,Doanh_nghiệp cổ_phần_hóa,doanh_nghiệp thuộc đối_tượng quy_định tại khoản 2 và khoản 3 Điều 2 Nghị_định này thực_hiện chuyển_đổi thành_công_ty_cổ_phần theo quy_định tại Nghị_định này .,0.791
41499_1_1_1_3_0_19,Kinh_doanh VLNCN,"việc thực_hiện một , một_số hoặc toàn_bộ các hoạt_động mua , bán VLNCN .",0.828
27898_1_1_1_3_0_4,Điều_ước quốc_tế trong Công_an nhân_dân,"những thỏa_thuận bằng văn_bản về hợp_tác quốc_tế được ký_kết hoặc gia_nhập nhân_danh Nhà_nước và Chính_phủ nước Cộng_hòa xã_hội chủ_nghĩa Việt_Nam do Bộ Công_an chủ_trì đề_xuất ký_kết , gia_nhập hoặc do các bộ , ngành khác chủ_trì đề_xuất ký_kết , gia_nhập có nội_dung liên_quan đến công_tác Công_an .",0.714
97800_1_1_1_2_0_20,Ban_quản_trị ( Ban tự_quản ) nhà_chung_cư,người đại_diện để bảo_vệ quyền và lợi_ích hợp_pháp của các chủ sở_hữu và những người sử_dụng trong quá_trình sử_dụng nhà_chung_cư .,0.752
127750_1_1_1_3_0_11,Cuộc họp thành_viên sáng_lập,"cuộc họp của các thành_viên sáng_lập , có nhiệm_vụ :",0.729
16669_1_1_1_3_0_12,Chuyển_đổi mã_số hàng_hóa,sự thay_đổi về mã_số HS ( trong Biểu_thuế xuất nhập_khẩu ) của hàng_hóa được tạo ra ở một quốc_gia hoặc vùng lãnh_thổ trong quá_trình sản_xuất từ_nguyên_liệu không có xuất_xứ của quốc_gia hoặc vùng lãnh_thổ này .,0.826
123009_1_1_1_3_0_5,Hoạt_động khí_tượng_thủy_văn,"các hoạt_động quản_lý , khai_thác mạng_lưới trạm ; dự_báo , cảnh_báo ; thông_tin , dữ_liệu ; phục_vụ , dịch_vụ khí_tượng_thủy_văn ; giám_sát biến_đổi khí_hậu .",0.79
30425_1_1_1_4_0_23,"Người mất tin , mất_tích","người thực_hiện các nhiệm_vụ hoặc có các hành_động quy_định tại Điểm a , b , c , d , đ , e và g Khoản 1 Điều 11 của Pháp_lệnh , sau đó không còn tung_tích .",0.698
89958_1_1_1_3_0_4,Chất_thải,"vật_chất ở thể rắn , lỏng , khí được thải ra từ sản_xuất , kinh_doanh , dịch_vụ , sinh_hoạt hoặc hoạt_động khác .",0.818
123206_1_1_1_3_0_6,Quyết_định công_nhận hòa_giải thành,"quyết_định hành_chính do người có thẩm_quyền trong cơ_quan hành_chính nhà_nước ban_hành theo trình_tự , thủ_tục do pháp_luật quy_định để công_nhận kết_quả thỏa_thuận khi các bên tranh_chấp đạt được thỏa_thuận , tự_nguyện giải_quyết với nhau các tranh_chấp_đất_đai .",0.701
26132_1_1_1_2_0_4,Điều_tiết khống_chế đảm_bảo giao_thông,việc tổ_chức hướng_dẫn phương_tiện thủy đi_lại trong các tình_huống bất_lợi nhằm đảm_bảo an_toàn và hạn_chế ùn_tắc giao_thông .,0.761
93605_1_1_1_2_0_28,Số cơ_sở y_tế,"những bệnh_viện , trung_tâm y_tế , trạm y_tế của nhà_nước hoặc tư_nhân đóng trên địa_bàn đơn_vị hành_chính báo_cáo .",0.742
58786_1_1_1_1_0_7,Đơn_vị trực_thuộc,"chi_nhánh , văn_phòng đại_diện nằm trong cơ_cấu Công_ty .",0.388
25193_1_1_1_2_0_19,Tàu cá,"tàu , thuyền và các cấu_trúc nổi khác chuyên_dùng cho khai_thác , nuôi_trồng , bảo_quản , chế_biến thuỷ_sản .",0.763
30373_1_1_1_2_0_19,Cá_nhân chủ_nhiệm,người thuộc Tổ_chức chủ_trì và mỗi cá_nhân chỉ được chủ_nhiệm không quá 2 dự_án khuyến_nông Trung_ương tại một thời_điểm .,0.751
106010_1_1_1_3_0_4,Thực_hành tốt sản_xuất thuốc,"những nguyên_tắc , quy_định , hướng_dẫn về Điều_kiện sản_xuất thuốc nhằm bảo_đảm sản_phẩm thuốc đạt tiêu_chuẩn chất_lượng .",0.741
116994_1_1_1_1_0_175,Ba ( 03 ) thành_viên,"đại_diện của các đơn_vị : Vụ Kế_hoạch - Tổng_hợp , Vụ Tài_chính và Quỹ_Phát_triển khoa_học_và_công_nghệ quốc_gia .",0.228
27480_1_1_1_3_0_24,Thợ kỹ_thuật điện,thuyền_viên có trình_độ nghiệp_vụ chuyên_môn theo quy_định tại các điều_khoản của Quy_tắc III / 7 của Công_ước STCW ;,0.319
26460_1_1_1_3_0_39,Địa_bàn hoạt_động,phạm_vi địa_lý cho phép thực_hiện dịch_vụ vận_chuyển và xử_lý CTNH được ghi trong Giấy_phép QLCTNH .,0.749
44210_1_1_1_2_0_3,"Dạy thêm , học_thêm trong quy_định này","hoạt_động dạy_học phụ thêm có thu tiền của người học , có nội_dung theo chương_trình giáo_dục phổ_thông nhưng ngoài kế_hoạch giáo_dục của chương_trình giáo_dục phổ_thông do Bộ Giáo_dục và Đào_tạo ban_hành .",0.682
26573_1_1_1_2_0_40,Thuyết_minh thiết_kế khai_thác,"bản mô_tả về tình_hình cơ_bản của khu khai_thác , biện_pháp kỹ_thuật thực_hiện ; khối_lượng , chủng_loại sản_phẩm khai_thác , tận_thu và hệ_thống bảng_biểu chi_tiết về các chỉ_tiêu kỹ_thuật khai_thác rừng ( theo phụ_lục 1 đính kèm ) .",0.37
101106_1_1_1_2_0_11,"Bảo_hộ , xác_lập quyền sở_hữu công_nghiệp","việc Nhà_nước , thông_qua hệ_thống luật_pháp và các cơ_quan có thẩm_quyền , xác_lập quyền sở_hữu đối_tượng sở_hữu công_nghiệp cho tổ_chức , cá_nhân đã tạo ra hoặc nắm giữ đối_tượng sở_hữu công_nghiệp đó và bảo_vệ quyền của chủ sở_hữu chống lại mọi sự xâm_phạm của người khác .",0.768
17018_1_1_1_3_0_6,Đường_sắt đô_thị,"đường_sắt phục_vụ cho nhu_cầu đi_lại hàng ngày của hành_khách ở thành_phố , vùng phụ_cận .",0.809
14703_1_1_1_3_0_6,Bên nhận bảo_đảm,"bên có quyền trong quan_hệ dân_sự mà việc thực_hiện quyền đó được bảo_đảm bằng một hoặc nhiều giao_dịch_bảo_đảm , bao_gồm bên nhận cầm_cố , bên nhận thế_chấp , bên nhận đặt_cọc , bên nhận ký cược , bên nhận bảo_lãnh , tổ_chức tín_dụng trong trường_hợp tín_chấp và bên có quyền được ngân_hàng thanh_toán , bồi_thường thiệt_hại trong trường_hợp ký_quỹ .",0.753
97436_1_1_1_3_0_4,Nhà_chung_cư,"nhà nhiều tầng có mục_đích sử_dụng hỗn_hợp , nhiều hộ gia_đình ở , có cấu_trúc kiểu căn_hộ khép_kín ; có lối đi , cầu_thang chung và hệ_thống kết_cấu_hạ_tầng sử_dụng chung .",0.826
95927_1_1_1_3_0_42,Số_liệu thống_kê sơ_bộ,"số_liệu thống_kê phản_ánh đầy_đủ kết_quả của hiện_tượng kinh_tế - xã_hội đã diễn ra trong khoảng thời_gian và không_gian cụ_thể nhưng chưa được khẳng_định , còn phải được thẩm_định , rà_soát thêm .",0.762
52528_1_1_1_3_0_18,Cơ_sở thân_thiện với môi_trường,"cơ_sở đáp_ứng các tiêu_chí về sử_dụng hiệu_quả năng_lượng , tiết_kiệm nước , giảm_thiểu , tái sử_dụng và tái_chế chất_thải .",0.733
17014_1_1_1_2_0_27,Ánh_sáng chớp dài,"ánh_sáng chớp trong đó thời_gian chớp không nhỏ hơn 2,0 giây .",0.788
25231_1_1_1_3_0_111,Nhóm nhà_máy thủy_điện bậc thang,"tập_hợp các nhà_máy thủy_điện , trong đó lượng nước xả từ hồ chứa của nhà_máy thuỷ_điện bậc thang trên chiếm toàn_bộ hoặc phần_lớn lượng nước về hồ chứa nhà_máy thuỷ_điện bậc thang dưới và giữa hai nhà_máy_điện này không có hồ chứa điều_tiết nước_lớn hơn một tuần .",0.788
87579_1_1_1_2_0_26,Vị_trí đo_đếm,"vị_trí vật_lý trên mạch điện nhất thứ , tại đó điện_năng mua_bán được đo_đếm và xác_định .",0.777
71572_1_1_1_2_0_9,Còi ủ,thiết_bị chuyên_dùng phát_âm_thanh đặc_biệt khác với âm_thanh của còi điện và còi hơi .,0.791
15222_1_1_1_1_0_11,Hợp_phần Tín_dụng,"một phần thuộc hợp_phần 2 của Dự_án do Ngân_hàng Chính_sách Xã_hội thực_hiện để cung_cấp tín_dụng cho các tổ_chức và cá_nhân có nhu_cầu vay vốn để phát_triển rừng sản_xuất trong vùng Dự_án , như quy_định tại Quyết_định 332 / QĐ-TTg của Thủ_tướng Chính_phủ ;",0.772
19414_1_1_1_3_0_59,Nhà_thầu phụ trong hoạt độngxây dựng,nhà_thầu ký_kết_hợp_đồng vớinhà thầu chính hoặc tổng thầu xây_dựng đểthực hiện một phần công_việc của nhà thầuchính hoặc tổng thầu xây_dựng .,0.758
82444_1_1_1_3_0_8,Ngày làm_việc,"các ngày làm_việc trong tuần theo quy_định thời_gian hành_chính , trừ ngày nghỉ , ngày lễ theo quy_định của Bộ_luật Lao_động .",0.785
25231_1_1_1_3_0_125,Sản_lượng kế_hoạch năm,sản_lượng điện_năng của nhà_máy_điện dự_kiến được huy_động trong năm tới .,0.779
121162_1_1_1_3_0_8,Hồ_chứa_nước,"công_trình tích nước và điều_tiết dòng_chảy nhằm cung_cấp_nước cho các ngành kinh_tế quốc dân , sản_xuất điện_năng , cắt_giảm lũ cho vùng hạ_du …",0.804
116336_1_1_1_3_0_15,Thỏa_thuận đầu_tư,"thỏa_thuận giữa Cơ_quan nhà_nước có thẩm_quyền và nhà đầu_tư sau khi kết_thúc đàm_phán hợp_đồng dự_án để xác_nhận việc các bên đã đồng_ý nội_dung dự_thảo hợp_đồng dự_án trình Cơ_quan cấp Giấy chứng_nhận đăng_ký đầu_tư và quyền , nghĩa_vụ mỗi bên theo quy_định tại Khoản 2 Điều 30 Nghị_định số 15/2015 / NĐ-CP .",0.715
14789_1_1_1_3_0_26,Bảo_lãnh dự_thầu,"cam_kết của Ngân_hàng Phát_triển Việt_Nam với bên mời_thầu , để bảo_đảm nghĩa_vụ tham_gia dự_thầu của nhà xuất_khẩu .",0.777
56402_1_1_1_2_0_8,Trang_thông_tin_điện_tử,"hệ_thống thông_tin_dùng để thiết_lập một hoặc nhiều trang thông_tin được trình_bày dưới dạng ký_hiệu , số , chữ_viết , hình_ảnh , âm_thanh và các dạng thông_tin khác phục_vụ cho việc cung_cấp_và_sử_dụng thông_tin trên Internet .",0.817
121892_1_1_1_3_0_23,Cơ_quan chuyên_môn về xây_dựng,"Sở Xây_dựng , Sở quản_lý xây_dựng chuyên_ngành , Phòng có chức_năng quản_lý xây_dựng thuộc Ủy_ban nhân_dân cấp huyện .",0.712
42236_1_1_1_2_0_9,Tổ_chức hợp_tác dùng nước,"hình_thức hợp_tác của những người cùng hưởng lợi từ công_trình thủy_lợi , làm nhiệm_vụ khai_thác và bảo_vệ công_trình , phục_vụ sản_xuất , dân_sinh .",0.806
61218_1_1_1_2_0_7,Văn_bản đi,"tất_cả những loại văn_bản , bao_gồm văn_bản quy_phạm pháp_luật , văn_bản hành_chính và văn_bản chuyên_ngành ( kể_cả bản_sao văn_bản , văn_bản nội_bộ và văn_bản mật ) do cơ_quan , tổ_chức phát_hành .",0.846
54753_1_1_1_3_0_26,Bản trích sao,bản_sao một phần nội_dung của văn_bản và được trình_bày theo thể_thức quy_định .,0.77
15353_1_1_1_3_0_23,Ngày sản_xuất,"mốc thời_gian hoàn_thành sản_xuất , chế_biến , lắp_ráp , đóng_chai , đóng_gói hoặc các hình_thức khác để hoàn_thiện công_đoạn cuối_cùng của hàng_hoá đó .",0.829
127637_1_1_1_3_0_26,Bán_buôn,"hoạt_động bán hàng_hoá cho thương_nhân bán_buôn , thương_nhân bán_lẻ và thương_nhân , tổ_chức khác ; không bao_gồm hoạt_động bán_lẻ .",0.798
88218_1_1_1_2_0_6,Chủ bến,"tổ_chức , cá_nhân đầu_tư xây_dựng bến thủy_nội_địa hoặc được chủ đầu_tư giao quản_lý bến thủy_nội_địa .",0.778
19454_1_1_1_2_0_8,Cơ_quan đồng thực_hiện Dự_án,"các cơ_quan tham_gia thực_hiện VIE / 01/024 / B , gồm Bộ Nội_vụ , Văn_phòng Chính_phủ , Bộ Tư_pháp , Bộ Tài_chính .",0.743
127326_1_1_1_3_0_24,Cộng_đồng,tập_hợp những người đang sinh_sống ổn_định và lâu_dài trong khu_vực di_sản thế_giới và vùng_đệm của khu_vực di_sản thế_giới .,0.37
27097_1_1_1_2_0_4,Kiểm_định kỹ_thuật_an_toàn lao_động,hoạt_động kỹ_thuật theo một quá_trình kiểm_định nhằm đánh_giá và xác_nhận sự phù_hợp tình_trạng kỹ_thuật_an_toàn của đối_tượng kiểm_định được quy_định trong các quy_chuẩn kỹ_thuật hoặc tiêu_chuẩn kỹ_thuật tương_ứng_đối_với đối_tượng kiểm_định .,0.734
64704_1_1_1_3_0_18,Hệ_thống bản_đồ địa_hình quốc_gia,"hệ_thống bản_đồ địa_hình được xây_dựng theo tiêu_chuẩn quốc_gia thống_nhất , phủ trùm cả nước hoặc vùng lãnh_thổ trên cả đất_liền , hải_đảo và đáy biển ở các tỷ_lệ 1:2.000 , 1:5.000 , 1:10.000 , 1:25.000 , 1:50.000 , 1:100.000 , 1:250.000 , 1:500.000 , 1:1.000.000 .",0.813
41264_1_1_1_2_0_6,Đấu_thầu,"quá_trình lựa_chọn nhà_thầu đáp_ứng các yêu_cầu của bên mời_thầu để thực_hiện gói_thầu dịch_vụ tư_vấn , mua_sắm hàng_hóa , xây_lắp trên cơ_sở đảm_bảo tính cạnh_tranh , công_bằng , minh_bạch và hiệu_quả kinh_tế .",0.814
50698_1_1_1_2_0_10,Mạn khô,: Chiều cao của phần thân phương_tiện từ mép trên vạch dấu mớn_nước an_toàn đến mép boong .,0.412
73539_1_1_1_2_0_7,Công_trình cấp_nước kết_hợp,"công_trình do chủ đầu_tư đầu_tư kết_hợp cả hai loại , gồm : Công_trình cấp_nước động_lực và Công_trình cấp_nước đấu nối .",0.782
23856_1_1_1_3_0_41,Kiểm_tra tần_số vô_tuyến_điện,"việc xem_xét thực_tế tình_hình sử_dụng tần_số vô_tuyến_điện , thiết_bị vô_tuyến_điện , giấy_phép sử_dụng tần_số vô_tuyến_điện , Chứng_chỉ vô_tuyến_điện_viên , đo tham_số kỹ_thuật của đài_vô_tuyến_điện , xác_định nguyên_nhân gây nhiễu có hại để đánh_giá , nhận_xét việc chấp_hành quy_định của pháp_luật về tần_số vô_tuyến_điện .",0.8
26886_1_1_1_2_0_14,Xác_nhận đăng_ký khoản phát_hành,văn_bản của Ngân_hàng Nhà_nước xác_nhận việc doanh_nghiệp đã thực_hiện đăng_ký khoản phát_hành theo quy_định tại Thông_tư này .,0.66
14194_1_1_1_2_0_6,Bản_sao,"bản chụp , bản in , bản đánh_máy , bản đánh_máy vi_tính hoặc bản viết_tay có nội_dung đầy_đủ , chính_xác như sổ gốc hoặc bản_chính .",0.79
15310_1_1_1_2_0_20,Thành_viên trực_tiếp,"các tổ_chức cung_ứng dịch_vụ thanh_toán đã đăng_ký , được cấp có thẩm_quyền chấp_nhận tham_gia hệ_thống TTLNH và có tài_khoản tiền gửi thanh_toán tại SGD-NHNN .",0.312
20920_1_1_1_1_0_16,Bảo_lãnh phát_hành,"việc tổ_chức bảo_lãnh giúp tổ_chức phát_hành thực_hiện các thủ_tục trước khi phát_hành_trái_phiếu ra thị_trường chứng_khoán , phân_phối trái_phiếu cho các nhà đầu_tư , nhận mua trái_phiếu để bán lại hoặc mua số trái_phiếu còn lại chưa phân_phối hết .",0.775
15078_1_1_1_2_0_26,HIV dương_tính,"kết_quả xét_nghiệm mẫu máu , mẫu dịch sinh_học của cơ_thể người đã được xác_định nhiễm HIV .",0.775
48299_1_1_1_2_0_21,Bảo_trì công_trình,"tập_hợp các công_việc nhằm bảo_đảm và duy_trì sự làm_việc bình_thường , an_toàn của công_trình theo quy_định của thiết_kế trong suốt quá_trình khai_thác sử_dụng .",0.806
6933_1_1_1_3_0_15,Cấp có thẩm_quyền,"tổ_chức , cơ_quan được "" Người có thẩmquyền "" giao quyền hoặc ủy_quyền theo quy_định của pháp_luật .",0.797
112745_1_1_1_3_0_6,Phần_mộ cá_nhân,"nơi táng thi_hài , hài_cốt của một người .",0.806
128419_1_1_1_2_0_10,Học liệu điện_tử,"tập_hợp các phương_tiện điện_tử phục_vụ dạy và học , bao_gồm : sách giáo_trình , sách giáo_khoa , tài_liệu tham_khảo , bài kiểm_tra đánh_giá , bản trình_chiếu , bảng dữ_liệu , các tệp âm_thanh , hình_ảnh , video , bài giảng điện_tử , phần_mềm dạy_học , thí_nghiệm ảo . . .",0.817
113459_1_1_1_3_0_10,"Đánh_giá , c hứng nhận an_toàn hệ_thống","quá_trình đánh_giá độc_lập sự phù_hợp của hồ_sơ , tài_liệu , công_việc thực_hiện với các yêu_cầu của tiêu_chuẩn quản_lý an_toàn và xác_nhận tuyến đường_sắt đô_thị đảm_bảo an_toàn vận_hành .",0.792
