mention_id,concept_expression,explain_text,expectation
123798_1_1_1_3_0_19,Điều_chỉnh kỳ_hạn trả nợ,việc Quỹ BVMTVN và Chủ đầu_tư thoả_thuận về việc thay_đổi các kỳ_hạn trả nợ đã quy_định trước đó trong hợp_đồng tín_dụng đầu_tư bảo_vệ môi_trường .,0.764
20534_1_1_1_4_0_37,Truy đòi séc,việc người thụ_hưởng thực_hiện các thủ_tục để đòi số tiền ghi trên séc nếu tờ séc đã được xuất_trình trong thời_hạn xuất_trình nhưng bị từ_chối thanh_toán .,0.82
61292_1_1_1_5_0_3,Phân_vùng_đất tại nông_thôn,"việc phân_định quỹ đất gồm các loại đất trong vùng có điều_kiện đất_đai , thổ_nhưỡng , khí_hậu tương_đồng .",0.767
37661_1_1_1_2_0_12,Quan_trắc công_trình hàng_hải,"sự quan_sát , đo_đạc các thông_số kỹ_thuật của công_trình hàng_hải theo yêu_cầu của thiết_kế trong quá_trình sử_dụng .",0.835
60975_1_1_1_3_0_10,Kiến_nghị,"việc cá_nhân , tổ_chức có phản_ánh với cơ_quan hành_chính Nhà_nước theo quy_định tại Khoản 3 Điều này và đề_xuất phương_án xử_lý hoặc có sáng_kiến ban_hành mới quy_định hành_chính liên_quan đến hoạt_động kinh_doanh , đời_sống nhân_dân .",0.797
11944_1_1_1_2_0_4,Phương_tiện giao_thông_đường_sắt,"đầu_máy , toa_xe , toa_xe động_lực , phương_tiện chuyên_dùng di_chuyển trên đường_sắt ;",0.8
126566_1_1_1_3_0_16,Bộ_luật CTU,"Bộ_luật về thực_hành đối_với việc đóng_gói các đơn_nguyên vận_chuyển_hàng_hóa của Tổ_chức Hàng_hải quốc_tế , Tổ_chức Lao_động quốc_tế và Ủy_ban Kinh_tế châu Âu của Liên_hợp quốc .",0.785
49631_1_1_1_3_0_23,Phân đa lượng,"loại phân trong thành_phần chủ_yếu có chứa ít_nhất một trong ba yếu_tố dinh_dưỡng sau : N , P205 hữu_hiệu , K20 hoà_tan .",0.764
32588_1_1_1_3_0_20,Phạm_vi đường ngang,"đoạn đường_bộ đi qua đường_sắt nằm giữa hai cần chắn , giàn chắn ( bao_gồm cả cần chắn , giàn chắn ) hoặc nằm giữa hai ray chính ngoài cùng và hai bên đường_sắt cách má ray ngoài cùng trở ra 06 m nơi không có chắn ;",0.831
43271_1_1_1_3_0_3,Đánh_số nhà,việc xác_định số nhà theo các nguyên_tắc quy_ước thống_nhất .,0.813
87881_1_1_1_4_0_12,Họp chuyên_môn,"cuộc họp để trao_đổi , thảo_luận những vấn_đề thuộc về chuyên_môn kỹ_thuật , nghiệp_vụ nhằm xây_dựng và hoàn_thiện các dự_án , đề_án .",0.789
66253_1_1_1_3_0_3,"Giám_đốc Trung_tâm do Phó_trưởng Ban Quản_lý các khu_công_nghiệp kiêm_nhiệm ,",người chịu trách_nhiệm trước Trưởng_Ban Quản_lý các khu_công_nghiệp tỉnh Hưng_Yên và trước pháp_luật về toàn_bộ hoạt_động của Trung_tâm ;,0.751
38264_1_1_1_3_0_15,Phân_bón có khả_năng tăng miễn_dịch cây_trồng,"loại phân_bón hữu_cơ hoặc phân_bón khác quy_định tại điểm a , b , c , d , đ , e , g , h khoản này có chứa_chất làm tăng miễn_dịch của cây_trồng đối_với các điều_kiện ngoại_cảnh bất_thuận hoặc với các loại sâu_bệnh hại ;",0.788
86558_1_1_1_2_0_17,Bảo_dưỡng thường_xuyên đường_bộ,các thao_tác kỹ_thuật được làm thường_xuyên nhằm phòng_ngừa và khắc_phục kịp_thời những hư_hỏng nhỏ của các bộ_phận công_trình .,0.78
26242_1_1_1_2_0_8,Giá_trị rủi_ro hoạt_động,"giá_trị tương_ứng với mức_độ tổn_thất có_thể xảy ra do lỗi kỹ_thuật , lỗi hệ_thống và quy_trình nghiệp_vụ , lỗi con_người trong quá_trình tác_nghiệp , hoặc do thiếu vốn kinh_doanh phát_sinh từ các khoản chi_phí , lỗ từ hoạt_động đầu_tư , hoặc do các nguyên_nhân khách_quan khác .",0.753
27635_1_1_1_5_0_4,"Trong đó , sản_lượng điện mua",sản_lượng điện_năng của Bên bán điện thực_tế giao cho Bên mua điện trong từng đợt thanh_toán tại điểm giao_nhận điện và được Bên bán điện và Bên mua điện cùng xác_nhận .,0.771
95649_1_1_1_3_0_16,Sân_bay dự_bị trên đường_bay,sân_bay mà tại đó tàu_bay có_thể hạ_cánh sau khi gặp tình_huống khẩn nguy hoặc bất_thường trong quá_trình bay đường dài ;,0.755
32360_1_1_1_2_0_6,Điều_kiện an_toàn,các điều_kiện tối_thiểu của phương_tiện để đảm_bảo an_toàn khi phương_tiện hoạt_động .,0.805
101116_1_2_1_2_0_3,Sản_phẩm thông_tin thống_kê,"kết_quả của hoạt_động thống_kê , bao_gồm số_liệu thống_kê và bản phân_tích các số_liệu đó thể_hiện dưới dạng văn_bản in trên giấy hoặc dạng thông_tin điện_tử .",0.756
12247_1_1_1_1_0_1171,Số_liệu để ghi vào chỉ_tiêu “ Đầu_tư dài_hạn khác,"số dư Nợ Tài_khoản 228 “ Đầu_tư dài_hạn khác ” , trên Sổ Cái .",0.765
53279_1_1_1_2_0_18,Tỷ_lệ lấp đầy,tỷ_lệ giữa diện_tích đất công_nghiệp đã được cấp phép cho các nhà đầu_tư thuê hoặc thuê lại đất trên tổng diện_tích đất công_nghiệp của cụm_công_nghiệp .,0.774
15052_1_1_1_6_0_48,Môi_giới chứng_khoán,"việc công_ty_chứng_khoán làm trung_gian thực_hiện mua , bán_chứng_khoán cho khách_hàng .",0.808
83903_1_1_1_1_0_88,Giá_trị bán,giá thị_trường ( đấu_thầu ) cao nhất của người tham_gia đấu_thầu .,0.756
3614_1_2_1_8_0_3,Bên sử_dụng điện,hộ xây_dựng mới phải được xếp loại trước khi thiết_kế công_trình cung_ứng điện cho mình .,0.764
128669_1_3_1_1_0_0,Chương_trình khung_giáo_dục_đại_học,"những quy_định của nhà_nước về cấu_trúc , khối_lượng và nội_dung kiến_thức tối_thiểu cho từng ngành đào_tạo ở trình_độ đào_tạo .",0.786
28089_1_1_1_3_0_16,Giám_định chất_lượng công_trình_xây_dựng,hoạt_động kiểm_định chất_lượng công_trình_xây_dựng được tổ_chức thực_hiện bởi cơ_quan quản_lý nhà_nước có thẩm_quyền hoặc theo yêu_cầu của cơ_quan này .,0.818
100165_1_1_1_2_0_73,Bảng quảng_cáo tấm nhỏ,bảng quảng_cáo có diện_tích một mặt dưới 40 m2 .,0.812
77362_1_1_1_2_0_53,Vùng thông_báo bay,vùng_trời có giới_hạn được xác_định trong đó có cung_cấp dịch_vụ thông_báo bay và báo_động ;,0.782
41500_1_1_1_3_0_12,Nhận_diện mối nguy,"nhận_diện các tác_nhân sinh_học , hoá_học và vật_lý có trong một hoặc một nhóm thực_phẩm cụ_thể có khả_năng gây hại cho sức_khoẻ con_người .",0.829
87797_1_1_1_2_0_6,Phân_hệ,"các module riêng_biệt của hệ_thống phần_mềm văn_phòng điện_tử , thực_hiện các chức_năng cụ_thể trong hoạt_động của phần_mềm .",0.845
81244_1_1_1_3_0_7,Phí thoát_nước,phí bảo_vệ môi_trường đối_với nước_thải áp_dụng cho khu_vực đô_thị do Ủy_ban nhân_dân tỉnh quy_định nhằm từng bước bảo_đảm duy_trì và phát_triển dịch_vụ thoát_nước trên địa_bàn .,0.764
96945_1_1_1_3_0_14,Bờ bao,"công_trình bao_bọc một khu_vực , làm nhiệm_vụ ngăn nước , bảo_vệ sản_xuất , dân_sinh kinh_tế và môi_trường khu_vực đó .",0.842
26353_1_1_1_3_0_9,Thanh_tra chuyên_ngành,"hoạt_động thanh_tra của cơ_quan nhà_nước có thẩm_quyền theo ngành , lĩnh_vực đối_với cơ_quan , tổ_chức , cá_nhân trong việc chấp_hành pháp_luật chuyên_ngành , quy_định về chuyên_môn – kỹ_thuật , quy_tắc quản_lý thuộc ngành , lĩnh_vực đó .",0.766
83051_1_1_1_1_0_5,Giá CIF,"giá bán xăng_dầu thế_giới theo công_bố của tờ Plaltt ’ s Singapore được tính bình_quân cho một đơn_vị hàng_hóa phù_hợp với thời_gian dự_trữ lưu_thông theo quy_định của pháp_luật cộng ( + ) chi_phí phát_sinh để đưa xăng_dầu về đến cảng Việt_Nam ( chi_phí bảo_hiểm , chi_phí vận_chuyển . . . ) .",0.769
105526_1_1_1_9_0_2,Nông_hộ,"tác_giả của các giống cây_trồng mới được chọn tạo ra , khi đăng_ký bảo_hộ quyền đối_với giống cây_trồng đó thực_hiện theo quy_định tại Luật_Sở_hữu_trí_tuệ và Nghị_định số 104/2006 / NĐ-CP ngày 22 tháng 9 năm 2006 của Chính_phủ về việc quy_định chi_tiết , hướng_dẫn thi_hành một_số điều của Luật_Sở_hữu_trí_tuệ về Quyền đối_với giống cây_trồng .",0.785
11336_1_1_1_1_0_48,"Trang 4 , 5 , 6","các trang để ghi khi chủ doanh_nghiệp đăng_ký thay_đổi kinh_doanh theo thứ_tự lần thứ nhất , thứ hai và thứ ba .",0.835
15310_1_1_1_2_0_4,Thanh_toán điện_tử liên ngân_hàng,"quá_trình xử_lý các giao_dịch thanh_toán liên ngân_hàng kể từ khi khởi tạo Lệnh thanh_toán cho tới khi hoàn_tất việc thanh_toán cho người thụ_hưởng , được thực_hiện qua mạng máy_tính .",0.768
19683_1_1_1_3_0_70,Công_trình cao_tầng,công_trình có từ 9 tầng trở lên .,0.755
65747_1_2_1_11_0_3,Giải mật tài_liệu mật,xóa bỏ độ mật đã được xác_định của tài_liệu mật .,0.769
83546_1_1_1_3_0_19,Bảo_trì công_trình đường_bộ,"tập_hợp các công_việc nhằm bảo_đảm và duy_trì sự làm_việc bình_thường , an_toàn của công_trình theo quy_định của thiết_kế trong suốt quá_trình khai_thác , sử_dụng .",0.805
37927_1_1_1_7_0_11,Cá_nhân,"người trong nước , nước_ngoài thực_hiện khám_bệnh , chữa_bệnh_nhân_đạo phải có chứng_chỉ hành_nghề khám_bệnh , chữa_bệnh do Bộ Y_tế hoặc Sở Y_tế cấp hoặc có chứng_chỉ hành_nghề khám_bệnh , chữa_bệnh được Chính_phủ Việt_Nam thừa_nhận theo quy_định tại Điều 22 của Luật Khám bệnh , chữa_bệnh ; biết tiếng Việt thành_thạo hoặc đăng_ký ngôn_ngữ sử_dụng khi khám_bệnh , chữa_bệnh và thực_hiện theo quy_định tại Điều 23 Luật Khám bệnh , chữa_bệnh .",0.773
44287_1_1_1_4_0_8,Ban quản_lý dự_án ( PMU ),Ban quản_lý các Dự_án ngân_hàng được thành_lập theo Quyết_định 269 / QĐ-NH9 ngày 23/9/1995 của Thống_đốc Ngân_hàng Nhà_nước Việt_Nam .,0.759
36921_1_1_1_2_0_13,Hộ thoát_nước,"các tổ_chức , cá_nhân , hộ gia_đình trong nước , nước_ngoài sinh_sống và hoạt_động trên lãnh_thổ Việt_Nam xả nước_thải vào hệ_thống thoát_nước .",0.763
25329_1_1_1_2_0_9,Hệ_thống eCOSys,hệ_thống quản_lý và cấp chứng_nhận xuất_xứ điện_tử của Việt_Nam có địa_chỉ tại : http : / / www.ecosys.gov.vn .,0.815
122558_1_1_1_3_0_27,Giấy_phép rời cảng điện_tử,giấy_phép do Cảng_vụ hàng_hải cấp cho người làm thủ_tục dưới dạng điện_tử thông_qua Cổng thông_tin điện_tử sau khi đã hoàn_thành thủ_tục điện_tử cho tàu_thuyền rời cảng .,0.778
127237_1_1_1_3_0_2,Hoạt_động đo_đạc và bản_đồ chuyên_ngành,các hoạt_động đo_đạc và bản_đồ phục_vụ riêng cho yêu_cầu quản_lý của từng ngành hoặc từng địa_phương .,0.778
27551_1_1_1_2_0_6,Thời_giờ nghỉ_ngơi,khoảng thời_gian ngoài thời_giờ làm_việc trên tàu ; thuật_ngữ này không bao_gồm các khoảng thời_gian nghỉ giải_lao .,0.821
25693_1_3_6_1_0_3,Tổ_chức tín_dụng,"hợp_tác_xã gồm ngân_hàng hợp_tác_xã , quỹ tín_dụng nhân_dân .",0.785
16372_1_1_1_1_0_53,"Công_đoạn gia_công , chế_biến hàng_hoá",quá_trình sản_xuất chính tạo ra những đặc_điểm cơ_bản của hàng_hoá .,0.804
18383_1_1_1_4_0_8,Giấy_tờ có_giá dài_hạn,"giấy_tờ_có_giá có thời_hạn từ một năm trở lên kể từ khi phát_hành đến khi hết hạn , bao_gồm trái_phiếu , chứng_chỉ tiền gửi dài_hạn và các giấy_tờ_có_giá dài_hạn khác .",0.76
25701_1_1_1_3_0_34,Người sử_dụng dịch_vụ bưu_chính,"tổ_chức , cá_nhân sử_dụng dịch_vụ bưu_chính , bao_gồm người gửi và người nhận .",0.792
18128_2_2_1_6_0_3,Vật cùng loại,"những vật có cùng hình_dáng , tính_chất , tính_năng sử_dụng và xác_định được bằng những đơn_vị đo_lường .",0.78
71316_1_1_1_2_0_20,Nuôi cá ao thâm_canh,hình_thức nuôi với mật_độ thả thích_hợp có năng_suất trên 10 tấn / ha / vụ nuôi ;,0.802
113622_1_1_1_3_0_4,Suất tiêu_hao năng_lượng,tổng_năng_lượng tiêu_hao của một công_đoạn sản_xuất ( Công_đoạn ) được tính bằng MJ ( 1.000.000 J ) để sản_xuất ra một tấn sản_phẩm .,0.82
20115_1_1_1_2_0_14,Báo_cáo kiểm_toán,"báo_cáo bằng văn_bản do kiểm_toán_viên , doanh_nghiệp kiểm_toán lập và công_bố thể_hiện ý_kiến chính_thức của mình về báo_cáo tài_chính của một đơn_vị đã được kiểm_toán .",0.834
59019_1_1_1_3_0_33,Ranh_giới nổ mìn,vị_trí giới_hạn để phân_định giữa khu_vực được cơ_quan có thẩm_quyền cho phép tiến_hành nổ mìn với khu_vực không được phép tiến_hành nổ mìn .,0.84
65807_1_1_1_3_0_28,Ảnh viễn_thám 3 A,"sản_phẩm ảnh viễn_thám được nắn chỉnh về hệ tọa_độ bản_đồ hệ quy chiếu và hệ tọa_độ Quốc_gia VN-2000 , hệ tọa_độ phẳng UTM quốc_tế . . .",0.777
24598_1_1_1_2_0_16,Tham_gia đấu_thầu,việc nhà_thầu tham_gia các cuộc đấu_thầu rộng_rãi hoặc hạn_chế ;,0.779
20404_1_2_1_7_0_4,Phía tây tiếp_giáp khu_đô_thị,"tuyến đường phân khu_vực có mặt_cắt ngang B = 30 m , chạy song_song với tuyến đường_sắt quốc_gia hiện có .",0.751
87123_1_1_1_2_0_3,Các nhà đầu_tư trong và ngoài nước,"các tổ_chức , cá_nhân thực_hiện hoạt_động đầu_tư theo quy_định của pháp_luật Việt_Nam trên địa_bàn tỉnh Vĩnh_Long .",0.761
10566_1_1_1_1_0_86,Tổ_chức Khuyến_nông tự_nguyện,"tổ_chức khuyến_nông của các cơ_quan nghiên_cứu , giảng_dạy đào_tạo , các đoàn_thể , các tổ_chức kinh_tế xã_hội , các cá_nhân trong và ngoài nước lập ra để thực_hiện một hay nhiều nội_dung của công_tác khuyến Nông , Lâm , Ngư và được cơ_quan có thẩm_quyền cấp giấy_phép hoạt_động ; cụ_thể là :",0.769
19464_1_1_1_3_0_26,Danh_mục các bệnh nguy_hiểm của động_vật,"danh_mục các bệnh do vi_sinh_vật , ký_sinh_trùng gây ra cho động_vật , có khả_năng lây_lan rộng , có_thể lây sang người .",0.775
117862_1_5_1_1_0_3,Chương_trình công_tác,"danh_mục các dự_thảo quyết_định quy_phạm pháp_luật , quy_hoạch , kế_hoạch , báo_cáo và các đề_án khác ( sau đây gọi là đề_án ) thuộc thẩm_quyền quyết_định của UBND tỉnh , Chủ_tịch UBND tỉnh hoặc trình UBND tỉnh , Chủ_tịch UBND tỉnh cho ý_kiến trước khi trình cấp có thẩm_quyền quyết_định ; các hoạt_động và các công_việc dự_kiến trình hoặc cần triển_khai thực_hiện trong năm , quý , tháng , tuần của UBND tỉnh , Chủ_tịch UBND tỉnh và các Phó_Chủ_tịch UBND tỉnh .",0.776
40147_1_1_1_5_0_12,Khảo_nghiệm VCU,"quá_trình đánh_giá giá_trị canh_tác và giá_trị sử_dụng của giống mới như : năng_suất , chất_lượng , tính chống chịu sâu_bệnh , điều_kiện bất_thuận và khả_năng sản_xuất hạt_giống theo Quy_phạm khảo_nghiệm VCU đối_với từng loài cây_trồng .",0.807
114395_1_1_1_1_0_33,Hệ_thống quản_lý cơ_sở dữ_liệu theo_dõi,"Hệ_thống phần_mềm quản_lý cơ_sở dữ_liệu theo_dõi về thực_hiện_nhiệm_vụ do Chính_phủ , Thủ_tướng Chính_phủ giao .",0.852
2473_1_1_1_1_0_34,Soát_xét lại hiệu_quả từng trại giống nhất,các trại giống phân về huyện bố_trí lại hệ_thống giống toàn tỉnh .,0.767
125354_1_1_1_2_0_88,Hội_đồng già_làng,"mô_hình đặc_thù riêng có của tỉnh Bình_Phước , được thành_lập ở những xã có đông đồng_bào DTTS trên địa_bàn toàn tỉnh theo chủ_trương của Thường_trực Tỉnh_ủy , được HĐND tỉnh , UBND tỉnh quy_định định_mức hỗ_trợ kinh_phí hoạt_động bằng 0,6 mức lương cơ_sở / tháng .",0.765
44853_1_1_1_1_0_25,Sản_xuất gia_công thuốc,việc một nhà sản_xuất ( Bên đặt gia_công ) đang sở_hữu một thuốc ( có số đăng_ký hoặc chưa có số đăng_ký tại Việt_Nam ) đặt gia_công một nhà sản_xuất khác tại Việt_Nam ( Bên nhận gia_công ) sản_xuất thuốc đó .,0.803
76125_1_1_1_3_0_16,Sử_dụng VLNCN,quá_trình làm nổ VLNCN theo quy_trình công_nghệ đã được xác_định .,0.823
25527_1_1_1_3_0_16,Lề_đường ( Shoulder ),khu_vực tiếp_giáp với mép mặt đường được chuẩn_bị tốt nhằm đảm_bảo chuyển_tiếp êm_thuận giữa mặt_đường và bề_mặt tiếp_giáp .,0.803
25572_1_1_1_3_0_6,Trung_áp,cấp điện_áp danh định từ 1000 V đến 35 kV ;,0.781
47244_1_1_1_3_0_8,Cơ_sở kinh_doanh dầu thực_vật,"cơ_sở thực_hiện các hoạt_động giới_thiệu , bảo_quản , vận_chuyển , mua , bán các sản_phẩm dầu thực_vật .",0.772
43377_1_1_1_1_0_5,"Trong Quy_định này , dạy_thêm_học_thêm",hoạt_động dạy_học với nội_dung trong chương_trình giáo_dục phổ_thông nằm ngoài giờ học thuộc Kế_hoạch giáo_dục của Chương_trình giáo_dục phổ_thông do Bộ Giáo_dục và Đào_tạo ban_hành .,0.775
23082_1_1_1_4_0_11,Tư_thục,trường do cá_nhân hay một nhóm cá_nhân xin phép thành_lập và tự_dầu tư .,0.812
38718_1_1_1_3_0_7,Nền địa_chất thủy_văn,bản_đồ địa_chất thủy_văn tỷ_lệ_1 : 200.000 ( hệ tọa_độ VN-2000 ) hoặc bản_đồ tỷ_lệ lớn hơn được biên_tập về tỷ_lệ_1 : 200.000 .,0.776
12205_1_1_1_3_0_12,Hệ_số an_toàn,hệ_số dùng để bảo_đảm mục_tiêu chất_lượng nước của nguồn nước tiếp_nhận và việc sử_dụng nước dưới hạ_lưu khi đánh_giá khả_năng tiếp_nhận nước_thải của nguồn nước mà do nhiều yếu_tố tác_động không chắc_chắn trong quá_trình tính_toán .,0.77
96172_1_1_1_4_0_17,Vi_phạm nghiêm_trọng thủ_tục tố_tụng,"việc cơ_quan , người có thẩm_quyền tiến_hành tố_tụng trong quá_trình khởi_tố , điều_tra , truy_tố , xét_xử không thực_hiện hoặc thực_hiện không đúng , không đầy_đủ các trình_tự , thủ_tục do Bộ_luật này quy_định và đã xâm_hại nghiêm_trọng đến quyền , lợi_ích hợp_pháp của người tham_gia_tố_tụng hoặc làm ảnh_hưởng đến việc xác_định sự_thật khách_quan , toàn_diện của vụ án .",0.77
6494_1_1_2_5_0_15,"Tài_sản cố_định dùng cho mục_đích phúc_lợi , sự_nghiệp , an_ninh , quốc_phòng","những tài_sản_cố_định do doanh_nghiệp quản_lý sử_dụng cho các mục_đích phúc_lợi , sự_nghiệp , an_ninh , quốc_phòng trong doanh_nghiệp .",0.766
94473_1_1_1_3_0_10,Thanh_tra doanh_nghiệp,"việc xem_xét , đánh_giá , xử_lý theo trình_tự , thủ_tục được quy_định tại Luật Thanh_tra của cơ_quan nhà_nước có thẩm_quyền đối_với thực_hiện pháp_luật , chính_sách , quyền_hạn , nghĩa_vụ của doanh_nghiệp và cá_nhân , tổ_chức có liên_quan .",0.765
81173_1_1_1_4_0_18,Bản_sao y bản_chính,"bản_sao đầy_đủ , chính_xác nội_dung của văn_bản và được trình_bày theo thể_thức quy_định .",0.825
74704_1_2_1_1_0_1,Ban quản_lý Dự_án,chủ đầu_tư trực_tiếp_quản_lý dự_án đầu_tư xây_dựng công_trình có trách_nhiệm như sau :,0.762
77965_1_1_1_1_0_9,"Bản hoặc xã tuy ở vùng thấp nhưng dân_cư thưa_thớt , xa các trung_tâm văn_hóa và kinh_tế , các mặt sản_xuất , giao_thông , văn_hóa , giáo_dục cũng có nhiều khó_khăn …",thuộc vùng_xa_xôi hẻo_lánh .,0.756
56054_1_2_1_5_0_4,Phương_thức liên_lạc giữa các máy trong hệ_thống mạng,liên_lạc đơn công .,0.778
25349_1_1_1_3_0_58,Hệ_số chạm đất,tỷ_số giữa giá_trị điện_áp của pha không bị sự_cố sau khi xảy ra ngắn mạch chạm đất với giá_trị điện_áp của pha đó trước khi xảy ra ngắn mạch chạm đất ( áp_dụng cho trường_hợp ngắn mạch một pha hoặc ngắn mạch hai pha chạm đất ) .,0.765
22591_1_1_1_1_0_19,Quyền mua cổ_phần,quyền dành cho các cổ_đông hiện_tại của một công_ty cổ_phần được mua một số_lượng cổ_phần trong một đợt phát_hành cổ_phiếu phổ_thông mới tương_ứng với tỷ_lệ cổ_phần hiện có của họ trong công_ty .,0.758
22431_1_1_1_5_0_5,Nhuận_bút khuyến_khích,khoản tiền do bên sử_dụng tác_phẩm trả thêm cho tác_giả nhằm khuyến_khích tác_giả sáng_tạo tác_phẩm thuộc loại đề_tài và những trường_hợp đặc_biệt quy_định tại Nghị_định này .,0.794
9209_1_1_1_1_0_237,Nơi xin hưởng trợ_cấp,nơi đương_sự nhận tiền trợ_cấp ưu_đãi hàng tháng hoặc một lần trong cả khoá học .,0.78
71824_1_1_1_3_0_25,Giá đất,số tiền tính trên một đơn_vị diện_tích đất do Ủy_ban nhân_dân tỉnh quy_định .,0.806
59179_1_1_1_3_0_32,"Tổ_chức chủ_trì đề_tài , dự_án KH & amp ; CN","tổ_chức có tư_cách pháp_nhân được cơ_quan quản_lý có thẩm_quyền giao nhiệm_vụ và kinh_phí để thực_hiện đề_tài , dự_án .",0.789
